grid_index,geometry,dhl,dpd,fedex,inpost,poczta,ruch,ups,tot,tot_0_14,tot_15_64,tot_65__,tot_male,tot_fem,male_0_14,male_15_64,male_65__,fem_0_14,fem_15_64,fem_65__,fem_ratio,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,bus_stops
207823,"POLYGON ((20.91142153635277 52.30838661643686, 20.8968997564966 52.30972885488806, 20.89909703765856 52.31859939451008, 20.91362163522848 52.31725684860228, 20.91142153635277 52.30838661643686))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,11,34,3,21,27,3,17,3,8,17,3,128.57142857,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
207887,"POLYGON ((20.87854903925922 52.17532517075888, 20.8640693473559 52.17666281287974, 20.86625055419452 52.18553434578261, 20.88073304162547 52.1841963981407, 20.87854903925922 52.17532517075888))",1.0,0.0,0.0,2.0,1.0,0.0,0.0,2049,475,1465,109,964,1085,234,686,44,241,779,65,112.55186721,0.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,12.0,0.0
207888,"POLYGON ((20.8851042529399 52.20193865457892, 20.87061616594652 52.20327721389263, 20.87280057384098 52.21214854808392, 20.88729146052085 52.21080968358793, 20.8851042529399 52.20193865457892))",5.0,3.0,0.0,1.0,3.0,1.0,1.0,4,0,3,1,3,3,0,0,0,0,3,3,100.0,0.0,0.0,1.0,13.0,6.0,29.0,3.0,72.0,19.0,0.0
208136,"POLYGON ((20.91274767369547 52.25382166387404, 20.89824356771174 52.25516382984824, 20.90043720676399 52.26403445993974, 20.91494412002037 52.26269198712068, 20.91274767369547 52.25382166387404))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,427,1305,266,994,1004,219,652,123,208,653,143,101.00603621,1.0,0.0,0.0,22.0,2.0,1.0,14.0,21.0,17.0,0.0
208150,"POLYGON ((20.93255449020037 52.33365217912249, 20.91802506758786 52.33499711439337, 20.92022840411714 52.34386714789994, 20.93476064645252 52.34252190409003, 20.93255449020037 52.33365217912249))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4,10,3,7,9,3,3,0,0,7,3,128.57142857,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0
208175,"POLYGON ((20.92814542255502 52.31591252984353, 20.91362163522848 52.31725684860228, 20.91582281154201 52.32612701431196, 20.93034941581846 52.32478238739144, 20.92814542255502 52.31591252984353))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,492,67,337,88,231,261,33,167,31,34,170,57,112.98701298,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
208186,"POLYGON ((20.90397262680093 52.21833970623968, 20.88947973901587 52.21968064576365, 20.8916690892062 52.22855154105893, 20.9061647772892 52.22721029546359, 20.90397262680093 52.21833970623968))",1.0,2.0,0.0,4.0,2.0,0.0,0.0,7235,877,5103,1255,3325,3910,461,2327,537,416,2776,718,117.59398496,189.0,2.0,0.0,4.0,6.0,0.0,19.0,24.0,58.0,1.0
208200,"POLYGON ((20.89959153701461 52.20059832855144, 20.8851042529399 52.20193865457892, 20.88729146052085 52.21080968358793, 20.90178154649475 52.20946905089404, 20.89959153701461 52.20059832855144))",4.0,0.0,0.0,5.0,2.0,0.0,1.0,1459,238,1037,184,694,765,116,503,75,122,534,109,110.23054755,6.0,0.0,1.0,2.0,6.0,11.0,55.0,26.0,87.0,0.0
208201,"POLYGON ((20.9391762092811 52.36026115531673, 20.92463832329668 52.36160701587271, 20.92684490610184 52.37047685116598, 20.94138561593583 52.36913068060532, 20.9391762092811 52.36026115531673))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,474,76,329,69,233,241,38,166,29,38,163,40,103.43347639,7.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,8.0,0.0
208218,"POLYGON ((20.91055230068474 52.24495127431633, 20.89605100205896 52.24629313360962, 20.89824356771174 52.25516382984824, 20.91274767369547 52.25382166387404, 20.91055230068474 52.24495127431633))",1.0,0.0,0.0,2.0,1.0,2.0,0.0,2799,533,1929,337,1337,1462,268,906,163,265,1023,174,109.34928945,0.0,0.0,0.0,55.0,1.0,9.0,7.0,31.0,44.0,0.0
208281,"POLYGON ((20.89740259904256 52.19172753923552, 20.88291811260529 52.19306755972936, 20.8851042529399 52.20193865457892, 20.89959153701461 52.20059832855144, 20.89740259904256 52.19172753923552))",10.0,1.0,0.0,8.0,12.0,4.0,0.0,8144,1079,5349,1716,3741,4403,542,2588,611,537,2761,1105,117.69580326,1.0,1.0,6.0,0.0,7.0,8.0,9.0,21.0,103.0,0.0
208306,"POLYGON ((20.90835800313277 52.23608081844755, 20.89385950898396 52.23742237037231, 20.89605100205896 52.24629313360962, 20.91055230068474 52.24495127431633, 20.90835800313277 52.23608081844755))",8.0,2.0,0.0,5.0,9.0,1.0,1.0,9522,1738,6961,823,4484,5038,905,3247,332,833,3714,491,112.35504014,33.0,3.0,0.0,8.0,10.0,4.0,38.0,64.0,102.0,0.0
208325,"POLYGON ((20.90178154649475 52.20946905089404, 20.88729146052085 52.21080968358793, 20.88947973901587 52.21968064576365, 20.90397262680093 52.21833970623968, 20.90178154649475 52.20946905089404))",1.0,0.0,0.0,3.0,2.0,0.0,0.0,1553,190,1237,126,739,814,91,590,58,99,647,68,110.14884979,28.0,1.0,0.0,6.0,1.0,66.0,42.0,9.0,103.0,0.0
208336,"POLYGON ((20.93034941581846 52.32478238739144, 20.91582281154201 52.32612701431196, 20.91802506758786 52.33499711439337, 20.93255449020037 52.33365217912249, 20.93034941581846 52.32478238739144))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,4,0,3,4,0,0,0,3,0,0,200.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
208347,"POLYGON ((20.93696788683419 52.35139156222218, 20.92243282192056 52.35273711478404, 20.92463832329668 52.36160701587271, 20.9391762092811 52.36026115531673, 20.93696788683419 52.35139156222218))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,41,221,58,143,177,21,98,24,20,123,34,123.77622377,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
