buffer_index,operator,center,buffer,poczta_points,dhl_points,ruch_points,dpd_points,ups_points,fedex_points,TOT,TOT_0_14,TOT_15_64,TOT_65__,TOT_MALE,TOT_FEM,MALE_0_14,MALE_15_64,MALE_65__,FEM_0_14,FEM_15_64,FEM_65__,FEM_RATIO,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,bus_stops
3007,inpost,POINT (21.05101 52.25239000000001),"POLYGON ((21.0583551867925 52.25238977209425, 21.05829497734362 52.25296478928964, 21.05811514414541 52.25353037199004, 21.05781863572964 52.2540772328076, 21.0574103170169 52.25459639144908, 21.05689688967951 52.25507932222774, 21.05628678229061 52.2555180941279, 21.05559001205098 52.25590550111745, 21.05481802035573 52.2562351805629, 21.05398348489775 52.25650171779662, 21.05310011139501 52.25670073511321, 21.05218240836849 52.25682896372803, 21.05124544868021 52.25688429751109, 21.05030462176223 52.25686582761014, 21.04937538062287 52.25677385739198, 21.04847298780412 52.25660989745509, 21.04761226448131 52.25637664079628, 21.04680734684401 52.2560779185407, 21.046071453775 52.25571863696574, 21.04541666965545 52.25530469685719, 21.04485374587194 52.25484289652749, 21.04439192428891 52.25434082009414, 21.04403878558448 52.25380671285923, 21.04380012493437 52.25324934584194, 21.04367985707458 52.25267787169366, 21.04367995228754 52.25210167436595, 21.04380040434535 52.25153021500266, 21.04403923091714 52.25097287658825, 21.0443925064139 52.25043880990321, 21.04485442671233 52.24993678331432, 21.04541740467727 52.24947503886333, 21.04607219490027 52.24906115701272, 21.04680804559553 52.24870193226424, 21.04761287515355 52.24840326168666, 21.04847347045284 52.24817004817708, 21.04937570367788 52.24800612003827, 21.05030476409241 52.24791416818709, 21.05124540097572 52.24789570202067, 21.05218217374968 52.24795102466149, 21.05309970520836 52.24807922798615, 21.05398293371204 52.24827820751889, 21.05481736022418 52.24854469694649, 21.05558928615297 52.2488743216906, 21.05628603810733 52.24926167066162, 21.05689617588819 52.24970038502105, 21.05740968030683 52.25018326250053, 21.05781811774819 52.2507023755707, 21.05811477877389 52.25124920152568, 21.05829478848108 52.25181476235256, 21.0583551867925 52.25238977209425))",0.0,0.0,0.0,0.0,0.0,0.0,10137.5,1344.0,7411.0,1382.5,4755.25,5382.25,701.0,3552.5,501.75,643.0,3858.5,880.75,112.895423245,35.0,0.0,8.0,1.0,6.0,110.0,8.0,32.0,97.0,0.0
3008,inpost,POINT (18.8307477 50.241724),"POLYGON ((18.83777859307857 50.24172378790633, 18.83772095366452 50.24229880484354, 18.83754880949999 50.24286438678548, 18.83726498333527 50.24341124639393, 18.83687413225717 50.2439304034547, 18.83638267143768 50.24441333238444, 18.83579866896676 50.24485210228845, 18.83513171348462 50.24523950726518, 18.83439275678012 50.24556918481281, 18.83359393393664 50.24583572038787, 18.83274836398057 50.24603473639353, 18.83186993431174 50.24616296413088, 18.83097307246561 50.24621829752733, 18.83007250896861 50.24619982775597, 18.82918303519626 50.24610785817507, 18.82831926022785 50.24594389934146, 18.82749537070766 50.24571064417972, 18.82672489767272 50.2454119237171, 18.82602049419079 50.24505264411364, 18.82539372747166 50.24463870602619, 18.82485488887346 50.24417690763494, 18.82441282492766 50.24367483293059, 18.82407479215684 50.24314072710215, 18.82384633806378 50.24258336107678, 18.82373121023708 50.24201188744102, 18.82373129505276 50.24143569011292, 18.82384658696301 50.24086423023636, 18.82407518885905 50.24030689082942, 18.82441334348446 50.23977282273749, 18.8248554953659 50.2392707944194, 18.82539438222891 50.23880904803001, 18.82602115438499 50.23839516415856, 18.82672552012039 50.23803593743897, 18.82749591469433 50.23773726506893, 18.8283196901712 50.23750405006275, 18.82918332297357 50.23734012082106, 18.8300726357563 50.23724816833285, 18.83097302997046 50.23722970203691, 18.83186972531336 50.23728502506417, 18.83274800214961 50.237413229266, 18.83359344294056 50.23761221010923, 18.8343921687351 50.23787870119497, 18.83513106685486 50.23820832783644, 18.83579800604848 50.23859567881994, 18.83638203559256 50.23903439517539, 18.836873565076 50.23951727450385, 18.83726452191754 50.24003638915504, 18.83754848402714 50.24058321631966, 18.83772078542582 50.24114877790567, 18.83777859307857 50.24172378790633))",1.0,0.0,0.0,0.0,0.0,0.0,4048.25,487.25,2790.5,770.5,1947.0,2101.25,248.0,1382.75,316.25,239.25,1407.75,454.25,80.1736572525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,inpost,POINT (19.03198 53.72923),"POLYGON ((19.03958073224129 53.72922975953776, 19.03951843343712 53.72980477693815, 19.03933234871734 53.7303703602408, 19.03902552886652 53.73091722201853, 19.03860300777539 53.73143638191527, 19.03807172005173 53.73191931416214, 19.03744038736222 53.73235808764748, 19.03671937535797 53.73274549623545, 19.0359205235242 53.73307517718799, 19.03505695074437 53.73334171573884, 19.0341428397735 53.73354073409648, 19.03319320416708 53.73366896340813, 19.03222364150519 53.73372429749818, 19.03125007698032 53.73370582749433, 19.03028850157891 53.7336138567701, 19.02935470917722 53.73344989595709, 19.02846403688988 53.73321663810943, 19.02763111295557 53.73291791443003, 19.02686961631775 53.73255863128946, 19.02619205186269 53.73214468957595, 19.02560954501558 53.73168288770691, 19.02513165907217 53.73118080990054, 19.02476623826479 53.73064670154876, 19.02451927913315 53.7300893337438, 19.02439483230084 53.72951785918854, 19.02439493625462 53.72894166186116, 19.02451958419485 53.72837020290547, 19.02476672448023 53.72781286527928, 19.02513229463786 53.72727879971146, 19.02561028835901 53.72677677449573, 19.02619285436157 53.72631503158405, 19.0268704254804 53.7259011513382, 19.02763187585443 53.72554192815497, 19.02846470362353 53.72524325900079, 19.02935523613444 53.72501004667967, 19.03028885429127 53.72484611941665, 19.03125023237681 53.72475416807135, 19.03222358942129 53.72473570200777, 19.0331929480096 53.72479102434171, 19.03414239629778 53.72491922696983, 19.03505634895828 53.7251182054619, 19.03591980279073 53.72538469357276, 19.0367185828205 53.72571431681018, 19.03743957486084 53.72610166418308, 19.03807094073237 53.72654037695747, 19.03860231261356 53.72702325296865, 19.03902496333293 53.72754236478333, 19.03933194980371 53.72808918977771, 19.03951822723648 53.72865475000172, 19.03958073224129 53.72922975953776))",0.0,0.0,0.0,0.0,0.0,0.0,259.3333333333333,52.0,189.66666666666666,17.666666666666668,131.33333333333334,128.0,25.0,100.0,6.666666666666667,27.0,89.66666666666667,11.666666666666666,99.36919442666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3023,inpost,POINT (21.16167 52.22427),"POLYGON ((21.1690105344072 52.22426977232518, 21.16895036299889 52.22484478951679, 21.16877064361629 52.22541037220611, 21.1684743229294 52.22595723300603, 21.1680662627825 52.22647639162442, 21.16755316060702 52.22695932237607, 21.1669434396401 52.22739809424707, 21.16624711073867 52.22778550120724, 21.16547560805037 52.22811518062497, 21.16464160123595 52.22838171783445, 21.16375878732868 52.22858073513191, 21.16284166565515 52.22870896373392, 21.16190529952465 52.22876429751132, 21.1609650686155 52.22874582761226, 21.16003641614193 52.22865385740341, 21.15913459497272 52.22848989748265, 21.15827441689034 52.22825664084569, 21.15747000912633 52.2279579186163, 21.15673458218782 52.22759863707012, 21.15608021280045 52.2271846969911, 21.15551764554112 52.2267228966897, 21.15505611642235 52.2262208202816, 21.15470320132402 52.22568671306724, 21.15446469175573 52.22512934606443, 21.15434449997942 52.22455787192364, 21.15434459503566 52.22398167459592, 21.1544649707068 52.22341021522514, 21.15470364592366 52.22285287679624, 21.15505669758918 52.22231881009065, 21.15551832526085 52.2218167834765, 21.15608094661242 52.2213550389972, 21.1567353220932 52.22094115711709, 21.1574707067277 52.22058193233981, 21.1582750265574 52.22028326173606, 21.159135076827 52.22005004820462, 21.16003673866519 52.2198861200497, 21.16096521071141 52.21979416818923, 21.16190525189868 52.2197757020209, 21.16284143142252 52.21983102466737, 21.16375838181062 52.21995922800484, 21.1646410509575 52.22015820755672, 21.1654749490054 52.22042469700854, 21.16624638603549 52.22075432178035, 21.16694269668174 52.22114167078077, 21.16755244799061 52.22158038516934, 21.16806562712045 52.22206326267582, 21.16847380580055 52.22258237576909, 21.16877027884617 52.22312920174174, 21.16895017444723 52.2236947625797, 21.1690105344072 52.22426977232518))",0.0,0.0,0.0,0.0,0.0,0.0,2217.75,297.25,1529.5,391.0,1040.25,1177.5,153.0,727.0,160.25,144.25,802.5,230.75,112.03483639000001,4.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,16.0,0.0
3028,inpost,POINT (17.16446 54.37004),"POLYGON ((17.17217886185718 54.37003975381173, 17.17211559730623 54.3706147713056, 17.17192662281178 54.3711803548829, 17.17161503642082 54.37172721709848, 17.17118595012834 54.37224637756762, 17.17064640621632 54.37272931048405, 17.17000526183584 54.37316808469226, 17.16927304371332 54.37355549400915, 17.16846177535751 54.37388517564894, 17.16758477960067 54.37415171480045, 17.16665645971847 54.37435073363282, 17.16569206273045 54.37447896326224, 17.1647074287805 54.3745342974923, 17.16371873072989 54.37451582744153, 17.16274220825916 54.37442385648652, 17.16179390086709 54.37425989527397, 17.16088938417368 54.37402663688415, 17.1600435138784 54.37372791255547, 17.15927018159718 54.37336862870096, 17.15858208660219 54.37295468625554, 17.15799052722326 54.37249288368452, 17.15750521534079 54.37199080525203, 17.15713411701588 54.37145669639094, 17.15688332186748 54.37089932822678, 17.15675694333014 54.37032785348595, 17.15675705141343 54.36975165615872, 17.15688363904761 54.36918019738891, 17.15713462254601 54.36862286012215, 17.15750587615406 54.36808879506382, 17.15799130009568 54.3675867704743, 17.15858292097999 54.36712502826457, 17.15927102290345 54.36671114875053, 17.16004430708308 54.36635192628109, 17.16089007739303 54.366053257776, 17.16179444875745 54.36582004599683, 17.16274257498286 54.36565611913319, 17.16371889229944 54.36556416801855, 17.16470737462759 54.36554570200189, 17.16569179639723 54.36560102419589, 17.16665599862588 54.36572922650638, 17.16758415390889 54.36592820452388, 17.16846102599322 54.3661946920343, 17.16927221969264 54.36652431458463, 17.17000441705819 54.36691166122875, 17.17064559593884 54.36735037328032, 17.1711852273515 54.36783324862194, 17.17161444842165 54.36835235986407, 17.17192620805147 54.36889918442039, 17.17211538291436 54.36946474436948, 17.17217886185718 54.37003975381173))",0.0,0.0,0.0,0.0,0.0,0.0,661.5,117.5,474.5,69.5,319.75,341.75,58.5,234.0,28.0,59.25,240.5,42.0,108.61708462250002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,inpost,POINT (21.06916 53.67802),"POLYGON ((21.07675148853694 53.6780197599878, 21.07668926530532 53.67859477738084, 21.07650340671414 53.6791603606619, 21.0761969598495 53.67970722240523, 21.0757749524903 53.68022638225696, 21.07524431081868 53.68070931445122, 21.07461374589951 53.68114808787975, 21.07389361077966 53.68153549641043, 21.07309573054442 53.68186517730894, 21.07223320811822 53.68213171581258, 21.07132020900028 53.6823307341329, 21.07037172847756 53.68245896341957, 21.06940334514951 53.68251429749863, 21.06843096482857 53.68249582749847, 21.06747055904091 53.68240385679238, 21.06653790244283 53.68223989601077, 21.06564831348591 53.68200663820571, 21.06481640261003 53.68170791457735, 21.06405583211698 53.6813486314929, 21.06337909168226 53.68093468983692, 21.06279729320118 53.68047288802304, 21.06231998834264 53.67997081026589, 21.0619550118057 53.67943670195415, 21.06170835284647 53.67887933417741, 21.06158405717339 53.67830785963675, 21.06158416080643 53.67773166230935, 21.06170865696689 53.67716020333906, 21.06195549652093 53.67660286568459, 21.0623206219473 53.67606880007673, 21.06279803425104 53.67556677481181, 21.06337989170503 53.67510503184494, 21.06405663878295 53.67469115154158, 21.06481716315497 53.67433192830226, 21.06564897816236 53.67403325909705, 21.06653842777412 53.67380004673333, 21.06747091066498 53.67363611943891, 21.06843111974559 53.67354416807549, 21.06940329322632 53.67352570200821, 21.07037147311046 53.67358102435316, 21.0713197668929 53.67370922700624, 21.07223260818893 53.67390820553561, 21.07309501203477 53.67417469369367, 21.07389282068755 53.67450431698509, 21.07461293590509 53.67489166441527, 21.07524353390391 53.67533037724647, 21.07577425947338 53.67581325331028, 21.07619639606086 53.67633236516996, 21.07650300903135 53.67687919019877, 21.07668905974091 53.67744475044437, 21.07675148853694 53.6780197599878))",0.0,0.0,0.0,0.0,0.0,0.0,87.33333333333333,15.0,63.333333333333336,9.0,43.0,44.333333333333336,8.333333333333334,31.333333333333332,3.0,7.0,32.0,5.666666666666667,101.56326538666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,inpost,POINT (18.27037 52.24687),"POLYGON ((18.27771427291728 52.2468697721396, 18.27765407094075 52.24744478933425, 18.27747426009952 52.24801037203246, 18.27717778855961 52.24855723284657, 18.27676952063736 52.24907639148351, 18.27625615717202 52.24955932225686, 18.27564612568858 52.24999809415131, 18.2749494421417 52.25038550113509, 18.27417754650284 52.25071518057509, 18.27334311488713 52.25098171780404, 18.2724598513066 52.25118073511688, 18.27154226247615 52.25130896372918, 18.27060541938135 52.25136429751112, 18.26966470953831 52.25134582761055, 18.26873558403149 52.25125385739422, 18.26783330350274 52.2510898974605, 18.26697268728235 52.25085664080598, 18.26616786980026 52.25055791855554, 18.26543206829398 52.25019863698623, 18.26477736564091 52.24978469688349, 18.26421451189 52.24932289655934, 18.26375274775616 52.24882082013094, 18.26339965297502 52.24828671290007, 18.26316102200214 52.24772934588562, 18.26304076908754 52.24715787173882, 18.26304086426971 52.24658167441111, 18.26316130132276 52.24601021504635, 18.26340009816366 52.2454528766291, 18.26375332969291 52.24491880994002, 18.2642151925102 52.24441678334616, 18.26477810042503 52.24395503888961, 18.26543280917958 52.24354115703321, 18.2661685683258 52.24318193227908, 18.2669732977571 52.24288326169635, 18.26783378599537 52.24265004818248, 18.26873590698202 52.2424861200405, 18.26966485182247 52.24239416818751, 18.27060537169228 52.24237570202072, 18.27154202793322 52.24243102466264, 18.27245944525131 52.24255922798981, 18.27334256387968 52.24275820752631, 18.27417688658477 52.24302469695867, 18.27494871647844 52.24335432170822, 18.27564538174597 52.243741670685, 18.27625544361154 52.24418038505017, 18.2767688841332 52.24466326253495, 18.27717727074568 52.24518237560967, 18.27747389484616 52.24572920156811, 18.2776538821393 52.24629476239716, 18.27771427291728 52.2468697721396))",0.0,0.0,0.0,0.0,0.0,0.0,238.66666666666666,28.666666666666668,172.33333333333334,37.666666666666664,123.33333333333333,115.33333333333333,17.333333333333332,89.33333333333333,16.666666666666668,11.333333333333334,83.0,21.0,62.429592263333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,inpost,POINT (20.91833 52.25102),"POLYGON ((20.92567495995169 52.25101977210551, 20.92561475235758 52.25159478930072, 20.92543492470879 52.25216037200057, 20.92513842544629 52.25270723281727, 20.9247301193407 52.25322639145764, 20.92421670785754 52.25370932223497, 20.92360661930978 52.25414809413372, 20.9229098705889 52.25453550112185, 20.92213790273663 52.25486518056593, 20.92130339305423 52.25513171779846, 20.92042004683623 52.25533073511411, 20.9195023721553 52.25545896372832, 20.91856544140769 52.2555142975111, 20.91762464354988 52.25549582761024, 20.91669543111267 52.25540385739254, 20.91579306616639 52.25523989745643, 20.91493236942839 52.2550066407987, 20.91412747665147 52.25470791854439, 20.91339160631003 52.25434863697083, 20.91273684241198 52.25393469686373, 20.91217393601186 52.2534728965354, 20.91171212868878 52.25297082010328, 20.91135900088693 52.25243671286937, 20.91112034760326 52.25187934585279, 20.91100008345314 52.25130787170488, 20.91100017865846 52.25073167437716, 20.91112062699181 52.2501602150135, 20.91135944618383 52.2496028765984, 20.91171271076705 52.24906880991235, 20.91217461679759 52.24856678332223, 20.91273757737479 52.24810503886986, 20.9133923473758 52.24769115701781, 20.91412817534689 52.24733193226793, 20.9149329800516 52.24703326168907, 20.91579354877636 52.24680004817843, 20.91669575414175 52.24663612003883, 20.91762478586864 52.24654416818721, 20.91856539370702 52.24652570202069, 20.91950213755532 52.24658102466179, 20.92041964068219 52.24670922798707, 20.92130284191277 52.24690820752073, 20.92213724265807 52.24717469694952, 20.92290914474917 52.24750432169498, 20.92360587518624 52.24789167066743, 20.92421599412352 52.24833038502829, 20.92472948268174 52.24881326250908, 20.92513790750642 52.24933237558039, 20.9254345593666 52.24987920153622, 20.92561456351021 52.25044476236364, 20.92567495995169 52.25101977210551))",0.0,0.0,0.0,4.0,0.0,0.0,8829.25,1149.0,6812.25,868.0,4221.75,4607.5,593.0,3219.5,409.25,556.0,3592.75,458.75,107.7027081175,15.0,0.0,0.0,9.0,12.0,17.0,13.0,120.0,74.0,0.0
3042,inpost,POINT (20.57546 54.12707),"POLYGON ((20.58313352897859 54.12706975600364, 20.58307063503152 54.12764477346172, 20.58288276949751 54.12821035693389, 20.5825730122867 54.12875721898186, 20.58214644542155 54.12927637923188, 20.58161006986372 54.12975931189201, 20.58097269077161 54.13019808582351, 20.58024477305818 54.13058549486137, 20.57943826961214 54.13091517623808, 20.57856642499912 54.13118171515966, 20.57764355786856 54.1313807338103, 20.57668482564656 54.13150896331808, 20.57570597539145 54.13156429749455, 20.57472308491984 54.13154582746174, 20.57375229847412 54.13145385659507, 20.57280956129369 54.13128989553547, 20.57191035747044 54.13105663735318, 20.57106945541427 54.13075791327304, 20.57030066512667 54.13039862969183, 20.56961661128309 54.12998468752659, 20.56902852586025 54.12952288522428, 20.56854606371856 54.12902080703147, 20.56817714416687 54.12848669836535, 20.56792782110479 54.12792933033868, 20.5678021838632 54.12735785566888, 20.56780229035506 54.12678165834161, 20.56792813361472 54.12621019950064, 20.56817764225351 54.12565286209628, 20.56854671480193 54.12511879684292, 20.5690292873528 54.1246167720137, 20.56961743337538 54.12415502953525, 20.57030149404544 54.12374114974107, 20.5710702369397 54.1233819269984, 20.57191104048275 54.12308325824484, 20.57281010111684 54.12285004625821, 20.57375265979814 54.12268611924169, 20.57472324411041 54.12259416803875, 20.57570592203589 54.12257570200413, 20.57668456323486 54.1226310242517, 20.57764310356515 54.12275922668378, 20.57856580852011 54.12295820488295, 20.57943753128159 54.12322469262322, 20.5802439611705 54.12355431543656, 20.58097185843258 54.12394166235966, 20.58160927151688 54.12438037468792, 20.58214573328697 54.12486325028586, 20.58257243294532 54.12538236174716, 20.58288236084418 54.12592918647115, 20.58307042379638 54.12649474652549, 20.58313352897859 54.12706975600364))",3.0,0.0,0.0,0.0,0.0,0.0,2896.75,400.0,2031.0,465.75,1379.0,1517.75,209.0,1008.25,161.75,191.0,1022.75,304.0,108.66695533250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3044,inpost,POINT (20.00666 49.9491),"POLYGON ((20.01364808455642 49.94909979009611, 20.01359079522432 49.94967480699756, 20.01341969837548 49.95024038883447, 20.01313759962626 49.95078724827547, 20.01274912775382 49.95130640511734, 20.01226065890608 49.95178933379103, 20.01168021207241 49.95222810341858, 20.01101731752043 49.95261550811657, 20.01028286035212 49.95294518540137, 20.00948890174517 49.95321172074674, 20.00864848081644 49.95341073657084, 20.00777540036714 49.95353896418667, 20.00688400003747 49.95359429752958, 20.00598892060917 49.95357582777616, 20.00510486334171 49.95348385828352, 20.004246348311 49.95331989960269, 20.00342747573633 49.95308664464829, 20.00266169423095 49.95278792443397, 20.00196157979641 49.95242864510354, 20.00133862920134 49.95201470729599, 20.00080307114543 49.95155290917319, 20.00036369831309 49.9510508347083, 20.00002772307414 49.95051672907463, 19.99980065919558 49.94995936318663, 19.99968623149793 49.94938788962184, 19.99968631492684 49.9488116922937, 19.99980090402521 49.94824023234606, 20.00002811329012 49.94768289280166, 20.00036420839129 49.94714882451489, 20.00080366772148 49.94664679595734, 20.00133927325306 49.94618504929949, 20.00196222919618 49.94577116514818, 20.00266230650137 49.94541193815563, 20.00342801082861 49.94511326553734, 20.00424677122462 49.9448800503239, 20.00510514641375 49.94471612092947, 20.00598904532384 49.94462416835305, 20.00688395823713 49.94460570203917, 20.00777519478596 49.94466102511994, 20.00864812490155 49.94478922944323, 20.00948841877706 49.94498821046797, 20.01028228192187 49.94525470178334, 20.01101668146331 49.94558432868757, 20.0116795599931 49.94597167994979, 20.01226003345727 49.94641039658165, 20.01274856984628 49.94689327616616, 20.01313714575288 49.94741239103633, 20.01341937822423 49.94795921836847, 20.0135906297364 49.9485247800596, 20.01364808455642 49.94909979009611))",0.0,0.0,0.0,0.0,0.0,0.0,442.25,81.5,315.5,45.25,222.0,220.25,42.75,161.5,17.75,38.75,154.0,27.5,98.46023055500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3052,inpost,POINT (20.99046 52.24427),"POLYGON ((20.99780384257119 52.24426977216096, 20.99774364411342 52.24484478935526, 20.99756384380014 52.24541037205245, 20.99726738962517 52.24595723286492, 20.99685914562028 52.24647639149973, 20.99634581223246 52.24695932227058, 20.99573581649308 52.24739809416233, 20.99503917377002 52.24778550114339, 20.99426732336435 52.24811518058083, 20.99343294064823 52.24838171780754, 20.99254972883034 52.2485807351186, 20.9916321937751 52.24870896372973, 20.99069540558445 52.24876429751114, 20.98975475087229 52.24874582761075, 20.9888256798171 52.24865385739528, 20.987923452166 52.24848989746305, 20.9870628863804 52.24825664081055, 20.98625811606163 52.24795791856254, 20.98552235767248 52.24759863699589, 20.98486769338217 52.24718469689589, 20.98430487260978 52.24672289657435, 20.98384313552892 52.24622082014828, 20.98349006143136 52.24568671291932, 20.98325144443356 52.24512934590621, 20.98313119855668 52.24455787176009, 20.98313129372436 52.24398167443239, 20.98325172371164 52.24341021506692, 20.98349050655218 52.24285287664834, 20.98384371737702 52.24231880995736, 20.98430555312631 52.24181678336117, 20.98486842805436 52.241355038902, 20.98552309844521 52.24094115704286, 20.98625881448078 52.24058193228607, 20.98706349676216 52.24028326170092, 20.98792393458513 52.24005004818503, 20.98882600271845 52.23988612004157, 20.98975489313477 52.23979416818771, 20.99069535790264 52.23977570202074, 20.99163195926788 52.23983102466318, 20.9925493228369 52.23995922799155, 20.99343238972471 52.24015820752981, 20.99426666354681 52.24042469696441, 20.99503844821731 52.24075432171653, 20.99573507266379 52.24114167069604, 20.99634509878067 52.24158038506388, 20.99685850921308 52.24206326255116, 20.99726687189012 52.24258237562801, 20.99756347860242 52.24312920158809, 20.99774345534073 52.24369476241817, 20.99780384257119 52.24426977216096))",8.0,0.0,1.0,1.0,0.0,0.0,14785.25,1414.5,9789.5,3581.25,6522.0,8263.25,716.5,4651.0,1154.5,698.0,5138.5,2426.75,126.17707153750001,137.0,2.0,4.0,1.0,13.0,29.0,17.0,43.0,103.0,0.0
3053,inpost,POINT (14.5679846 53.434892),"POLYGON ((14.57553258943849 53.43489176210968, 14.57547072184142 53.43546677946807, 14.57528592737233 53.43603236264738, 14.57498123571276 53.43657922422844, 14.57456164588034 53.43709838386806, 14.57403404440746 53.43758131581421, 14.5734070924689 53.43802008897487, 14.57269108379828 53.43840749723543, 14.57189777571764 53.43873717787927, 14.57104019605131 53.43900371616033, 14.57013242909636 53.43920273430474, 14.56918938417162 53.43933096347366, 14.56822655055774 53.43938629750082, 14.56725974286859 53.43936782751806, 14.5663048410543 53.43927585689749, 14.56537752932607 53.43911189626394, 14.56449303831108 53.43887863865977, 14.56366589469156 53.43857991527202, 14.56290968245699 53.43822063245214, 14.56223681970401 53.43780669106737, 14.56165835465887 53.43734488951362, 14.56118378427655 53.43684281198848, 14.56082089839436 53.43630870386546, 14.56057565199288 53.43575133622184, 14.56045206765067 53.43517986174994, 14.56045216977895 53.43460366442249, 14.56057595169749 53.43403220538331, 14.56082137607154 53.43347486759567, 14.56118440868131 53.43294080179901, 14.56165908494871 53.43243877630203, 14.56223760811048 53.43197703307504, 14.56291047741021 53.4315631525005, 14.56366664419342 53.43120392899667, 14.56449369333646 53.43090525955093, 14.56537804702957 53.43067204698638, 14.5663051875728 53.43050811954399, 14.56725989553622 53.43041616809506, 14.56822649938846 53.43039770201042, 14.56918913251244 53.43045302440721, 14.57013199340837 53.430581227178, 14.57103960483297 53.43078020588324, 14.57189706764072 53.4310466942638, 14.57269030517828 53.43137631780983, 14.57340629423557 53.43176366551006, 14.57403327877346 53.43220237860911, 14.574560962926 53.43268525492104, 14.5749806801103 53.43320436699288, 14.57528553546387 53.433751192184, 14.5754705192618 53.43431675253151, 14.57553258943849 53.43489176210968))",0.0,0.0,0.0,0.0,0.0,0.0,10519.75,1148.0,7114.75,2257.0,4878.75,5641.0,591.0,3506.75,781.0,557.0,3608.0,1476.0,113.3957042025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3054,inpost,POINT (21.00496 52.24458),"POLYGON ((21.01230389387825 52.24457977215841, 21.01224369500096 52.24515478935275, 21.0120638934325 52.24572037205007, 21.01176743718724 52.24626723286273, 21.01135919033086 52.24678639149779, 21.01084585335711 52.24726932226893, 21.01023585335623 52.24770809416101, 21.00953920576604 52.2480955011424, 21.00876734996755 52.24842518058015, 21.00793296142148 52.24869171780712, 21.0070497434323 52.2488907351184, 21.00613220196583 52.24901896372966, 21.00519540722935 52.24907429751114, 21.00425474594433 52.24905582761072, 21.00332566839728 52.24896385739515, 21.00242343444195 52.24879989746274, 21.00156286264338 52.24856664081, 21.00075808670167 52.24826791856169, 21.00002232317197 52.24790863699473, 20.99936765430795 52.2474946968944, 20.99880482960377 52.24703289657256, 20.99834308929757 52.24653082014621, 20.99799001273406 52.24599671291701, 20.99775139407011 52.24543934590375, 20.99763114735418 52.24486787175756, 20.99763124252359 52.24429167442984, 20.99775167335326 52.24372021506446, 20.99799045786297 52.24316287664604, 20.99834367115624 52.24262880995528, 20.99880551013266 52.24212678335937, 20.99936838899349 52.24166503890051, 21.00002306395816 52.24125115704172, 21.0007587851335 52.24089193228524, 21.00156347303622 52.24059326170037, 21.00242391686985 52.24036004818472, 21.00332599130448 52.24019612004144, 21.0042548882094 52.24010416818768, 21.00519535954668 52.24008570202073, 21.00613196745435 52.24014102466311, 21.00704933743149 52.24026922799133, 21.00793241048795 52.24046820752939, 21.00876669013802 52.24073469696371, 21.00953848020015 52.24106432171553, 21.01023510951343 52.24145167069472, 21.01084513989236 52.24189038506225, 21.01135855391209 52.24237326254923, 21.01176691944278 52.24289237562583, 21.01206352822815 52.24343920158571, 21.01224350622483 52.24400476241566, 21.01230389387825 52.24457977215841))",4.0,0.0,0.0,0.0,0.0,0.0,14803.5,1248.0,9604.75,3950.75,6453.5,8350.0,640.5,4546.0,1267.0,607.5,5058.75,2683.75,130.3675408975,28.0,1.0,8.0,6.0,9.0,34.0,1.0,72.0,103.0,0.0
