buffer_index,operator,point_id,center,buffer,inpost_points,poczta_points,dhl_points,ruch_points,dpd_points,ups_points,fedex_points,TOT,TOT_0_14,TOT_15_64,TOT_65__,TOT_MALE,TOT_FEM,MALE_0_14,MALE_15_64,MALE_65__,FEM_0_14,FEM_15_64,FEM_65__,FEM_RATIO,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,bus_stops,shops_binary,parks_binary,TOTlog,TOT_0_14log,TOT_15_64log,TOT_65__log,TOT_MALElog,TOT_FEMlog,MALE_0_14log,MALE_15_64log,MALE_65__log,FEM_0_14log,FEM_15_64log,FEM_65__log
2509,inpost,34145,POINT (16.87005 52.39646),"POLYGON ((16.87741914354019 52.39645977090652, 16.87735873820849 52.3970347881213, 16.87717831893548 52.39760037087866, 16.87688084383955 52.39814723178704, 16.87647119368241 52.39866639054726, 16.87595609197392 52.39914932146481, 16.87534399476432 52.39958809351491, 16.87464495192085 52.39997550065566, 16.87387044215851 52.40030518024367, 16.87303318453045 52.40057171760196, 16.87214692947526 52.40077073501703, 16.87122623285909 52.40089896369777, 16.87028621673432 52.40095429750986, 16.86934232075849 52.40093582759918, 16.86841004837332 52.40084385733316, 16.86750471193136 52.40067989731339, 16.86664118097535 52.40044664054212, 16.86583363782276 52.40014791815187, 16.86509534448558 52.39978863642881, 16.8644384247661 52.39937469616845, 16.86387366511613 52.39891289569314, 16.86341033753368 52.39841081912991, 16.86305604740482 52.39787671178937, 16.86281660878314 52.39731934469756, 16.86269594914441 52.39674787051079, 16.86269604516573 52.39617167318311, 16.86281689056634 52.39560021385837, 16.86305649651837 52.39504287551852, 16.86341092460095 52.39450880893916, 16.86387435173689 52.39400678248015, 16.86443916602829 52.39354503817477, 16.86509609190304 52.39313115647596, 16.86583434250672 52.39277193187553, 16.86664179683223 52.3924732614326, 16.86750519867779 52.39224004803543, 16.86841037417108 52.39207611997946, 16.86934246429707 52.39198416817615, 16.87028616862481 52.39196570201945, 16.87122599624835 52.39202102463124, 16.87214651984007 52.39214922789001, 16.87303262866515 52.39234820732431, 16.87386977642241 52.39261469662737, 16.87464421985993 52.39294432122895, 16.87534324426289 52.3933316700488, 16.87595537212248 52.3937703842583, 16.87647055156663 52.3942532615989, 16.87688032146042 52.39477237455033, 16.87717795046195 52.39531920041442, 16.8773585477425 52.39588476118428, 16.87741914354019 52.39645977090652))",3,3.0,3.0,0.0,0.0,0.0,0.0,7098.0,764.5,4782.0,1551.5,3234.5,3863.5,394.75,2278.25,561.5,369.75,2503.75,990.0,120.3085344775,29.0,0.0,3.0,9.0,7.0,2.0,9.0,67.0,74.0,0.0,few_shops,more_parks,8.867723294431228,6.640659840138745,8.472844150842047,7.34768622397158,8.081969661143798,8.2596134627809,5.981035351617443,7.731645593583959,6.332568896055757,5.9157976681825675,7.8259841314865515,6.8988154374126625
2510,inpost,1347,POINT (16.86869 52.39652),"POLYGON ((16.87605915355959 52.39651977090603, 16.87599874814596 52.39709478812081, 16.87581832862785 52.39766037087819, 16.87552085312762 52.39820723178663, 16.87511120241363 52.39872639054689, 16.87459610000487 52.39920932146449, 16.87398400196307 52.39964809351466, 16.87328495816913 52.40003550065547, 16.87251044735367 52.40036518024354, 16.87167318858711 52.40063171760188, 16.87078693232678 52.400830735017, 16.86986623445861 52.40095896369776, 16.86892621705555 52.40101429750986, 16.86798231979614 52.40099582759917, 16.86705004614322 52.40090385733314, 16.86614470847015 52.40073989731334, 16.86528117633991 52.40050664054202, 16.86447363208926 52.40020791815171, 16.86373533774821 52.39984863642859, 16.86307841713556 52.39943469616817, 16.86251365671778 52.39897289569279, 16.86205032850548 52.39847081912952, 16.86169603789506 52.39793671178892, 16.86145659894801 52.39737934469709, 16.86133593914542 52.39680787051029, 16.86133603516709 52.39623167318261, 16.8614568807322 52.39566021385789, 16.8616964870102 52.39510287551808, 16.86205091557482 52.39456880893876, 16.86251434334095 52.39406678247982, 16.86307915840037 52.39360503817448, 16.86373608516831 52.39319115647574, 16.8644743367757 52.39283193187538, 16.86528179219896 52.39253326143249, 16.86614519521829 52.39230004803537, 16.86705037194213 52.39213611997944, 16.86798246333523 52.39204416817615, 16.86892616894587 52.39202570201945, 16.86986599784703 52.39208102463123, 16.87078652269014 52.39220922788997, 16.87167263271986 52.39240820732424, 16.87250978161522 52.39267469662723, 16.87328422610564 52.39300432122877, 16.87398325145899 52.39339167004855, 16.87459538015089 52.39383038425799, 16.87511056029559 52.39431326159852, 16.87552033074665 52.3948323745499, 16.87581796015301 52.39537920041397, 16.87599855767931 52.39594476118379, 16.87605915355959 52.39651977090603))",4,4.0,4.0,0.0,0.0,0.0,0.0,7098.0,764.5,4782.0,1551.5,3234.5,3863.5,394.75,2278.25,561.5,369.75,2503.75,990.0,120.3085344775,26.0,0.0,3.0,6.0,8.0,2.0,18.0,71.0,85.0,0.0,few_shops,more_parks,8.867723294431228,6.640659840138745,8.472844150842047,7.34768622397158,8.081969661143798,8.2596134627809,5.981035351617443,7.731645593583959,6.332568896055757,5.9157976681825675,7.8259841314865515,6.8988154374126625
2513,inpost,26148,POINT (16.90035 52.39689),"POLYGON ((16.90771921534667 52.39688977090297, 16.90765880942784 52.39746478811781, 16.90747838839818 52.39803037087534, 16.90718091040478 52.398577231784, 16.90677125625685 52.39909639054457, 16.9062561495297 52.39957932146253, 16.90564404635593 52.40001809351308, 16.90494499670071 52.40040550065429, 16.90417047939086 52.40073518024272, 16.90333321360353 52.40100171760139, 16.90244694991136 52.40120073501674, 16.90152624432239 52.40132896369769, 16.90058621903644 52.40138429750986, 16.8996423138616 52.40136582759915, 16.89871003239076 52.40127385733299, 16.89780468712576 52.40110989731298, 16.89694114775432 52.40087664054136, 16.89613359673217 52.4005779181507, 16.89539529620057 52.4002186364272, 16.89473837007998 52.39980469616639, 16.8941736049273 52.39934289569064, 16.89371027283086 52.39884081912703, 16.89335597925079 52.39830671178616, 16.89311653829727 52.39774934469413, 16.89299587748425 52.39717787050725, 16.892995973508 52.39660167317957, 16.8931168200876 52.39603021385496, 16.89335642837569 52.39547287551532, 16.89371085991296 52.39493880893627, 16.8941742915654 52.39443678247766, 16.8947391113609 52.39397503817271, 16.89539604363692 52.39356115647436, 16.89613430143394 52.39320193187438, 16.89694176362676 52.39290326143184, 16.89780517388448 52.39267004803501, 16.89871035819675 52.39250611997929, 16.8996424574038 52.39241416817612, 16.90058617092571 52.39239570201944, 16.90152600770567 52.39245102463115, 16.90244654026581 52.39257922788973, 16.90333265772419 52.39277820732373, 16.90416981363794 52.3930446966264, 16.90494426462129 52.39337432122757, 16.90564329583554 52.39376167004697, 16.90625542966007 52.39420038425602, 16.90677061412485 52.3946832615962, 16.90718038801244 52.39520237454726, 16.90747801991533 52.3957492004111, 16.90765861895704 52.39631476118078, 16.90771921534667 52.39688977090297))",2,22.0,20.0,1.0,1.0,1.0,0.0,10463.25,1314.5,7541.0,1607.75,4828.0,5635.25,671.25,3627.0,529.75,643.25,3914.0,1078.0,116.0336705925,61.0,0.0,2.0,1.0,15.0,2.0,0.0,81.0,123.0,0.0,few_shops,more_parks,9.25572952114984,7.1820481143149015,8.928255936812873,7.38327491704064,8.482415393880293,8.636991971871092,6.510779038269879,8.196464374250974,6.274479495459582,6.4682420567344,8.272596150882855,6.983882639369688
2519,inpost,25902,POINT (16.86576 52.3977),"POLYGON ((16.87312935061497 52.39769977089625, 16.87306894359012 52.39827478811122, 16.87288851925127 52.39884037086905, 16.87259103579966 52.39938723177823, 16.87218137413393 52.39990639053948, 16.87166625795269 52.40038932145821, 16.8710541435437 52.40082809350962, 16.87035508105654 52.40121550065167, 16.86958054952879 52.4015451802409, 16.86874326837112 52.40181171760028, 16.86785698840868 52.4020107350162, 16.86693626591683 52.4021389636975, 16.86599622337315 52.40219429750984, 16.86505230086932 52.40217582759909, 16.86412000228298 52.40208385733264, 16.86321464039723 52.40191989731216, 16.8623510851729 52.40168664053992, 16.86154351932616 52.4013879181485, 16.86080520524179 52.40102863642417, 16.86014826706285 52.4006146961625, 16.85958349154421 52.40015289568593, 16.85912015094437 52.39965081912158, 16.85876585086296 52.39911671178011, 16.85852640551674 52.39855934468767, 16.8584057424916 52.39798787050056, 16.85840583851992 52.39741167317288, 16.85852668732047 52.39684021384849, 16.85876630000924 52.39628287550928, 16.85912073805442 52.39574880893083, 16.859584178215 52.39524678247295, 16.86014900837905 52.39478503816882, 16.86080595271372 52.39437115647132, 16.86154422406147 52.39401193187218, 16.86235170107465 52.3937132614304, 16.86321512717913 52.39348004803421, 16.86412032810448 52.39331611997895, 16.86505244441835 52.39322416817605, 16.86599617526014 52.39320570201943, 16.86693602928885 52.39326102463097, 16.86785657874363 52.39338922788917, 16.86874271246532 52.39358820732262, 16.86957988374418 52.3938546966246, 16.87035434894227 52.39418432122496, 16.87105339298758 52.3945716700435, 16.87166553804879 52.39501038425171, 16.87218073197136 52.3954932615911, 16.87259051338246 52.39601237454149, 16.87288815075089 52.39655920040483, 16.87306875311025 52.39712476117418, 16.87312935061497 52.39769977089625))",4,3.0,4.0,0.0,0.0,0.0,0.0,6359.666666666668,691.6666666666665,4330.333333333333,1337.6666666666667,2914.666666666666,3445.0,365.66666666666674,2061.6666666666665,487.33333333333326,326.0,2268.6666666666665,850.3333333333335,119.7262736,23.0,0.0,2.0,0.0,10.0,2.0,26.0,60.0,96.0,0.0,few_shops,more_parks,8.75790419414257,6.540693242156918,8.373653790084735,7.199504071108679,7.97788807163702,8.144998435819469,5.9047258602077575,7.631803402780519,6.19120298997587,5.790265934544339,7.727432315177508,6.746921203829606
2531,inpost,34146,POINT (16.89319 52.3991),"POLYGON ((16.9005595844272 52.39909977088469, 16.90049917549059 52.39967478809982, 16.9003187454318 52.40024037085823, 16.90002125254563 52.4007872317683, 16.89961157788532 52.4013063905307, 16.89909644536262 52.40178932145078, 16.89848431153344 52.40222809350364, 16.8977852268662 52.40261550064717, 16.89701067076271 52.40294518023781, 16.89617336303729 52.40321171759839, 16.89528705495156 52.40341073501526, 16.89436630324297 52.40353896369722, 16.89342623086918 52.40359429750984, 16.89248227841205 52.40357582759899, 16.89154995024145 52.40348385733208, 16.89064455962663 52.40331989731079, 16.88978097700045 52.40308664053747, 16.88897338552929 52.40278791814472, 16.88823504801886 52.40242863641895, 16.88757808899697 52.4020146961558, 16.88701329556071 52.40155289567781, 16.88654994026267 52.4010508191122, 16.88619562894363 52.40051671176969, 16.88595617600461 52.39995934467652, 16.88583550915581 52.39938787048904, 16.88583560519203 52.39881167316138, 16.88595645783153 52.39824021383735, 16.88619607812687 52.39768287549887, 16.88655052742103 52.39714880892143, 16.88701398228799 52.39664678246482, 16.88757883037416 52.39618503816212, 16.88823579555229 52.3957711564661, 16.88897409032258 52.3954119318684, 16.88978159295288 52.39511326142792, 16.89064504644858 52.39488004803284, 16.89155027608977 52.39471611997839, 16.8924824219729 52.39462416817594, 16.8934261827522 52.39460570201943, 16.89436606659552 52.39466102463069, 16.89528664525281 52.39478922788826, 16.89617280708575 52.39498820732074, 16.89701000492332 52.39525469662149, 16.8977844946917 52.39558432122048, 16.89848356091557 52.39597167003754, 16.89909572539949 52.39641038424429, 16.89961093566992 52.39689326158232, 16.90002073008544 52.39741237453156, 16.90031837690109 52.39795920039401, 16.90049898499505 52.3985247611628, 16.9005595844272 52.39909977088469))",1,6.0,7.0,0.0,1.0,0.0,0.0,8947.333333333334,1035.0,6410.333333333332,1502.0,4125.333333333333,4822.0,537.0,3095.333333333333,493.0,498.0,3315.0,1009.0,116.96722503,11.0,0.0,2.0,5.0,10.0,24.0,30.0,72.0,100.0,0.0,few_shops,more_parks,9.09923374939153,6.943218943257706,8.765838133862319,7.31528492113918,8.325168713160886,8.481172153837024,6.288044416495374,8.038006190462296,6.202737925851705,6.2128064764755635,8.106544672615918,6.917804614835139
2551,inpost,9022,POINT (16.907794 52.401339),"POLYGON ((16.91516395839974 52.40133877086616, 16.91510354640535 52.4019137880816, 16.91492310719777 52.4024793708409, 16.91462559922143 52.40302623175237, 16.91421590377685 52.40354539051663, 16.91370074511669 52.40402832143887, 16.91308858022577 52.40446709349408, 16.91238946008245 52.40485450063997, 16.91161486467111 52.40518418023282, 16.91077751445173 52.40545071759534, 16.90989116138402 52.40564973501376, 16.90897036294452 52.40577796369674, 16.90803024285875 52.40583329750982, 16.90708624249262 52.40581482759881, 16.90615386700329 52.40572285733115, 16.90524843043754 52.40555889730857, 16.90438480398329 52.40532564053349, 16.90357717152698 52.40502691813865, 16.90283879654759 52.40466763641057, 16.90218180418829 52.40425369614505, 16.90161698209357 52.40379189566478, 16.90115360328641 52.40328981909715, 16.90079927399329 52.40275571175301, 16.90055980890989 52.40219834465869, 16.90043913594531 52.40162687047059, 16.90043923199417 52.40105067314291, 16.90056009077389 52.40047921381949, 16.90079972323563 52.39992187548218, 16.90115419052203 52.39938780890639, 16.90161766891122 52.39888578245181, 16.90218254566305 52.39842403815138, 16.90283954417939 52.39801015645772, 16.90357787641301 52.39765093186233, 16.90438542001677 52.39735226142396, 16.90524891732355 52.39711904803062, 16.90615419289448 52.39695511997747, 16.90708638607236 52.39686316817577, 16.90803019473545 52.39684470201941, 16.90897012626593 52.39690002463021, 16.90989075163136 52.39702822788674, 16.91077695842704 52.3972272073177, 16.9116141987441 52.39749369661651, 16.9123887278116 52.39782332121327, 16.91308782950912 52.39821067002799, 16.91370002505882 52.39864938423239, 16.91421526147694 52.39913226156825, 16.91462507669249 52.39965137451563, 16.91492273861857 52.40019820037666, 16.91510335588475 52.40076376114457, 16.91516395839974 52.40133877086616))",3,8.0,9.0,0.0,0.0,1.0,0.0,8366.25,1044.0,6130.0,1192.25,3891.75,4474.5,539.5,2967.5,384.75,504.5,3162.5,807.5,114.6246743725,31.0,0.0,1.0,0.0,2.0,120.0,6.0,110.0,46.0,0.0,few_shops,more_parks,9.032092506423455,6.951867853600458,8.7211294581826,7.084519757109553,8.266896816172007,8.406395699933567,6.292679633842347,7.995845740190664,5.955448692903612,6.225745842832648,8.059465898645263,6.695304357206671
2559,inpost,1725,POINT (16.87616 52.4021),"POLYGON ((16.88353008551818 52.40209977085987, 16.88346967248442 52.40267478807542, 16.88328923016704 52.40324037083501, 16.88299171706133 52.40378723174697, 16.8825820145519 52.40430639051185, 16.88206684700724 52.40478932143483, 16.88145467155801 52.40522809349083, 16.88075553935589 52.40561550063753, 16.87998093058327 52.40594518023114, 16.87914356591961 52.40621171759432, 16.8782571975619 52.40641073501325, 16.87733638323791 52.40653896369658, 16.87639624693418 52.40659429750982, 16.87545223028312 52.40657582759875, 16.87451983870949 52.40648385733084, 16.87361438652438 52.40631989730783, 16.87275074517236 52.40608664053214, 16.87194309878464 52.4057879181366, 16.87120471106903 52.40542863640772, 16.87054770737789 52.40501469614141, 16.86998287554176 52.40455289566037, 16.86951948874352 52.40405081909204, 16.86916515334075 52.40351671174734, 16.86892568412932 52.40295934465261, 16.8688050090859 52.40238787046433, 16.86880510513905 52.40181167313666, 16.86892596600592 52.40124021381343, 16.86916560260319 52.4006828754765, 16.8695200760054 52.40014880890129, 16.86998356239013 52.3996467824474, 16.87054844888581 52.39918503814773, 16.87120545873426 52.39877115645488, 16.8719438037022 52.39841193186027, 16.8727513612334 52.39811326142262, 16.87361487343217 52.39788004802988, 16.87452016461526 52.39771611997716, 16.87545237386928 52.39762416817572, 16.87639619880872 52.3976057020194, 16.87733614654873 52.39766102463006, 16.87825678779091 52.39778922788624, 16.87914300987003 52.39798820731667, 16.87998026462648 52.39825469661483, 16.88075480705228 52.39858432121082, 16.88145392080779 52.39897167002474, 16.88206612691717 52.39941038422835, 16.88258137222326 52.39989326156348, 16.88299119450903 52.40041237451024, 16.88328886157135 52.40095920037078, 16.8834694819553 52.40152476113838, 16.88353008551818 52.40209977085987))",1,9.0,6.0,2.0,1.0,0.0,0.0,6960.25,732.5,4681.25,1546.5,3137.0,3823.25,380.0,2259.0,498.0,352.5,2422.25,1048.5,122.0148738025,33.0,0.0,2.0,0.0,11.0,2.0,15.0,25.0,80.0,0.0,few_shops,more_parks,8.848128700036828,6.597963920942255,8.451555399635357,7.344460622826358,8.051372800216708,8.249143797179586,5.943061807879815,7.723164339075038,6.2128064764755635,5.868166330763488,7.792906159414897,6.956164418189824
2564,inpost,2058,POINT (16.90296 52.40274),"POLYGON ((16.91033019242903 52.40273977085458, 16.91026977852112 52.40331478807022, 16.91008933358828 52.40388037083007, 16.90979181616861 52.40442723174242, 16.90938210771739 52.40494639050784, 16.9088669327006 52.40542932143145, 16.90825474837147 52.40586809348811, 16.90755560602748 52.40625550063549, 16.90678098601758 52.40658518022971, 16.90594360920579 52.40685171759346, 16.90505722798869 52.40705073501284, 16.90413640030532 52.40717896369645, 16.90319625036175 52.40723429750982, 16.90225222001451 52.40721582759873, 16.90131981491346 52.4071238573306, 16.90041434959195 52.40695989730721, 16.89955069571042 52.40672664053103, 16.8987430376059 52.40642791813487, 16.8980046391787 52.40606863640534, 16.89734762595711 52.40565469613835, 16.89678278592813 52.40519289565667, 16.89631939240913 52.40469081908775, 16.89596505186795 52.40415671174258, 16.89572557918469 52.40359934464752, 16.8956049023929 52.40302787045906, 16.89560499844967 52.40245167313139, 16.8957258610719 52.40188021380834, 16.89596550114728 52.40132287547175, 16.8963199796931 52.400788808897, 16.89678347280234 52.40028678244368, 16.89734836749292 52.39982503814466, 16.89800538687206 52.3994111564525, 16.89874374254997 52.39905193185855, 16.89955131179462 52.3987532614215, 16.90041483651805 52.39852004802925, 16.90132014083148 52.39835611997691, 16.90225236360607 52.39826416817567, 16.90319620223448 52.39824570201941, 16.90413616360724 52.39830102462993, 16.90505681820229 52.39842922788582, 16.90594305313531 52.39862820731582, 16.90678032003574 52.39889469661342, 16.90755487369634 52.39922432120877, 16.90825399759301 52.39961167002202, 16.90886621258344 52.40005038422495, 16.9093814653646 52.40053326155948, 16.90979129359665 52.4010523745057, 16.91008896497873 52.40159920036584, 16.91026958798482 52.40216476113319, 16.91033019242903 52.40273977085458))",2,10.0,9.0,0.0,0.0,1.0,0.0,8366.25,1044.0,6130.0,1192.25,3891.75,4474.5,539.5,2967.5,384.75,504.5,3162.5,807.5,114.6246743725,33.0,0.0,1.0,0.0,4.0,14.0,5.0,145.0,57.0,0.0,few_shops,more_parks,9.032092506423455,6.951867853600458,8.7211294581826,7.084519757109553,8.266896816172007,8.406395699933567,6.292679633842347,7.995845740190664,5.955448692903612,6.225745842832648,8.059465898645263,6.695304357206671
2579,inpost,10027,POINT (16.929 52.39172),"POLYGON ((16.93636835211925 52.39171977094573, 16.93630795325858 52.39229478815987, 16.93612755334676 52.39286037091534, 16.93583011018547 52.39340723182075, 16.93542050401311 52.39392639057704, 16.93490545761815 52.39440932148999, 16.93429342614308 52.39484809353514, 16.93359445837601 52.39523550067091, 16.93282003179905 52.3955651802542, 16.93198286409902 52.3958317176084, 16.93109670423712 52.39603073502021, 16.93017610651544 52.39615896369877, 16.92923619136133 52.3962142975099, 16.92829239677312 52.39619582759956, 16.92736022452643 52.39610385733508, 16.92645498532829 52.39593989731807, 16.92559154712361 52.39570664055052, 16.92478409070602 52.39540791816471, 16.92404587666267 52.39504863644653, 16.92338902749362 52.3946346961912, 16.92282432849223 52.39417289572068, 16.92236105066107 52.39367081916173, 16.92200679856996 52.39313671182467, 16.92176738564886 52.39257934473532, 16.92164673895266 52.39200787054983, 16.92164683494725 52.39143167322215, 16.92176766735358 52.39086021389615, 16.92200724755844 52.39030287555384, 16.92236163756484 52.38976880897098, 16.92282501492177 52.38926678250769, 16.92338976854937 52.3888050381975, 16.92404662387199 52.38839115649368, 16.92478479519372 52.38803193188836, 16.92559216280898 52.38773326144098, 16.92645547193916 52.38750004804012, 16.92736055023346 52.38733611998141, 16.92829254027172 52.3872441681765, 16.92923614326522 52.38722570201949, 16.93017586997059 52.38728102463224, 16.931096294716 52.38740922789319, 16.93198230838852 52.38760820733074, 16.93281936624836 52.3878746966379, 16.93359372651896 52.38820432124419, 16.93429267585065 52.38859167006903, 16.93490473796717 52.38903038428348, 16.93541986207617 52.38951326162865, 16.93582958795182 52.390032374584, 16.93612718497584 52.39057920045111, 16.93630776284564 52.39114476122283, 16.93636835211925 52.39171977094573))",3,2.0,2.0,0.0,0.0,0.0,0.0,7307.5,893.0,5248.0,1166.5,3337.0,3970.5,455.25,2492.25,389.5,437.75,2755.75,777.0,122.5897001825,4.0,0.0,1.0,5.0,3.0,0.0,12.0,62.0,34.0,0.0,few_shops,more_parks,8.896807015933968,6.795817625741273,8.565811912318685,7.06270563897996,8.113157061831764,8.286924315159439,6.123260058962886,7.821382466770051,5.967684018442578,6.0841576690381265,7.921844002579593,6.656855050622885
2583,inpost,25954,POINT (16.98116 52.39182),"POLYGON ((16.98852836881362 52.3918197709449, 16.98846796981644 52.39239478815906, 16.98828756949622 52.39296037091457, 16.9879901256613 52.39350723182003, 16.98758051856112 52.39402639057641, 16.98706547099935 52.39450932148945, 16.98645343813767 52.39494809353472, 16.98575446878693 52.39533550067059, 16.98498004045524 52.39566518025399, 16.98414287085825 52.39593171760826, 16.98325670898833 52.39613073502014, 16.98233610918055 52.39625896369876, 16.98139619189655 52.39631429750991, 16.98045239516965 52.39629582759954, 16.97952022081062 52.39620385733505, 16.9786149795612 52.39603989731798, 16.97775153940002 52.39580664055034, 16.97694408115282 52.39550791816444, 16.97620586543684 52.39514863644617, 16.97554901477957 52.39473469619071, 16.97498431449886 52.39427289572011, 16.97452103561823 52.39377081916107, 16.97416678272475 52.39323671182393, 16.97392736926152 52.39267934473454, 16.97380672229231 52.392107870549, 16.97380681828746 52.39153167322132, 16.97392765096789 52.39096021389535, 16.97416723171587 52.39040287555309, 16.97452162252546 52.38986880897031, 16.97498500093243 52.38936678250711, 16.97554975583969 52.38890503819702, 16.97620661265054 52.3884911564933, 16.97694478564466 52.3881319318881, 16.977752155089 52.38783326144081, 16.97861546617494 52.38760004804001, 16.97952054651957 52.38743611998137, 16.98045253866909 52.3873441681765, 16.98139614380016 52.38732570201949, 16.98233587263432 52.38738102463223, 16.98325629946481 52.38750922789313, 16.98414231514449 52.3877082073306, 16.98497937490064 52.38797469663767, 16.98575373692558 52.38830432124387, 16.98645268784083 52.3886916700686, 16.98706475134415 52.38913038428295, 16.98757987662039 52.38961326162803, 16.98798960342457 52.39013237458329, 16.98828720112313 52.39067920045033, 16.98846777940238 52.39124476122202, 16.98852836881362 52.3918197709449))",4,4.0,2.0,1.0,1.0,0.0,0.0,8725.666666666666,1120.6666666666667,6369.333333333332,1235.6666666666667,4107.0,4618.666666666667,567.3333333333334,3005.0,534.6666666666666,553.3333333333334,3364.333333333333,701.0,112.86255241,98.0,0.0,1.0,5.0,17.0,24.0,27.0,250.0,65.0,0.0,few_shops,more_parks,9.074150209859232,7.0226601024828845,8.759422773463347,7.120255726197866,8.32071591349803,8.438099477749857,6.342884038650759,8.008398836559326,6.283698742906986,6.317946571128379,8.121312010409921,6.554075844023203
2588,inpost,33315,POINT (16.95 52.39269),"POLYGON ((16.95736851405876 52.3926897709377, 16.95730811387399 52.39326478815197, 16.95712771000052 52.39383037090783, 16.9568302603048 52.39437723181384, 16.95642064513233 52.39489639057094, 16.95590558741918 52.39537932148482, 16.9552935424936 52.39581809353101, 16.9545945593645 52.39620550066778, 16.95382011576626 52.39653518025205, 16.95298292966527 52.39680171760707, 16.95209675032505 52.39700073501955, 16.95117613236771 52.39712896369856, 16.95023619655312 52.3971842975099, 16.9492923812191 52.39716582759947, 16.94836018848221 52.39707385733469, 16.94745492938616 52.39690989731712, 16.94659147220284 52.39667664054879, 16.94578399803764 52.39637791816207, 16.94504576776929 52.3960186364429, 16.9443889041643 52.39560469618653, 16.94382419275308 52.39514289571504, 16.94336090474188 52.39464081915523, 16.94300664486753 52.39410671181745, 16.94276722668761 52.39354934472761, 16.94264657734313 52.39297787054184, 16.94264667334319 52.39240167321415, 16.94276750840839 52.3918302138884, 16.9430070938816 52.3912728755466, 16.94336149167911 52.39073880896447, 16.94382487922175 52.39023678250206, 16.94438964526229 52.38977503819285, 16.9450465150212 52.38936115649005, 16.9457847025655 52.38900193188574, 16.94659208792329 52.38870326143927, 16.94745541602477 52.38847004803915, 16.9483605142078 52.38830611998102, 16.94929252472588 52.38821416817643, 16.95023614845426 52.38819570201947, 16.95117589580938 52.38825102463204, 16.95209634078059 52.38837922789254, 16.9529823739231 52.38857820732942, 16.95381945017763 52.38884469663574, 16.95459382746574 52.38917432124108, 16.95529279215841 52.38956167006489, 16.95590486772719 52.39000038427833, 16.95642000315879 52.39048326162256, 16.95682973804137 52.39100237457711, 16.9571273416086 52.39154920044361, 16.95730792345019 52.39211476121493, 16.95736851405876 52.3926897709377))",8,4.0,1.0,2.0,1.0,0.0,0.0,7457.75,805.75,4764.25,1887.75,3364.0,4093.75,411.5,2230.5,722.0,394.25,2533.75,1165.75,123.99699613,54.0,0.0,1.0,8.0,25.0,7.0,37.0,220.0,125.0,0.0,few_shops,more_parks,8.917156525818648,6.693137777387362,8.469126265646851,7.543723457254899,8.121212959319287,8.317485365579644,6.022478600637151,7.710474095971374,6.583547525180906,5.979771448516936,7.837889742676943,7.062063089320893
2592,inpost,25799,POINT (16.92434 52.39291),"POLYGON ((16.9317085507886 52.39290977093587, 16.93164815030351 52.39348478815018, 16.93146774553148 52.39405037090612, 16.93117029435368 52.39459723181228, 16.93076067713988 52.39511639056956, 16.93024561685963 52.39559932148366, 16.92963356888331 52.39603809353006, 16.92893458226991 52.39642550066708, 16.92816013481104 52.39675518025155, 16.92732294453649 52.39702171760677, 16.92643676077835 52.3972207350194, 16.92551613823132 52.39734896369851, 16.92457619773068 52.39740429750989, 16.92363237769127 52.39738582759945, 16.92270018030695 52.3972938573346, 16.92179491669782 52.39712989731689, 16.92093145520991 52.3968966405484, 16.92012397701934 52.39659791816147, 16.91938574307096 52.39623863644207, 16.91872887619173 52.39582469618547, 16.91816416196581 52.39536289571376, 16.91770087164565 52.39486081915374, 16.91734661000597 52.39432671181581, 16.91710719063329 52.39376934472585, 16.91698654068815 52.39319787054002, 16.91698663668945 52.39262167321234, 16.91710747235771 52.39205021388666, 16.91734705902585 52.39149287554496, 16.91770145859046 52.39095880896298, 16.91816484844335 52.39045678250077, 16.91872961729931 52.38999503819178, 16.91938649033253 52.38958115648923, 16.92012468155631 52.38922193188514, 16.92093207093832 52.38892326143888, 16.92179540334272 52.38869004803893, 16.92270050603675 52.38852611998092, 16.9236325211999 52.3884341681764, 16.9245761496312 52.38841570201947, 16.92551590166993 52.38847102463198, 16.9264363512286 52.38859922789239, 16.92732238878714 52.38879820732911, 16.9281594692138 52.38906469663524, 16.92893385036169 52.38939432124035, 16.92963281853842 52.38978167006394, 16.93024489715834 52.39022038427714, 16.93076003515804 52.39070326162118, 16.9311697720835 52.39122237457553, 16.9314673771348 52.39176920044189, 16.93164795987725 52.39233476121315, 16.9317085507886 52.39290977093587))",4,12.0,9.0,1.0,0.0,0.0,0.0,7307.5,893.0,5248.0,1166.5,3337.0,3970.5,455.25,2492.25,389.5,437.75,2755.75,777.0,122.5897001825,59.0,0.0,1.0,4.0,4.0,8.0,10.0,83.0,92.0,0.0,few_shops,more_parks,8.896807015933968,6.795817625741273,8.565811912318685,7.06270563897996,8.113157061831764,8.286924315159439,6.123260058962886,7.821382466770051,5.967684018442578,6.0841576690381265,7.921844002579593,6.656855050622885
