buffer_index,operator,point_id,center,buffer,inpost_points,poczta_points,dhl_points,ruch_points,dpd_points,ups_points,fedex_points,TOT,TOT_0_14,TOT_15_64,TOT_65__,TOT_MALE,TOT_FEM,MALE_0_14,MALE_15_64,MALE_65__,FEM_0_14,FEM_15_64,FEM_65__,FEM_RATIO,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,bus_stops,shops_binary,parks_binary,TOTlog,TOT_0_14log,TOT_15_64log,TOT_65__log,TOT_MALElog,TOT_FEMlog,MALE_0_14log,MALE_15_64log,MALE_65__log,FEM_0_14log,FEM_15_64log,FEM_65__log
4017,inpost,19016,POINT (21.08848 52.22266),"POLYGON ((21.0958202682685 52.22265977233838, 21.0957600990363 52.22323478952978, 21.0955803861645 52.22380037221846, 21.0952840762166 52.22434723301735, 21.09487603086091 52.22486639163444, 21.09436294728625 52.22534932238455, 21.0937532484245 52.22578809425388, 21.09305694476974 52.22617550121237, 21.09228547005497 52.22650518062851, 21.09145149348149 52.22677171783661, 21.09056871158576 52.22697073513297, 21.0896516231684 52.22709896373424, 21.08871529099224 52.22715429751132, 21.08777509417765 52.22713582761238, 21.08684647537857 52.22704385740406, 21.08594468691045 52.2268798974842, 21.08508454001842 52.22664664084851, 21.0842801614216 52.2263479186206, 21.08354476114799 52.22598863707609, 21.08289041548528 52.22557469699875, 21.08232786862084 52.22511289669898, 21.08186635623244 52.22461082029232, 21.08151345392544 52.22407671307913, 21.08127495299975 52.22351934607715, 21.08115476557578 52.22294787193678, 21.08115486062306 52.22237167460907, 21.08127523192452 52.22180021523786, 21.08151389848316 52.22124287680812, 21.08186693734446 52.22070881010136, 21.08232854827648 52.22020678348576, 21.08289114922806 52.21974503900486, 21.08354550098361 52.21933115712304, 21.0842808589572 52.21897193234413, 21.08508514962801 52.21867326173886, 21.0859451687193 52.21844004820618, 21.08684679787141 52.21827612005034, 21.08777523626016 52.21818416818933, 21.08871524337076 52.21816570202091, 21.08965138895785 52.21822102466769, 21.09056830610593 52.21834922800589, 21.09145094325492 52.21854820755887, 21.09228481107214 52.21881469701207, 21.09305622013488 52.21914432178548, 21.0937525055362 52.21953167078757, 21.09436223473702 52.21997038517782, 21.09487539525879 52.22045326268584, 21.09528355913651 52.22097237578045, 21.09558002142878 52.22151920175409, 21.09575991050241 52.22208476259268, 21.0958202682685 52.22265977233838))",8,2.0,4.0,2.0,0.0,2.0,0.0,8573.333333333334,986.0,6187.333333333332,1400.0,4000.333333333334,4573.0,499.66666666666674,2865.0,635.6666666666666,486.33333333333326,3322.333333333333,764.3333333333335,77.01958095666667,67.0,0.0,1.0,4.0,9.0,0.0,14.0,57.0,90.0,0.0,few_shops,more_parks,9.056540186274237,6.8947713514238425,8.730437237252314,7.245012921377186,8.294407909249305,8.42816523704597,6.216140257400268,7.960707499614721,6.456403288101496,6.189153528949723,8.108753664105883,6.640442122256715
4020,inpost,26469,POINT (21.2307646 52.2228619),"POLYGON ((21.23810490164191 52.22286167233673, 21.23804473213683 52.22343668952816, 21.23786501844858 52.22400227221692, 21.23756870715404 52.22454913301594, 21.23716065994354 52.22506829163318, 21.23664757403637 52.22555122238348, 21.23603787240267 52.22598999425303, 21.235341565582 52.22637740121174, 21.23457008735939 52.22670708062807, 21.23373610699375 52.22697361783634, 21.23285332108381 52.22717263513283, 21.23193622849617 52.2273008637342, 21.2309998920622 52.22735619751133, 21.23005969097219 52.22733772761237, 21.22913106795038 52.22724575740398, 21.22822927538159 52.22708179748402, 21.22736912457833 52.22684854084816, 21.22656474232399 52.22654981862008, 21.22582933870665 52.22619053707534, 21.22517499006889 52.2257765969978, 21.22461244064697 52.22531479669782, 21.2241509261606 52.22481272029098, 21.22379802224959 52.22427861307764, 21.22355952024013 52.22372124607556, 21.22343933227038 52.22314977193514, 21.22343942731878 52.22257357460742, 21.2235597991682 52.22200211523626, 21.22379846681256 52.22144477680664, 21.2241515072795 52.22091071010002, 21.22461312031064 52.22040868348461, 21.22517572382036 52.21994693900389, 21.22583007855101 52.2195330571223, 21.22656543986784 52.21917383234359, 21.22736973419513 52.21887516173852, 21.22822975719614 52.21864194820598, 21.22913139044704 52.21847802005026, 21.23005983305638 52.21838606818933, 21.23099984444015 52.21836760202091, 21.23193599428286 52.21842292466766, 21.23285291559919 52.21855112800578, 21.23373555676067 52.21875010755861, 21.23456942836877 52.21901659701163, 21.23534084093858 52.21934622178483, 21.23603712950558 52.21973357078672, 21.23664686147871 52.22017228517676, 21.23716002433391 52.2206551626846, 21.23756819006783 52.22117427577902, 21.23786465370855 52.22172110175254, 21.23804454360072 52.22228666259105, 21.23810490164191 52.22286167233673))",5,3.0,2.0,0.0,0.0,1.0,0.0,1945.25,405.5,1387.5,152.25,939.75,1005.5,206.75,667.25,65.75,198.75,720.25,86.5,107.4449704175,13.0,0.0,0.0,1.0,2.0,0.0,8.0,3.0,27.0,0.0,few_shops,few_parks,7.573711102688886,6.007829901194246,7.236051324319173,5.032722890560261,6.846783721990653,6.91433359434226,5.336816665698646,6.504811988417482,4.202451303547952,5.297567085157333,6.581124456391781,4.472780997942346
4022,inpost,33512,POINT (21.14865 52.22298),"POLYGON ((21.15599032116364 52.22297977233576, 21.15593015149893 52.22355478952721, 21.1557504373331 52.22412037221601, 21.15545412525084 52.22466723301511, 21.15504607695538 52.22518639163246, 21.15453298968381 52.22566932238287, 21.15392328642865 52.22610809425253, 21.1532269777561 52.22649550121135, 21.15245549748159 52.22682518062782, 21.15162151489772 52.22709171783619, 21.15073872663968 52.22729073513277, 21.14982163161265 52.22741896373418, 21.14888529268806 52.22747429751133, 21.14794508909717 52.22745582761237, 21.14701646360527 52.22736385740393, 21.14611466863781 52.2271998974839, 21.14525451554668 52.22696664084795, 21.14445013115288 52.22666791861977, 21.14371472557961 52.22630863707491, 21.14306037520162 52.22589469699724, 21.14249782428369 52.22543289669714, 21.14203630857012 52.2249308202902, 21.14168340372084 52.22439671307677, 21.14144490107743 52.22383934607463, 21.14132471278844 52.22326787193418, 21.1413248078375 52.22269167460646, 21.14144518000744 52.22212021523533, 21.14168384828689 52.22156287680577, 21.14203688969303 52.22102881009923, 21.14249850395207 52.22052678348394, 21.14306110895815 52.22006503900334, 21.1437154654291 52.21965115712186, 21.14445082870155 52.21929193234327, 21.14525512516769 52.21899326173831, 21.14611515045568 52.21876004820588, 21.14701678610416 52.21859612005022, 21.14794523118234 52.21850416818932, 21.14888524506569 52.21848570202091, 21.14982139739771 52.21854102466764, 21.15073832115226 52.21866922800569, 21.15162096466084 52.21886820755844, 21.15245483848641 52.21913469701137, 21.15322625310767 52.21946432178446, 21.15392254352642 52.21985167078623, 21.15453227712122 52.22029038517613, 21.15504544134136 52.22077326268386, 21.15545360816105 52.22129237577819, 21.15575007259055 52.22183920175164, 21.15592996296151 52.2224047625901, 21.15599032116364 52.22297977233576))",2,2.0,1.0,1.0,1.0,0.0,0.0,2084.0,287.25,1458.5,338.25,976.0,1108.0,143.0,702.25,130.75,144.25,756.25,207.5,112.71614411,1.0,0.0,0.0,4.0,2.0,10.0,5.0,6.0,70.0,0.0,few_shops,few_parks,7.642572094713475,5.664175020061422,7.2859177045622925,5.827032023149767,6.884589000950298,7.011304154610696,4.970507503005476,6.555854634203705,4.8816649127992955,4.979144627004885,6.629825497973035,5.340418542566672
4027,inpost,899,POINT (21.1540294072535 52.22343139450361),"POLYGON ((21.16136980303311 52.22343116683567, 21.16130963275831 52.22400618402717, 21.16112991676708 52.22457176671616, 21.16083360167397 52.22511862751554, 21.16042554923158 52.22563778613326, 21.15991245674499 52.22612071688409, 21.15930274729231 52.22655948875424, 21.15860643154148 52.22694689571352, 21.15783494342417 52.22727657513043, 21.15700095236179 52.22754311233919, 21.15611815512885 52.22774212963608, 21.15520105077795 52.22787035823769, 21.15426470233375 52.22792569201494, 21.15332448918394 52.22790722211594, 21.15239585425089 52.22781525190736, 21.15149405011519 52.22765129198707, 21.15063388827938 52.22741803535077, 21.14982949570811 52.22711931312217, 21.14909408265895 52.22676003157684, 21.14843972562938 52.2263460914987, 21.14787716899345 52.22588429119815, 21.14741564858927 52.2253822147908, 21.14706274015375 52.22484810757704, 21.14682423508726 52.22429074057468, 21.14670404557801 52.2237192664341, 21.14670414062959 52.22314306910638, 21.14682451402463 52.22257160973537, 21.14706318473155 52.22201427130604, 21.14741622972755 52.22148020459984, 21.14787784867979 52.22097817798494, 21.14844045940532 52.2205164335048, 21.14909482252799 52.2201025516238, 21.14983019327523 52.21974332684567, 21.15063449791651 52.21944465624113, 21.1514945319458 52.21921144270905, 21.15239617675831 52.21904751455365, 21.15332463127287 52.21895556269289, 21.15426465471011 52.21893709652452, 21.15520081655682 52.21899241917116, 21.1561177496307 52.219120622509, 21.15700040211037 52.21931960206146, 21.15783428441156 52.21958609151399, 21.1586057068739 52.21991571628664, 21.15930200437044 52.22030306528792, 21.15991174416357 52.22074177967738, 21.16042491360075 52.22122465718466, 21.16083308457052 52.22174377027862, 21.16112955201488 52.22229059625178, 21.1613094442159 52.22285615709007, 21.16136980303311 52.22343116683567))",3,2.0,2.0,1.0,1.0,0.0,0.0,2217.75,297.25,1529.5,391.0,1040.25,1177.5,153.0,727.0,160.25,144.25,802.5,230.75,112.03483639,0.0,0.0,0.0,2.0,1.0,8.0,4.0,10.0,46.0,0.0,few_shops,few_parks,7.70474432263062,5.698267293968091,7.3334150943758205,5.971516909298286,6.948273227285025,7.072082572403813,5.03760174232607,6.590438401400665,5.083575918497971,4.979144627004885,6.68910163294078,5.446090610837469
4028,inpost,19736,POINT (21.13746 52.22344),"POLYGON ((21.14480039720213 52.22343977233199, 21.14474022691569 52.22401478952351, 21.14456051088966 52.22458037221249, 21.14426419573915 52.22512723301187, 21.14385614321771 52.22564639162958, 21.14334305063169 52.22612932238044, 21.14273334106086 52.2265680942506, 21.14203702517509 52.22695550120989, 21.14126553690826 52.2272851806268, 21.14043154568424 52.22755171783557, 21.13954874828019 52.22775073513245, 21.13863164375154 52.22787896373409, 21.13769529512586 52.22793429751133, 21.1367550817938 52.22791582761234, 21.13582644668077 52.22782385740376, 21.13492464237028 52.22765989748345, 21.13406448036775 52.22742664084715, 21.13326008764059 52.22712791861852, 21.1325246744489 52.22676863707321, 21.13187031729253 52.22635469699505, 21.13130776054758 52.22589289669449, 21.13084624005398 52.22539082028715, 21.13049333155009 52.22485671307337, 21.1302548264374 52.224299346071, 21.13013463690489 52.22372787193043, 21.13013473195651 52.2231516746027, 21.13025510537491 52.2225802152317, 21.13049377612811 52.22202287680237, 21.13084682119255 52.22148881009617, 21.13130844023426 52.22098678348129, 21.13187105106883 52.22052503900115, 21.13252541431832 52.22011115712016, 21.13326078520805 52.21975193234205, 21.13406509000519 52.21945326173751, 21.13492512420113 52.21922004820544, 21.13582676918835 52.21905612005004, 21.1367552238828 52.21896416818929, 21.1376952475022 52.21894570202092, 21.13863140953029 52.21900102466755, 21.13954834278184 52.2191292280054, 21.14043099543254 52.21932820755783, 21.14126487789532 52.21959469701036, 21.14203630050714 52.21992432178301, 21.14273259813862 52.22031167078428, 21.14334233804991 52.22075038517372, 21.14385550758655 52.221233262681, 21.14426367863544 52.22175237577495, 21.14456014613728 52.22229920174811, 21.14474003837319 52.2228647625864, 21.14480039720213 52.22343977233199))",1,1.0,1.0,0.0,1.0,0.0,0.0,2084.0,287.25,1458.5,338.25,976.0,1108.0,143.0,702.25,130.75,144.25,756.25,207.5,112.71614411,4.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,22.0,0.0,few_shops,few_parks,7.642572094713475,5.664175020061422,7.2859177045622925,5.827032023149767,6.884589000950298,7.011304154610696,4.970507503005476,6.555854634203705,4.8816649127992955,4.979144627004885,6.629825497973035,5.340418542566672
4029,inpost,26759,POINT (21.23154 52.2236),"POLYGON ((21.23888042365078 52.22359977233067, 21.23882025314808 52.2241747895222, 21.23864053647501 52.22474037221125, 21.23834422025727 52.22528723301074, 21.23793616626589 52.22580639162859, 21.23742307183134 52.2262893223796, 21.23681336006371 52.22672809424992, 21.23611704166895 52.22711550120938, 21.23534555062213 52.22744518062644, 21.23451155639279 52.22771171783535, 21.23362875580746 52.22791073513235, 21.23271164797384 52.22803896373406, 21.2317752959738 52.22809429751133, 21.23083507925346 52.22807582761232, 21.22990644079388 52.22798385740369, 21.22900463323358 52.22781989748329, 21.22814446813138 52.22758664084687, 21.22734007250561 52.22728791861809, 21.22660465666398 52.22692863707261, 21.22595029714987 52.22651469699429, 21.22538773837809 52.22605289669357, 21.22492621622184 52.22555082028607, 21.22457330644676 52.22501671307219, 21.22433480047517 52.22445934606973, 21.22421461051013 52.22388787192912, 21.22421470556265 52.2233116746014, 21.2243350794153 52.22274021523043, 21.22457375102895 52.22218287680118, 21.22492679736586 52.2216488100951, 21.22538841807115 52.22114678348036, 21.22595103093305 52.22068503900039, 21.22660539654033 52.22027115711957, 21.22734077007961 52.21991193234162, 21.22814507777453 52.21961326173722, 21.22900511506894 52.21938004820527, 21.22990676330448 52.21921612004997, 21.23083522134379 52.21912416818927, 21.23177524834969 52.21910570202091, 21.2327114137504 52.21916102466751, 21.23362835030531 52.21928922800529, 21.23451100613594 52.21948820755762, 21.23534489160302 52.21975469701001, 21.2361163169942 52.22008432178249, 21.23681261713451 52.2204716707836, 21.23742235924288 52.22091038517287, 21.23793553062878 52.22139326268, 21.23834370314871 52.22191237577382, 21.23864017171921 52.22245920174688, 21.23882006460381 52.2230247625851, 21.23888042365078 52.22359977233067))",3,3.0,2.0,0.0,0.0,1.0,0.0,1945.25,405.5,1387.5,152.25,939.75,1005.5,206.75,667.25,65.75,198.75,720.25,86.5,107.4449704175,13.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,25.0,0.0,few_shops,few_parks,7.573711102688886,6.007829901194246,7.236051324319173,5.032722890560261,6.846783721990653,6.91433359434226,5.336816665698646,6.504811988417482,4.202451303547952,5.297567085157333,6.581124456391781,4.472780997942346
4034,inpost,2884,POINT (21.09655 52.22402),"POLYGON ((21.10389049307967 52.22401977232722, 21.10383032200928 52.22459478951881, 21.10365060363771 52.22516037220802, 21.10335428461844 52.22570723300778, 21.1029462267684 52.22622639162597, 21.10243312748137 52.22670932237738, 21.10182340994705 52.22714809424814, 21.10112708496607 52.22753550120804, 21.10035558662166 52.22786518062552, 21.09952158450323 52.22813171783478, 21.09863877556689 52.22833073513206, 21.09772165905756 52.22845896373396, 21.09678529819969 52.22851429751132, 21.09584507258494 52.22849582761229, 21.09491642534053 52.22840385740351, 21.09401460924934 52.22823989748288, 21.09315443601036 52.22800664084613, 21.0923500327756 52.22770791861696, 21.09161460997778 52.22734863707105, 21.0909602442745 52.22693469699228, 21.09039768018221 52.22647289669114, 21.08993615366143 52.22597082028327, 21.08958324054941 52.22543671306909, 21.08934473232319 52.2248793460664, 21.08922454122273 52.22430787192567, 21.08922463627758 52.22373167459796, 21.08934501127018 52.22316021522711, 21.08958368514254 52.22260287679808, 21.08993673481974 52.2220688100923, 21.09039835989198 52.22156678347793, 21.09096097807573 52.22110503899839, 21.09161534987233 52.220691157118, 21.09235073036677 52.22033193234049, 21.09315504566851 52.22003326173648, 21.09401509109656 52.21980004820486, 21.09491674785907 52.2196361200498, 21.09584521467877 52.21954416818923, 21.09678525057441 52.2195257020209, 21.09772142482836 52.21958102466742, 21.09863837005476 52.21970922800501, 21.09952103423283 52.21990820755705, 21.10035492758633 52.22017469700908, 21.1011263602735 52.22050432178114, 21.10182266699957 52.22089167078182, 21.10243241487538 52.22133038517065, 21.10294559111566 52.22181326267737, 21.10335376749716 52.22233237577085, 21.10365023887294 52.22287920174365, 21.10383013346038 52.22344476258171, 21.10389049307967 52.22401977232722))",7,5.0,7.0,2.0,1.0,3.0,0.0,10854.0,1324.25,8331.0,1198.75,5069.25,5784.75,664.75,3865.0,539.5,659.5,4466.0,659.25,114.69991444,93.0,0.0,2.0,1.0,8.0,0.0,14.0,79.0,132.0,0.0,few_shops,more_parks,9.292390294614501,7.189431854482001,9.027870804229147,7.08995182796294,8.531165127733097,8.663170560554335,6.501064419948154,8.260001525962455,6.292679633842347,6.493148512956689,8.404494707490622,6.492769997489813
4036,inpost,19754,POINT (21.09476 52.22414000000001),"POLYGON ((21.10210051291681 52.22413977232625, 21.10204034168422 52.22471478951785, 21.10186062282736 52.22528037220711, 21.10156430300763 52.22582723300695, 21.1011562440551 52.22634639162523, 21.10064314338162 52.22682932237676, 21.10003342419965 52.22726809424763, 21.09933709733687 52.22765550120767, 21.0985655969074 52.22798518062526, 21.0977315925349 52.22825171783463, 21.09684878121253 52.22845073513199, 21.09593166222439 52.22857896373394, 21.09499529883567 52.22863429751133, 21.09405507067962 52.22861582761229, 21.09312642092522 52.22852385740347, 21.09222460239659 52.22835989748277, 21.09136442683278 52.22812664084592, 21.09056002142399 52.22782791861665, 21.08982459663865 52.22746863707061, 21.08917022916701 52.22705469699173, 21.08860766355455 52.22659289669046, 21.08814613578674 52.22609082028248, 21.08779322172129 52.2255567130682, 21.08755471285088 52.22499934606547, 21.08743452142602 52.22442787192471, 21.08743461648153 52.22385167459699, 21.08755499179983 52.22328021522617, 21.08779366631754 52.22272287679721, 21.08814671694914 52.22218881009151, 21.0886083432691 52.22168678347726, 21.0891709629734 52.22122503899783, 21.0898253365384 52.22081115711757, 21.09056071902006 52.22045193234016, 21.09136503649521 52.22015326173629, 21.0922250842472 52.21992004820475, 21.09312674344602 52.21975612004977, 21.09405521277445 52.21966416818924, 21.09499525121006 52.21964570202091, 21.09593142799354 52.21970102466741, 21.09684837569755 52.21982922800494, 21.09773104226064 52.2200282075569, 21.09856493786744 52.22029469700882, 21.0993363726392 52.22062432178077, 21.10003268124696 52.22101167078132, 21.10064243077063 52.22145038517004, 21.10115560839789 52.22193326267665, 21.10156378588272 52.22245237577001, 21.10186025806002 52.22299920174274, 21.10204015313399 52.22356476258076, 21.10210051291681 52.22413977232625))",9,5.0,7.0,3.0,1.0,3.0,0.0,10854.0,1324.25,8331.0,1198.75,5069.25,5784.75,664.75,3865.0,539.5,659.5,4466.0,659.25,114.69991444,88.0,0.0,2.0,1.0,14.0,0.0,12.0,79.0,131.0,0.0,few_shops,more_parks,9.292390294614501,7.189431854482001,9.027870804229147,7.08995182796294,8.531165127733097,8.663170560554335,6.501064419948154,8.260001525962455,6.292679633842347,6.493148512956689,8.404494707490622,6.492769997489813
4037,inpost,17464,POINT (21.16167 52.22427),"POLYGON ((21.1690105344072 52.22426977232518, 21.16895036299889 52.22484478951679, 21.16877064361629 52.22541037220611, 21.1684743229294 52.22595723300603, 21.1680662627825 52.22647639162442, 21.16755316060702 52.22695932237607, 21.1669434396401 52.22739809424707, 21.16624711073867 52.22778550120724, 21.16547560805037 52.22811518062497, 21.16464160123595 52.22838171783445, 21.16375878732868 52.22858073513191, 21.16284166565515 52.22870896373392, 21.16190529952465 52.22876429751132, 21.1609650686155 52.22874582761226, 21.16003641614193 52.22865385740341, 21.15913459497272 52.22848989748265, 21.15827441689034 52.22825664084569, 21.15747000912633 52.2279579186163, 21.15673458218782 52.22759863707012, 21.15608021280045 52.2271846969911, 21.15551764554112 52.2267228966897, 21.15505611642235 52.2262208202816, 21.15470320132402 52.22568671306724, 21.15446469175573 52.22512934606443, 21.15434449997942 52.22455787192364, 21.15434459503566 52.22398167459592, 21.1544649707068 52.22341021522514, 21.15470364592366 52.22285287679624, 21.15505669758918 52.22231881009065, 21.15551832526085 52.2218167834765, 21.15608094661242 52.2213550389972, 21.1567353220932 52.22094115711709, 21.1574707067277 52.22058193233981, 21.1582750265574 52.22028326173606, 21.159135076827 52.22005004820462, 21.16003673866519 52.2198861200497, 21.16096521071141 52.21979416818923, 21.16190525189868 52.2197757020209, 21.16284143142252 52.21983102466737, 21.16375838181062 52.21995922800484, 21.1646410509575 52.22015820755672, 21.1654749490054 52.22042469700854, 21.16624638603549 52.22075432178035, 21.16694269668174 52.22114167078077, 21.16755244799061 52.22158038516934, 21.16806562712045 52.22206326267582, 21.16847380580055 52.22258237576909, 21.16877027884617 52.22312920174174, 21.16895017444723 52.2236947625797, 21.1690105344072 52.22426977232518))",2,0.0,0.0,0.0,0.0,0.0,0.0,2217.75,297.25,1529.5,391.0,1040.25,1177.5,153.0,727.0,160.25,144.25,802.5,230.75,112.03483639,4.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,16.0,0.0,few_shops,few_parks,7.70474432263062,5.698267293968091,7.3334150943758205,5.971516909298286,6.948273227285025,7.072082572403813,5.03760174232607,6.590438401400665,5.083575918497971,4.979144627004885,6.68910163294078,5.446090610837469
4042,inpost,2943,POINT (21.09124 52.2248),"POLYGON ((21.09858062202357 52.22479977232083, 21.09852044989886 52.22537478951251, 21.09834072837281 52.22594037220203, 21.09804440415051 52.22648723300228, 21.09763633913414 52.22700639162111, 21.09712323083504 52.22748932237327, 21.09651350259078 52.22792809424483, 21.09581716537783 52.22831550120555, 21.09504565348027 52.2286451806238, 21.09421163671013 52.22891171783374, 21.09332881226425 52.22911073513156, 21.09241167964235 52.22923896373381, 21.09147530233364 52.22929429751132, 21.09053506020011 52.22927582761223, 21.08960639664044 52.2291838574032, 21.08870456470562 52.22901989748213, 21.08784437635494 52.22878664084476, 21.08703995898871 52.22848791861487, 21.08630452327178 52.22812863706815, 21.08565014607393 52.22771469698858, 21.08508757210033 52.22725289668664, 21.08462603747372 52.22675082027808, 21.0842731181643 52.22621671306332, 21.08403460575075 52.22565934606025, 21.08391441254159 52.22508787191931, 21.08391450760078 52.22451167459158, 21.08403488471048 52.22394021522094, 21.08427356277774 52.22338287679231, 21.08462661865858 52.22284881008711, 21.08508825184116 52.22234678347344, 21.08565087990868 52.22188503899468, 21.08630526320013 52.22147115711512, 21.08704065661174 52.22111193233839, 21.08784498604094 52.22081326173512, 21.08870504657485 52.2205800482041, 21.08960671917372 52.22041612004948, 21.09053520230043 52.22032416818919, 21.09147525470618 52.22030570202089, 21.09241144540244 52.22036102466726, 21.0933284067336 52.22048922800448, 21.0942110864146 52.22068820755601, 21.09504499441484 52.22095469700736, 21.09581644065215 52.22128432177865, 21.09651275960937 52.22167167077851, 21.0971225181965 52.22211038516655, 21.09763570345236 52.22259326267253, 21.0980438870056 52.22311237576536, 21.09834036359137 52.22365920173767, 21.09852026134134 52.22422476257542, 21.09858062202357 52.22479977232083))",9,4.0,6.0,3.0,1.0,3.0,0.0,11542.666666666664,1352.0,8934.666666666666,1256.0,5414.333333333333,6128.333333333332,685.3333333333334,4158.666666666667,570.3333333333334,666.6666666666666,4776.0,685.6666666666666,113.65045607666669,83.0,0.0,2.0,1.0,12.0,0.0,13.0,73.0,108.0,0.0,few_shops,more_parks,9.353900887729218,7.2101535352695985,9.097817228799647,7.1365627599207855,8.597008180856253,8.720857583112956,6.531509109543193,8.33321426193863,6.348147824345326,6.503938811119497,8.471588946811217,6.531994593580304
4046,inpost,36058,POINT (21.09553 52.22515),"POLYGON ((21.10287067988492 52.22514977231795, 21.1028105072871 52.22572478950968, 21.10263078434554 52.22629037219933, 21.10233445778847 52.2268372329998, 21.10192638955634 52.22735639161893, 21.10141327721322 52.22783932237142, 21.10080354416307 52.22827809424334, 21.10010720146122 52.22866550120443, 21.09933568348193 52.22899518062302, 21.09850166013709 52.22926171783327, 21.09761882873156 52.2294607351313, 21.09670168887941 52.22958896373373, 21.09576530418867 52.2296442975113, 21.09482505464263 52.22962582761219, 21.09389638376177 52.22953385740305, 21.09299454471738 52.22936989748177, 21.0921343495856 52.22913664084414, 21.09132992587812 52.22883791861392, 21.09059448436395 52.22847863706685, 21.08994010200811 52.22806469698691, 21.08937752360045 52.22760289668462, 21.08891598533648 52.22710082027573, 21.0885630632461 52.22656671306073, 21.08832454895355 52.22600934605747, 21.08820435479814 52.22543787191644, 21.08820444985929 52.22486167458872, 21.088324827919 52.22429021521817, 21.08856350786865 52.22373287678971, 21.08891656653326 52.22319881008477, 21.08937820335521 52.22269678347142, 21.08994083585791 52.222235038993, 21.09059522430747 52.22182115711381, 21.09133062351545 52.22146193233744, 21.0921349592841 52.2211632617345, 21.0929950265965 52.22093004820375, 21.09389670630166 52.22076612004933, 21.09482519674587 52.22067416818915, 21.09576525656024 52.22065570202089, 21.09670145463471 52.22071102466717, 21.09761842319259 52.22083922800424, 21.09850110983028 52.22103820755552, 21.09933502440298 52.22130469700658, 21.10010647672069 52.22163432177753, 21.10080280116642 52.22202167077702, 21.10141256456007 52.22246038516469, 21.10192575386153 52.22294326267033, 21.10233394063297 52.22346237576289, 21.10263041955663 52.22400920173498, 21.10281031872572 52.22457476257258, 21.10287067988492 52.22514977231795))",6,5.0,7.0,2.0,1.0,4.0,0.0,10854.0,1324.25,8331.0,1198.75,5069.25,5784.75,664.75,3865.0,539.5,659.5,4466.0,659.25,114.69991444,79.0,0.0,3.0,0.0,10.0,0.0,15.0,75.0,137.0,0.0,few_shops,more_parks,9.292390294614501,7.189431854482001,9.027870804229147,7.08995182796294,8.531165127733097,8.663170560554335,6.501064419948154,8.260001525962455,6.292679633842347,6.493148512956689,8.404494707490622,6.492769997489813
4050,inpost,18585,POINT (21.07291 52.22547),"POLYGON ((21.08025073278777 52.22546977231533, 21.08019055975739 52.22604478950711, 21.08001083552161 52.22661037219689, 21.07971450682985 52.22715723299756, 21.07930643565754 52.22767639161694, 21.07879331961697 52.22815932236974, 21.07818358217276 52.228598094242, 21.0774872344524 52.22898550120341, 21.07671571091255 52.22931518062232, 21.07588168155644 52.22958171783284, 21.07499884378768 52.2297807351311, 21.0740816973249 52.22990896373366, 21.07314530588474 52.22996429751131, 21.07220504956141 52.22994582761217, 21.07127637198676 52.22985385740292, 21.07037452644207 52.22968989748146, 21.0695143251103 52.22945664084359, 21.06870989560498 52.22915791861307, 21.06797444879039 52.22879863706567, 21.06732006171858 52.22838469698539, 21.06675747925684 52.22792289668278, 21.06629593766722 52.22742082027361, 21.06594301303418 52.22688671305837, 21.06570449702366 52.22632934605495, 21.0655843020031 52.22575787191383, 21.06558439706603 52.22518167458612, 21.06570477599434 52.22461021521565, 21.06594345766506 52.22405287678736, 21.06629651887488 52.22351881008264, 21.06675815902434 52.22301678346958, 21.06732079558212 52.22255503899149, 21.06797518874777 52.22214115711262, 21.06871059325539 52.2217819323366, 21.06951493482022 52.22148326173394, 21.07037500833022 52.22125004820344, 21.07127669453269 52.22108612004922, 21.0722051916673 52.22099416818914, 21.07314525825542 52.22097570202089, 21.07408146307581 52.22103102466711, 21.07499843824111 52.22115922800405, 21.07588113123931 52.22135820755511, 21.07671505182125 52.22162469700589, 21.07748650969829 52.22195432177653, 21.07818283916219 52.22234167077568, 21.07879260695046 52.22278038516302, 21.07930579995082 52.22326326266835, 21.07971398966466 52.22378237576063, 21.08001047072586 52.22432920173253, 21.08019037119247 52.22489476257001, 21.08025073278777 52.22546977231533))",4,5.0,4.0,1.0,1.0,1.0,0.0,10046.333333333334,1089.3333333333333,6628.333333333332,2328.6666666666665,4537.0,5509.333333333332,556.3333333333334,3084.666666666666,896.0,533.0,3543.666666666666,1432.666666666667,121.33710051666668,22.0,0.0,0.0,7.0,3.0,0.0,5.0,18.0,35.0,0.0,few_shops,few_parks,9.215072491151638,6.994330449736547,8.799274609441662,7.753523398483578,8.420263701236264,8.614398543942695,6.3233429147189675,8.034555419781507,6.799167338565238,6.2805830873457245,8.173227616395645,7.26806029290377
