operator,geometry
poczta,POINT (20.14473152160645 51.39015197753906)
poczta,POINT (18.60219573974609 49.94231414794922)
poczta,POINT (17.13245964050293 51.14488220214844)
poczta,POINT (19.81116104125977 52.14709854125977)
poczta,POINT (19.07648468017578 50.29169082641602)
poczta,POINT (17.05086135864258 51.1270523071289)
poczta,POINT (20.97088241577148 52.91830825805664)
poczta,POINT (19.26946067810059 50.74939727783203)
poczta,POINT (23.17188835144043 50.98360824584961)
poczta,POINT (18.61885452270508 54.33945846557617)
poczta,POINT (22.46578407287598 51.25608444213867)
poczta,POINT (16.85186386108398 51.6092643737793)
poczta,POINT (14.83370971679688 52.34558486938477)
poczta,POINT (18.21860313415527 50.34628677368164)
poczta,POINT (19.96995735168457 50.0162467956543)
poczta,POINT (14.38445568084717 53.48686981201172)
poczta,POINT (20.94004249572754 52.22211837768555)
poczta,POINT (17.67744255065918 50.76113128662109)
poczta,POINT (19.75281715393066 51.92705154418945)
poczta,POINT (18.20935821533203 50.97718811035156)
poczta,POINT (21.15719032287598 53.03709030151367)
poczta,POINT (21.05344200134277 52.15032577514648)
poczta,POINT (19.08692359924316 49.55876541137695)
poczta,POINT (18.52552795410156 54.37721633911133)
poczta,POINT (20.98081588745117 52.27030944824219)
poczta,POINT (20.98290061950684 52.26990127563477)
poczta,POINT (18.77960014343261 50.3395004272461)
poczta,POINT (22.41877937316895 50.25812530517578)
poczta,POINT (20.97599983215332 52.19900131225586)
poczta,POINT (22.42283058166504 50.25390243530274)
poczta,POINT (18.18309783935547 54.33015060424805)
poczta,POINT (18.45368003845215 50.07905960083008)
poczta,POINT (19.32615280151367 49.98600006103516)
poczta,POINT (17.07507133483887 52.44250869750977)
poczta,POINT (20.00699996948243 51.53099822998047)
poczta,POINT (21.00519180297852 52.2530288696289)
poczta,POINT (20.95771598815918 52.28142166137695)
poczta,POINT (17.02843093872071 51.1844482421875)
poczta,POINT (21.02467346191407 52.18710708618164)
poczta,POINT (17.94835090637207 52.65002822875977)
poczta,POINT (16.07613945007324 54.26373291015625)
poczta,POINT (21.10409927368164 52.24420166015625)
poczta,POINT (20.56870651245117 54.12726974487305)
poczta,POINT (20.97462463378907 52.21383666992188)
poczta,POINT (21.0635814666748 52.24817657470703)
poczta,POINT (21.04120063781739 52.28779983520508)
poczta,POINT (22.00189781188965 50.04110717773438)
poczta,POINT (15.56624031066895 54.18014907836914)
poczta,POINT (18.80634689331055 50.18742752075195)
poczta,POINT (19.22500991821289 50.32883834838867)
poczta,POINT (19.03978729248047 52.6670150756836)
poczta,POINT (22.74552536010743 49.69557952880859)
poczta,POINT (19.15498924255371 50.71855926513672)
poczta,POINT (18.67354202270508 50.28694152832031)
poczta,POINT (15.56900024414062 54.17699813842773)
poczta,POINT (17.00289916992188 51.09310150146485)
poczta,POINT (19.3076000213623 50.16327667236328)
poczta,POINT (20.92441749572754 52.26172256469727)
poczta,POINT (19.23530006408691 50.22629928588867)
poczta,POINT (16.1658992767334 51.21139907836914)
poczta,POINT (17.05472373962403 51.13671493530274)
poczta,POINT (15.76466655731201 51.3605842590332)
poczta,POINT (20.46412849426269 50.8823127746582)
poczta,POINT (20.64488792419434 50.88333892822266)
poczta,POINT (17.96063423156739 53.13642120361328)
poczta,POINT (20.98576927185059 52.23785781860352)
poczta,POINT (21.31154823303223 53.86150360107422)
poczta,POINT (20.95838737487793 52.22517776489258)
poczta,POINT (16.90450859069824 52.41265487670898)
poczta,POINT (17.45872879028321 50.85274124145508)
poczta,POINT (20.91081047058105 53.00852966308594)
poczta,POINT (21.74448013305664 50.29376220703125)
poczta,POINT (18.03625297546387 53.12667846679688)
poczta,POINT (19.93698883056641 50.05928039550781)
poczta,POINT (19.9747486114502 49.90588760375977)
poczta,POINT (23.16415214538575 50.02463912963867)
poczta,POINT (17.5067367553711 54.18505859375)
poczta,POINT (21.08772277832031 52.32131576538086)
poczta,POINT (19.56288528442383 50.26128387451172)
poczta,POINT (19.93113899230957 50.06353759765625)
poczta,POINT (22.36680221557617 53.82875061035156)
poczta,POINT (16.21239280700684 51.38114547729492)
poczta,POINT (23.1241397857666 51.30428314208984)
poczta,POINT (18.79387092590332 54.08568954467773)
poczta,POINT (21.98694610595703 50.02372360229492)
poczta,POINT (14.79553699493408 52.1947135925293)
poczta,POINT (21.61617279052734 51.48606109619141)
poczta,POINT (22.00484657287598 50.04179000854492)
poczta,POINT (18.93613052368164 50.30186462402344)
poczta,POINT (21.05229377746582 49.71233749389648)
poczta,POINT (21.58220291137695 53.07229614257813)
poczta,POINT (17.86515426635742 54.58305358886719)
poczta,POINT (21.30393218994141 53.87188339233398)
poczta,POINT (19.26357269287109 49.72900009155274)
poczta,POINT (19.13427352905273 50.29601669311523)
poczta,POINT (18.1722354888916 53.15802764892578)
poczta,POINT (14.3832368850708 53.4868392944336)
poczta,POINT (17.99466514587402 53.13142013549805)
poczta,POINT (19.97012329101562 50.04331588745117)
poczta,POINT (22.61612129211425 51.45168685913086)
poczta,POINT (19.4211540222168 50.49140167236328)
poczta,POINT (21.04647636413575 52.25495529174805)
poczta,POINT (18.6137523651123 54.39289093017578)
poczta,POINT (19.35884475708008 51.37055969238281)
poczta,POINT (17.95678520202637 50.67374038696289)
poczta,POINT (16.98699188232422 51.7745361328125)
poczta,POINT (17.03947257995605 54.46738052368164)
poczta,POINT (18.55699348449707 54.40861129760742)
poczta,POINT (20.66568374633789 50.89525604248047)
poczta,POINT (22.01813888549805 50.02791213989258)
poczta,POINT (20.05002403259277 50.02269744873047)
poczta,POINT (17.02774429321289 51.04831695556641)
poczta,POINT (15.8770980834961 54.03350448608398)
poczta,POINT (19.25505828857422 50.21531295776367)
poczta,POINT (19.93386459350586 53.91267395019531)
poczta,POINT (20.90654373168945 52.19069290161133)
poczta,POINT (19.28178405761719 50.19580459594727)
poczta,POINT (15.53229236602783 53.94625473022461)
poczta,POINT (20.97712135314941 52.25687789916992)
poczta,POINT (18.66943168640137 50.29211044311523)
poczta,POINT (20.47404479980469 53.72529983520508)
poczta,POINT (16.96127510070801 51.12773132324219)
poczta,POINT (17.38492774963379 50.69705200195313)
poczta,POINT (19.94025993347168 49.83523178100586)
poczta,POINT (18.25923919677734 50.35381698608398)
poczta,POINT (20.00427627563477 49.36196899414063)
poczta,POINT (20.52871894836425 50.82378768920898)
poczta,POINT (18.78230094909668 50.30239868164063)
poczta,POINT (20.69539642333984 49.6186408996582)
poczta,POINT (21.01217079162598 52.16727447509766)
poczta,POINT (18.60238456726075 54.32627487182617)
poczta,POINT (15.71996784210205 51.80440902709961)
poczta,POINT (14.49905586242676 53.4057846069336)
poczta,POINT (16.70998764038086 51.25835800170898)
poczta,POINT (15.2907943725586 54.14398956298828)
poczta,POINT (18.77668571472168 53.29439544677734)
poczta,POINT (18.25230026245117 52.22769927978516)
poczta,POINT (21.46533966064453 50.28781127929688)
poczta,POINT (22.37660026550293 51.93693923950195)
poczta,POINT (16.20480918884277 51.39235305786133)
poczta,POINT (21.0533618927002 52.14307022094727)
poczta,POINT (21.61323928833008 51.89886093139648)
poczta,POINT (18.5684642791748 54.37571334838867)
poczta,POINT (18.65014266967773 51.51547241210938)
poczta,POINT (19.34173965454102 52.8672981262207)
poczta,POINT (17.26272964477539 53.15568161010742)
poczta,POINT (17.97580909729004 54.1090087890625)
poczta,POINT (18.57767105102539 52.17529678344727)
poczta,POINT (20.95386505126953 52.22743606567383)
poczta,POINT (21.01040077209473 52.22150802612305)
poczta,POINT (14.7456579208374 51.5366325378418)
poczta,POINT (20.09140205383301 49.8795051574707)
poczta,POINT (16.58392715454102 51.84143829345703)
poczta,POINT (16.46152687072754 53.04206466674805)
poczta,POINT (20.81772994995117 52.20991897583008)
poczta,POINT (17.84367752075195 50.76092910766602)
poczta,POINT (22.18453979492188 50.09395599365234)
poczta,POINT (19.47137069702148 52.43774032592773)
poczta,POINT (15.78146362304688 52.47884750366211)
poczta,POINT (16.71621894836426 51.27769470214844)
poczta,POINT (17.0076904296875 51.10383224487305)
poczta,POINT (22.03150177001953 50.03644180297852)
poczta,POINT (16.71308517456055 52.37231826782226)
poczta,POINT (18.00974464416504 53.12322616577149)
poczta,POINT (21.74864768981934 49.69455337524414)
poczta,POINT (18.61656761169434 54.38578414916992)
poczta,POINT (20.63194465637207 50.87986373901367)
poczta,POINT (19.20019912719727 50.27410125732422)
poczta,POINT (18.54291152954102 54.51863861083984)
poczta,POINT (17.92507934570312 50.66406631469727)
poczta,POINT (21.11749839782715 52.27480316162109)
poczta,POINT (18.86223983764648 50.26702499389648)
poczta,POINT (16.93592834472656 52.40429306030274)
poczta,POINT (16.94555282592773 52.38079452514648)
poczta,POINT (19.21312141418457 50.04582977294922)
poczta,POINT (20.21504783630371 52.61643981933594)
poczta,POINT (21.05070114135743 52.17425155639648)
poczta,POINT (17.04059028625489 51.1080207824707)
poczta,POINT (19.12061882019043 50.84138107299805)
poczta,POINT (16.85548973083496 51.32369232177734)
poczta,POINT (19.43970680236816 54.37873458862305)
poczta,POINT (19.13440704345703 50.77960586547852)
poczta,POINT (22.90425300598145 51.64286422729492)
poczta,POINT (21.11398124694824 52.23136520385742)
poczta,POINT (17.01397514343261 51.11220932006836)
poczta,POINT (17.04663848876953 51.079833984375)
poczta,POINT (20.09289932250977 52.94298934936523)
poczta,POINT (17.85832405090332 53.58842468261719)
poczta,POINT (21.80758285522461 52.02570724487305)
poczta,POINT (18.69236946105957 53.2932014465332)
poczta,POINT (16.93167877197265 52.40584182739258)
poczta,POINT (19.234130859375 50.473388671875)
poczta,POINT (18.44898796081543 53.40891647338867)
poczta,POINT (19.09938049316407 50.81055068969727)
poczta,POINT (22.66695404052734 50.02043151855469)
poczta,POINT (18.94606781005859 51.60213851928711)
poczta,POINT (17.09991264343261 51.10959625244141)
poczta,POINT (20.99514389038086 53.56325912475586)
poczta,POINT (22.68103408813477 50.01727294921875)
poczta,POINT (17.00981521606445 51.87907409667969)
poczta,POINT (20.38388633728027 52.08672332763672)
poczta,POINT (21.93008422851562 51.40782165527344)
poczta,POINT (17.06342506408691 51.13357925415039)
poczta,POINT (17.00841522216797 51.88288497924805)
poczta,POINT (21.87386512756348 51.25456619262695)
poczta,POINT (15.11600017547607 54.10200119018555)
poczta,POINT (18.66596031188965 50.2765007019043)
poczta,POINT (20.9936466217041 52.16312408447266)
poczta,POINT (17.63535308837891 50.64303970336914)
poczta,POINT (18.83687973022461 50.86474227905274)
poczta,POINT (19.93519973754883 50.07379913330078)
poczta,POINT (16.82234573364258 51.96772384643555)
poczta,POINT (20.53210067749023 52.39291381835938)
poczta,POINT (17.68864631652832 51.57147216796875)
poczta,POINT (21.57190132141113 52.1787338256836)
poczta,POINT (19.93610000610352 50.06029891967773)
poczta,POINT (18.1378059387207 53.15044403076172)
poczta,POINT (17.38300895690918 50.31647872924805)
poczta,POINT (19.7349796295166 53.90663909912109)
poczta,POINT (20.78958511352539 52.15854644775391)
poczta,POINT (23.19256591796875 52.76979064941406)
poczta,POINT (19.94491767883301 50.08435821533203)
poczta,POINT (18.33740425109864 51.79910278320313)
poczta,POINT (20.64380073547364 50.86640167236328)
poczta,POINT (18.97701454162598 50.11880111694336)
poczta,POINT (20.63594818115234 50.87572860717773)
poczta,POINT (14.39877700805664 53.1141471862793)
poczta,POINT (21.961669921875 51.42163848876953)
poczta,POINT (18.72088623046875 50.22285842895508)
poczta,POINT (21.66815185546875 50.88417053222656)
poczta,POINT (20.32640075683593 49.72700119018555)
poczta,POINT (22.08728790283203 53.16262817382813)
poczta,POINT (18.03788185119629 53.13263702392578)
poczta,POINT (18.58906173706055 54.38238143920898)
poczta,POINT (18.00722312927246 53.12910842895508)
poczta,POINT (20.85773468017578 52.25064849853516)
poczta,POINT (19.0969295501709 50.79544830322266)
poczta,POINT (19.42307662963867 51.0718765258789)
poczta,POINT (18.53368759155273 54.51257705688477)
poczta,POINT (15.26330184936523 52.76428985595703)
poczta,POINT (20.41923713684082 53.35832595825195)
poczta,POINT (20.43986129760743 52.62441635131836)
poczta,POINT (21.9647274017334 51.41671752929688)
poczta,POINT (18.24307823181152 50.32357788085938)
poczta,POINT (18.00336837768555 53.12549209594727)
poczta,POINT (19.26847457885743 50.37524795532226)
poczta,POINT (19.4872932434082 51.72110748291016)
poczta,POINT (14.77401542663574 51.78589630126953)
poczta,POINT (18.84035491943359 50.24455642700195)
poczta,POINT (19.13166046142578 51.59317779541016)
poczta,POINT (17.01245880126953 51.87945556640625)
poczta,POINT (18.67002296447754 50.29598236083984)
poczta,POINT (18.82943344116211 50.24301528930664)
poczta,POINT (20.9842643737793 52.19610977172852)
poczta,POINT (17.02542114257812 51.11660385131836)
poczta,POINT (21.24992942810059 51.31169128417969)
poczta,POINT (18.05735015869141 52.0385856628418)
poczta,POINT (22.35318374633789 53.82182312011719)
poczta,POINT (18.44721984863281 54.07223892211914)
poczta,POINT (18.20277786254883 54.33420944213867)
poczta,POINT (21.54683303833008 53.93752670288086)
poczta,POINT (18.85158538818359 50.31277084350586)
poczta,POINT (19.76851844787598 50.03873825073242)
poczta,POINT (16.1932144165039 54.20013046264648)
poczta,POINT (20.98909950256348 50.17499923706055)
poczta,POINT (20.94544410705566 52.73925018310547)
poczta,POINT (21.79338073730469 53.24222564697266)
poczta,POINT (22.61942863464355 51.78336334228516)
poczta,POINT (14.53232288360596 53.41590881347656)
poczta,POINT (18.42806243896484 53.35053634643555)
poczta,POINT (19.11077880859375 50.80698394775391)
poczta,POINT (17.10409545898438 51.10619354248047)
poczta,POINT (18.79375648498535 51.97405242919922)
poczta,POINT (21.04205513000489 50.67560958862305)
poczta,POINT (21.01579284667969 52.09237670898438)
poczta,POINT (16.99200057983398 51.0629997253418)
poczta,POINT (17.03726577758789 51.11835861206055)
poczta,POINT (22.35782623291016 53.82392883300781)
poczta,POINT (20.92246055603027 52.27573776245117)
poczta,POINT (16.48844337463379 50.84250259399414)
poczta,POINT (17.72380638122559 52.84737014770508)
poczta,POINT (20.90278434753418 52.33052062988281)
poczta,POINT (22.3406982421875 53.83430099487305)
poczta,POINT (20.95611572265625 52.27156829833984)
poczta,POINT (20.60771369934082 50.87487030029297)
poczta,POINT (21.00339126586914 52.18686676025391)
poczta,POINT (17.07463073730469 51.1378288269043)
poczta,POINT (19.21233558654785 51.7547492980957)
poczta,POINT (21.02021598815918 52.23605728149414)
poczta,POINT (19.13859939575195 49.96969985961914)
poczta,POINT (22.76613616943359 49.78885650634766)
poczta,POINT (15.78881645202637 51.52679443359375)
poczta,POINT (17.05513381958008 51.1238899230957)
poczta,POINT (21.02122497558593 52.23370361328125)
poczta,POINT (16.65530014038086 50.43840026855469)
poczta,POINT (19.37478637695312 51.36563873291016)
poczta,POINT (16.48409461975097 53.27709579467773)
poczta,POINT (16.90690040588379 51.46834182739258)
poczta,POINT (16.46424102783203 53.2760124206543)
poczta,POINT (22.58074951171875 51.25598526000977)
poczta,POINT (21.06779098510743 52.16896438598633)
poczta,POINT (18.73943710327148 50.88251876831055)
poczta,POINT (16.96460151672363 51.13069915771485)
poczta,POINT (21.03409004211425 52.14289855957031)
poczta,POINT (16.69882202148438 50.79706192016602)
poczta,POINT (18.65981292724609 50.29315948486328)
poczta,POINT (21.37240982055664 50.9479866027832)
poczta,POINT (20.50129318237305 53.79727554321289)
poczta,POINT (17.97069931030273 53.79653930664063)
poczta,POINT (18.67421531677246 50.67119598388672)
poczta,POINT (15.09602928161621 54.09625625610352)
poczta,POINT (16.73484802246094 53.15324783325195)
poczta,POINT (17.07452392578125 52.40508651733398)
poczta,POINT (21.52272605895996 54.21168518066406)
poczta,POINT (16.91886711120605 52.99243545532226)
poczta,POINT (16.93430137634277 52.43677520751953)
poczta,POINT (21.08075141906739 52.70700836181641)
poczta,POINT (18.19879913330078 50.0870590209961)
poczta,POINT (16.92613410949707 52.39573287963867)
poczta,POINT (21.41065406799316 50.04937362670898)
poczta,POINT (18.61735153198243 54.32438278198242)
poczta,POINT (23.03779411315918 53.39216613769531)
poczta,POINT (19.11451721191407 50.81217956542969)
poczta,POINT (20.63815879821777 50.86426544189453)
poczta,POINT (15.40702724456787 54.15921783447266)
poczta,POINT (18.87590026855469 50.28536987304688)
poczta,POINT (16.93428039550781 52.40733337402344)
poczta,POINT (15.31292533874512 52.67124176025391)
poczta,POINT (22.96439170837402 51.09150314331055)
poczta,POINT (19.1048698425293 50.83075714111328)
poczta,POINT (19.10894584655761 50.85713958740234)
poczta,POINT (18.85298728942871 50.27333831787109)
poczta,POINT (20.43390464782715 49.55645370483398)
poczta,POINT (18.52952194213867 53.96393585205078)
poczta,POINT (18.73039627075195 53.42866516113281)
poczta,POINT (18.53675651550293 54.54964447021485)
poczta,POINT (19.47660064697266 49.89749908447266)
poczta,POINT (17.62281608581543 52.21683883666992)
poczta,POINT (19.01939392089844 54.04329681396485)
poczta,POINT (21.00629997253418 52.23780059814453)
poczta,POINT (20.99480056762695 50.02040100097656)
poczta,POINT (18.62579917907715 54.40446853637695)
poczta,POINT (16.73660087585449 53.14749908447266)
poczta,POINT (21.04545974731445 52.25188446044922)
poczta,POINT (18.78290939331055 50.29755783081055)
poczta,POINT (18.91760063171387 50.3474006652832)
poczta,POINT (21.03803253173828 52.25999069213867)
poczta,POINT (18.51409912109375 54.55080032348633)
poczta,POINT (19.04240036010743 49.82929992675781)
poczta,POINT (19.00003623962402 50.36441802978516)
poczta,POINT (20.9694938659668 52.23318481445313)
poczta,POINT (21.13769149780273 52.23968505859375)
poczta,POINT (20.00610160827637 49.36939239501953)
poczta,POINT (18.9099006652832 50.347900390625)
poczta,POINT (17.22991371154785 52.8062744140625)
poczta,POINT (19.01399993896484 50.2599983215332)
poczta,POINT (19.15103721618652 50.29072570800781)
poczta,POINT (18.92180061340332 50.34529876708984)
poczta,POINT (19.95102310180664 50.0581283569336)
poczta,POINT (18.60483932495117 54.3265266418457)
poczta,POINT (21.38920021057129 52.88684844970703)
poczta,POINT (20.00490951538086 50.08177947998047)
poczta,POINT (19.1555004119873 50.31940078735352)
poczta,POINT (19.42039489746093 54.15365982055664)
poczta,POINT (17.03660011291504 51.0989990234375)
poczta,POINT (19.15925407409668 50.20541000366211)
poczta,POINT (18.93029975891113 50.35070037841797)
poczta,POINT (20.79293060302734 54.25845336914063)
poczta,POINT (19.94700050354004 49.97299957275391)
poczta,POINT (16.43866920471191 53.288818359375)
poczta,POINT (23.0853328704834 53.13113403320313)
poczta,POINT (19.45813751220703 51.72985076904297)
poczta,POINT (21.84751510620117 52.41516876220703)
poczta,POINT (15.32849979400635 51.20539855957031)
poczta,POINT (19.96500015258789 49.75170135498047)
poczta,POINT (23.1561279296875 53.13997268676758)
poczta,POINT (21.12790489196777 51.36378479003906)
poczta,POINT (21.06008720397949 52.31398391723633)
poczta,POINT (17.73716926574707 53.01056671142578)
poczta,POINT (19.95199966430664 50.04700088500977)
poczta,POINT (16.8488941192627 52.42977523803711)
poczta,POINT (19.48294258117676 51.7904167175293)
poczta,POINT (19.8120002746582 52.10520172119141)
poczta,POINT (19.07286834716797 49.80845642089844)
poczta,POINT (21.04578018188477 52.19317245483398)
poczta,POINT (16.20928573608398 54.1547966003418)
poczta,POINT (18.97611427307129 49.85834884643555)
poczta,POINT (19.44338035583496 51.73667526245117)
poczta,POINT (23.13358497619629 53.14050674438477)
poczta,POINT (23.15400695800781 53.12837219238281)
poczta,POINT (19.67746925354004 49.86843872070313)
poczta,POINT (23.18547630310059 53.16225051879883)
poczta,POINT (19.43954277038575 51.77360153198242)
poczta,POINT (19.43141365051269 51.79018020629883)
poczta,POINT (22.83928871154785 52.74149322509766)
poczta,POINT (17.50956535339355 51.97793960571289)
poczta,POINT (20.00319862365723 50.07972717285156)
poczta,POINT (16.85670471191406 52.38825607299805)
poczta,POINT (19.45000076293945 51.81600189208984)
poczta,POINT (18.39003944396973 54.56408309936523)
poczta,POINT (17.03107643127441 54.45747375488281)
poczta,POINT (23.18475151062012 53.13677597045898)
poczta,POINT (14.6483211517334 52.59045791625977)
poczta,POINT (18.47559928894043 50.04949951171875)
poczta,POINT (18.61152458190918 53.01208114624024)
poczta,POINT (18.00590515136719 53.12380981445313)
poczta,POINT (23.20136642456055 53.15517044067383)
poczta,POINT (15.89132118225097 51.0157356262207)
poczta,POINT (15.44669055938721 51.5522575378418)
poczta,POINT (20.1751823425293 53.23474502563477)
poczta,POINT (18.5860424041748 54.40302276611328)
poczta,POINT (14.66996669769287 53.39544677734375)
poczta,POINT (18.24027252197266 54.60374069213867)
poczta,POINT (18.94350051879883 50.38230133056641)
poczta,POINT (14.49614334106445 53.41110229492188)
poczta,POINT (17.03000068664551 54.46699905395508)
poczta,POINT (22.81177520751953 49.87326431274414)
poczta,POINT (19.95663833618164 50.06627655029297)
poczta,POINT (17.48119926452637 52.12730026245117)
poczta,POINT (18.89496421813965 50.61635971069336)
poczta,POINT (20.18436241149902 53.24138259887695)
poczta,POINT (18.27129554748535 52.79051208496094)
poczta,POINT (19.41360282897949 51.79251098632813)
poczta,POINT (16.88599967956543 52.38299942016602)
poczta,POINT (19.07295417785645 52.67126083374024)
poczta,POINT (17.00539970397949 54.46649932861328)
poczta,POINT (20.99589920043945 50.0088005065918)
poczta,POINT (18.7152214050293 54.36071395874024)
poczta,POINT (16.39146614074707 50.40147399902344)
poczta,POINT (16.97473526000977 52.51674270629883)
poczta,POINT (14.56110000610352 52.34999847412109)
poczta,POINT (20.75358390808105 52.12822341918945)
poczta,POINT (22.55207443237305 50.15873336791992)
poczta,POINT (20.99690055847168 50.01800155639648)
poczta,POINT (18.57046127319336 52.17308044433594)
poczta,POINT (21.43024444580078 52.6020622253418)
poczta,POINT (18.91379928588867 50.34360122680664)
poczta,POINT (18.5674991607666 54.43610000610352)
poczta,POINT (18.26900291442871 54.60691070556641)
poczta,POINT (19.94496917724609 49.8358268737793)
poczta,POINT (21.12368583679199 52.34452819824219)
poczta,POINT (19.67289924621582 51.40240097045898)
poczta,POINT (19.39481735229492 51.7979621887207)
poczta,POINT (16.02433776855469 52.85247421264648)
poczta,POINT (21.20409965515137 53.35469818115234)
poczta,POINT (19.06209945678711 49.80599975585938)
poczta,POINT (16.06389999389648 51.65279769897461)
poczta,POINT (18.94846343994141 50.41207885742188)
poczta,POINT (18.20999336242676 54.829345703125)
poczta,POINT (18.57455253601075 49.95028305053711)
poczta,POINT (17.74309921264648 54.53620147705078)
poczta,POINT (18.61382102966309 49.94803619384766)
poczta,POINT (16.73695945739746 52.50713729858398)
poczta,POINT (20.97089958190918 50.01459884643555)
poczta,POINT (19.45299911499023 51.75199890136719)
poczta,POINT (19.20439338684082 54.05336380004883)
poczta,POINT (19.00223350524902 49.90791320800781)
poczta,POINT (18.45983123779297 50.00093460083008)
poczta,POINT (21.86677360534668 51.56285858154297)
poczta,POINT (19.45488166809082 51.77547073364258)
poczta,POINT (20.99180030822754 50.01530075073242)
poczta,POINT (19.39873123168945 51.74414825439453)
poczta,POINT (18.06514930725098 53.10062026977539)
poczta,POINT (18.60308074951172 51.4168701171875)
poczta,POINT (18.95901107788086 50.2275505065918)
poczta,POINT (23.1655101776123 53.13030624389648)
poczta,POINT (19.45682716369629 51.76242446899414)
poczta,POINT (22.9528865814209 54.10921096801758)
poczta,POINT (18.9422664642334 50.29494857788086)
poczta,POINT (17.99258613586426 51.27230072021485)
poczta,POINT (18.17338180541992 52.37085342407226)
poczta,POINT (23.13530921936035 53.13504028320313)
poczta,POINT (17.04564476013184 54.4677963256836)
poczta,POINT (19.9310188293457 50.06488037109375)
poczta,POINT (18.72520065307617 53.64450073242188)
poczta,POINT (19.92734527587891 50.06388854980469)
poczta,POINT (20.68387985229492 49.85129547119141)
poczta,POINT (18.24555587768555 54.60324478149414)
poczta,POINT (18.61601829528809 54.33366012573242)
poczta,POINT (19.06999969482422 52.64970016479492)
poczta,POINT (23.10194396972656 53.15507888793945)
poczta,POINT (19.05139923095703 49.82172012329102)
poczta,POINT (18.24723434448243 52.77338409423828)
poczta,POINT (21.03344345092773 52.29369354248047)
poczta,POINT (21.1014404296875 51.36565780639648)
poczta,POINT (19.30020713806152 51.22356414794922)
poczta,POINT (21.25459671020508 49.73232269287109)
poczta,POINT (19.4045295715332 53.25563812255859)
poczta,POINT (22.98006057739257 53.84384155273438)
poczta,POINT (16.31447982788086 52.36344528198242)
poczta,POINT (16.02435493469239 50.78443145751953)
poczta,POINT (21.85696220397949 50.88507843017578)
poczta,POINT (17.98752212524414 51.27740097045898)
poczta,POINT (21.02384185791016 52.18537521362305)
poczta,POINT (15.87757205963135 52.36671829223633)
poczta,POINT (20.94387626647949 52.33518981933594)
poczta,POINT (23.16657066345215 53.13829040527344)
poczta,POINT (16.93600845336914 52.40125274658203)
poczta,POINT (16.88622093200684 52.41645050048828)
poczta,POINT (19.06716918945312 52.65292739868164)
poczta,POINT (18.92000961303711 49.8154296875)
poczta,POINT (15.69484901428223 51.1966438293457)
poczta,POINT (18.24232482910156 52.7799186706543)
poczta,POINT (15.01968383789062 51.75052261352539)
poczta,POINT (22.2549991607666 52.40599822998047)
poczta,POINT (20.78607940673828 49.57760620117188)
poczta,POINT (20.07925224304199 49.67350387573242)
poczta,POINT (18.2791919708252 52.79073715209961)
poczta,POINT (21.15780067443848 51.4020004272461)
poczta,POINT (15.19169902801513 53.34036254882813)
poczta,POINT (16.55120086669922 52.89590072631836)
poczta,POINT (22.56577682495117 51.25016784667969)
poczta,POINT (18.24934005737305 52.78416061401367)
poczta,POINT (18.69561767578125 53.00666046142578)
poczta,POINT (16.93319511413574 52.40625762939453)
poczta,POINT (19.67749977111816 51.40370178222656)
poczta,POINT (14.48530673980713 53.4258804321289)
poczta,POINT (20.92585372924805 52.4197998046875)
poczta,POINT (21.02995681762695 52.46066284179688)
poczta,POINT (21.12204551696777 52.32524108886719)
poczta,POINT (23.12019920349121 52.03379821777344)
poczta,POINT (21.48130035400391 51.65660095214844)
poczta,POINT (19.46505355834961 51.73139190673828)
poczta,POINT (19.21942138671875 50.33032989501953)
poczta,POINT (20.72315788269043 50.24325180053711)
poczta,POINT (16.80961608886719 51.76276397705078)
poczta,POINT (18.20540046691895 54.33015060424805)
poczta,POINT (20.90869140625 52.2417984008789)
poczta,POINT (19.48842620849609 51.73186111450195)
poczta,POINT (19.38838195800781 51.07811737060547)
poczta,POINT (16.72489738464355 52.45001220703125)
poczta,POINT (18.05470085144043 53.1244010925293)
poczta,POINT (22.49618911743164 51.22382354736328)
poczta,POINT (15.09877109527588 52.69658279418945)
poczta,POINT (19.96283531188965 50.07051086425781)
poczta,POINT (19.44686508178711 51.76529693603516)
poczta,POINT (19.81003952026367 51.74317932128906)
poczta,POINT (20.78599166870117 53.15307235717773)
poczta,POINT (21.40176391601562 50.05770111083984)
poczta,POINT (21.06115531921387 52.09984588623047)
poczta,POINT (19.49281311035156 51.76202392578125)
poczta,POINT (21.75580024719239 50.68059158325195)
poczta,POINT (15.78343868255615 51.5266227722168)
poczta,POINT (21.00953674316407 52.33510971069336)
poczta,POINT (18.20970726013184 50.08924865722656)
poczta,POINT (19.48558616638184 51.73689651489258)
poczta,POINT (20.80865097045898 49.85574340820313)
poczta,POINT (19.95619964599609 50.01060104370117)
poczta,POINT (19.91468048095703 50.08636474609375)
poczta,POINT (22.19747352600098 49.56921768188477)
poczta,POINT (19.29249572753907 52.1480827331543)
poczta,POINT (21.92924880981445 51.62485885620117)
poczta,POINT (19.5362491607666 51.75616455078125)
poczta,POINT (18.89397621154785 50.26622009277344)
poczta,POINT (19.47283554077148 50.96089935302734)
poczta,POINT (20.99678802490234 52.23082733154297)
poczta,POINT (18.63438034057617 52.20507431030274)
poczta,POINT (16.48520088195801 50.84140014648438)
poczta,POINT (19.62850570678711 50.68289947509766)
poczta,POINT (18.41292572021484 54.44260025024414)
