operator,geometry
dhl,POINT (18.0200672 53.13777)
dhl,POINT (19.4592703 51.755519)
dhl,POINT (18.8874903 50.1724189)
dhl,POINT (20.476853 49.427007)
dhl,POINT (20.4276933 53.765517)
dhl,POINT (21.1733989 52.205656)
dhl,POINT (19.0369144454 49.824165)
dhl,POINT (22.0122604 50.016341)
dhl,POINT (19.0254872 49.80852)
dhl,POINT (16.29943 50.777254)
dhl,POINT (21.7740621 54.035768)
dhl,POINT (23.1554946 53.151253)
dhl,POINT (20.0125949 50.069443)
dhl,POINT (18.628205 54.38711)
dhl,POINT (18.609909 54.387036)
dhl,POINT (23.199943 53.155309)
dhl,POINT (17.022377 54.464448)
dhl,POINT (15.03590616 53.34102734)
dhl,POINT (21.410232 50.049653)
dhl,POINT (16.8327335 52.373878)
dhl,POINT (19.6901535 52.559839)
dhl,POINT (19.1319652 50.288093)
dhl,POINT (18.9755104 50.125592)
dhl,POINT (21.0746010392 52.169675)
dhl,POINT (14.4868519999 53.444385)
dhl,POINT (14.53206 53.427375)
dhl,POINT (17.0493146 51.088111)
dhl,POINT (19.90587 50.083568)
dhl,POINT (20.9937837 52.18556599999999)
dhl,POINT (16.751699 52.51200600000001)
dhl,POINT (19.179125 52.845902)
dhl,POINT (20.007403 50.06263)
dhl,POINT (18.5151168 50.094457)
dhl,POINT (20.988481 52.186259)
dhl,POINT (18.6258657 50.14021)
dhl,POINT (18.6772059 50.29851)
dhl,POINT (18.7499087 53.487318)
dhl,POINT (18.5458257 50.072153)
dhl,POINT (20.984555 50.011865)
dhl,POINT (23.1563679 53.14001700000001)
dhl,POINT (19.0334554016 49.818155)
dhl,POINT (18.808149 50.37833)
dhl,POINT (15.480648 51.935358)
dhl,POINT (19.033384 52.671413)
dhl,POINT (19.4447907 51.760917)
dhl,POINT (20.999357365 52.232262)
dhl,POINT (18.4219486 53.349174)
dhl,POINT (16.6964523 53.709811)
dhl,POINT (14.5979446917 53.36747)
dhl,POINT (17.0366822 51.093144)
dhl,POINT (17.0084148 51.882883)
dhl,POINT (20.9979627 52.175621)
dhl,POINT (21.090138 52.706704)
dhl,POINT (20.6537604 50.873149)
dhl,POINT (19.9383255 50.064835)
dhl,POINT (20.909109 52.189699)
dhl,POINT (20.9931696 52.304502)
dhl,POINT (19.1327542 50.268172)
dhl,POINT (17.1312944369 51.157993)
dhl,POINT (20.9435701 52.22552899999999)
dhl,POINT (14.665532 53.381289)
dhl,POINT (19.485681 51.792569)
dhl,POINT (15.5595969 54.145504)
dhl,POINT (20.9227867 52.276558)
dhl,POINT (20.4872451 53.760452)
dhl,POINT (18.4732061578 54.425574)
dhl,POINT (19.4518125 51.787586)
dhl,POINT (21.2230307981 52.245819)
dhl,POINT (21.005006 52.183474)
dhl,POINT (18.4647887 50.000648)
dhl,POINT (15.1354894 51.636049)
dhl,POINT (18.5869006 54.408974)
dhl,POINT (19.9436601 50.047889)
dhl,POINT (22.5964115 51.261795)
dhl,POINT (19.0643324 52.654242)
dhl,POINT (20.9930957481 52.227636)
dhl,POINT (19.919441 49.997565)
dhl,POINT (18.0804093 51.75462)
dhl,POINT (20.9551124 52.194252)
dhl,POINT (18.5638627 50.0934574)
dhl,POINT (18.392099 54.708443)
dhl,POINT (16.9118 52.40229)
dhl,POINT (20.8844072 50.13342189999999)
dhl,POINT (20.4195277 49.965198)
dhl,POINT (19.044766 49.823212)
dhl,POINT (16.8094185 52.637349)
dhl,POINT (20.9687834191 52.232731)
dhl,POINT (18.4059477 50.042343)
dhl,POINT (18.884624 50.00317)
dhl,POINT (19.4582724 51.784181)
dhl,POINT (21.014979 52.218395)
dhl,POINT (17.0405904 51.10802)
dhl,POINT (18.481385 54.564941)
dhl,POINT (20.69753 49.602297)
dhl,POINT (17.7215088 51.308725)
dhl,POINT (19.0402238 50.252518)
dhl,POINT (21.0390077 52.26276)
dhl,POINT (18.5973749 54.38264399999999)
dhl,POINT (19.9631267 50.066563)
dhl,POINT (22.495648 51.239006)
dhl,POINT (18.6731317 53.02530600000001)
dhl,POINT (18.6107226 54.325931)
dhl,POINT (19.9269136413 53.914536)
dhl,POINT (19.8094928 50.112382)
dhl,POINT (19.9076757 50.07195)
dhl,POINT (18.8575459 50.443584)
dhl,POINT (18.7355094 51.594382)
dhl,POINT (16.8989286571 52.39406)
dhl,POINT (21.0155594 52.2138749)
dhl,POINT (23.1345031 53.1312743)
dhl,POINT (15.482148 51.934111)
dhl,POINT (14.481405 53.497928)
dhl,POINT (16.488655 50.85892)
dhl,POINT (21.023148 52.173462)
dhl,POINT (20.839949 52.165879)
dhl,POINT (18.161028 54.594111)
dhl,POINT (14.544845 53.444211)
dhl,POINT (17.029461 51.110926)
dhl,POINT (18.23137 54.60258)
dhl,POINT (19.021931 50.258238)
dhl,POINT (17.817693 51.656455)
dhl,POINT (16.782216 52.399546)
dhl,POINT (16.928704 52.403793)
dhl,POINT (21.028722 52.35555)
dhl,POINT (21.088639 52.231667)
dhl,POINT (21.062979 52.133708)
dhl,POINT (21.081478 52.235336)
dhl,POINT (19.450489 51.776296)
dhl,POINT (21.050702 52.174253)
dhl,POINT (18.683798 50.2531)
dhl,POINT (19.445044 51.772997)
dhl,POINT (18.629635 54.350281)
dhl,POINT (17.936324 53.31436600000001)
dhl,POINT (18.99063 50.113402)
dhl,POINT (15.577629 54.176796)
dhl,POINT (19.91842 50.067936)
dhl,POINT (22.562221 51.247808)
dhl,POINT (21.080751 52.70701)
dhl,POINT (19.958476 50.044776)
dhl,POINT (18.980998 50.199938)
dhl,POINT (17.818505 53.062555)
dhl,POINT (23.494516 53.405212)
dhl,POINT (21.113981 52.231365)
dhl,POINT (21.172165 51.37775300000001)
dhl,POINT (21.891298 52.800462)
dhl,POINT (18.546627 50.097637)
dhl,POINT (17.382479 51.209015)
dhl,POINT (15.291258 52.749329)
dhl,POINT (17.716881 52.850379)
dhl,POINT (21.15064121 51.3773911)
dhl,POINT (17.923549 50.667545)
dhl,POINT (18.640869 50.335653)
dhl,POINT (19.8619324 49.7392784)
dhl,POINT (23.133142 53.135434)
dhl,POINT (21.055397 52.340931)
dhl,POINT (19.976942 50.010611)
dhl,POINT (19.189275 50.325158)
dhl,POINT (21.117498 52.274805)
dhl,POINT (18.274426 52.229001)
dhl,POINT (18.463515 54.47489599999999)
dhl,POINT (22.039389 50.02726699999999)
dhl,POINT (17.015293 51.086295)
dhl,POINT (18.408297 52.890885)
dhl,POINT (18.000826 53.122665)
dhl,POINT (14.532323 53.41591)
dhl,POINT (18.542226 54.333903)
dhl,POINT (18.946067 51.602137)
dhl,POINT (16.245711 50.441835)
dhl,POINT (19.398609 51.855144)
dhl,POINT (15.978941 54.009703)
dhl,POINT (16.270187 50.824938)
dhl,POINT (17.035368 51.108628)
dhl,POINT (18.691592 50.668992)
dhl,POINT (18.3674278 53.1290433)
dhl,POINT (19.2301292 50.3316931)
dhl,POINT (18.626445 52.205365)
dhl,POINT (16.806387 50.5982227)
dhl,POINT (15.75553 50.91661)
dhl,POINT (16.7524072 53.16011750000001)
dhl,POINT (17.211901 52.8094)
dhl,POINT (16.81863 52.65056999999999)
dhl,POINT (16.9272631 52.4352382)
dhl,POINT (16.1697306 54.19582639999999)
dhl,POINT (17.4942247 54.1834194)
dhl,POINT (18.0022 53.11443000000001)
dhl,POINT (19.40155 54.16601)
dhl,POINT (18.504734 54.529663)
dhl,POINT (22.4949 54.03966999999999)
dhl,POINT (20.3636155 53.1208203)
dhl,POINT (18.8361 50.45563)
dhl,POINT (17.72373 51.07767)
dhl,POINT (19.1908815 49.690791)
dhl,POINT (18.673127 50.66658)
dhl,POINT (18.958721 50.29934)
dhl,POINT (18.28848 50.513358)
dhl,POINT (17.97902 50.48642)
dhl,POINT (19.44599 51.7917)
dhl,POINT (21.44002 52.598271)
dhl,POINT (19.35573 51.66268)
dhl,POINT (19.38364 51.35589)
dhl,POINT (21.48436 49.753686)
dhl,POINT (22.1766204 50.963315)
dhl,POINT (21.68638 50.570423)
dhl,POINT (19.41456 50.14293)
dhl,POINT (22.71277 51.21245)
dhl,POINT (18.508935 52.0192648)
dhl,POINT (18.240363 52.231684)
dhl,POINT (15.2866 51.12613)
dhl,POINT (22.065693 53.16345500000001)
dhl,POINT (20.987153 52.269376)
dhl,POINT (20.883019 52.20534)
dhl,POINT (19.763101 51.802588)
dhl,POINT (16.2190818 51.19927)
dhl,POINT (18.375604 54.357004)
dhl,POINT (20.1051990687 50.014722)
dhl,POINT (17.8067 51.6504)
dhl,POINT (17.500401 51.967299)
dhl,POINT (14.83061 53.57017)
dhl,POINT (15.226864 52.738102)
dhl,POINT (17.56258 52.321825)
dhl,POINT (16.13181 52.31005039999999)
dhl,POINT (15.99522 53.9981)
dhl,POINT (18.24726 54.60898)
dhl,POINT (14.23707 53.90740600000001)
dhl,POINT (17.753018 54.53289)
dhl,POINT (16.443537 52.062138)
dhl,POINT (17.030283 51.110068)
dhl,POINT (18.496681 54.529791)
dhl,POINT (15.732425 50.773893)
dhl,POINT (22.00884 50.040151)
dhl,POINT (18.229529 54.610802)
dhl,POINT (20.632969 50.873308)
dhl,POINT (21.005691 52.228571)
dhl,POINT (15.783439 51.526622)
dhl,POINT (19.87788 50.073408)
dhl,POINT (21.002402 52.227898)
dhl,POINT (21.929249 51.624858)
dhl,POINT (21.038403 52.002148)
dhl,POINT (20.982324 52.218157)
dhl,POINT (19.562463 53.597365)
dhl,POINT (20.669911 50.897002)
dhl,POINT (14.551301 53.538859)
dhl,POINT (20.943876 52.33519)
dhl,POINT (20.691981 49.622039)
dhl,POINT (20.617822 52.19654)
dhl,POINT (23.4923094 51.1349146)
dhl,POINT (21.1607529 52.242201)
dhl,POINT (21.0289873 52.0809438)
dhl,POINT (20.9627694 52.3346294)
dhl,POINT (20.8954972 52.231256)
dhl,POINT (21.1160376 52.2791203)
dhl,POINT (20.7065807 49.62399310000001)
dhl,POINT (23.1368238 53.1432939)
dhl,POINT (20.738469 52.170796)
dhl,POINT (19.460426 51.75297)
dhl,POINT (21.054553 52.135442)
dhl,POINT (19.949643 49.73864099999999)
dhl,POINT (21.38313 50.950535)
dhl,POINT (18.541439 50.095409)
dhl,POINT (19.982864 50.073126)
dhl,POINT (15.621571 53.63885500000001)
dhl,POINT (22.056544 50.571455)
dhl,POINT (19.173855 50.323397)
dhl,POINT (17.924854 50.666794)
dhl,POINT (18.893976 50.26622)
dhl,POINT (20.976396 52.25054)
dhl,POINT (18.333488 52.844991)
dhl,POINT (17.091304 51.071141)
dhl,POINT (15.570924 54.180322)
dhl,POINT (22.566156 51.24792)
dhl,POINT (22.543724 51.251631)
dhl,POINT (18.051888 53.108015)
dhl,POINT (21.085783 52.27747100000001)
dhl,POINT (19.999158 50.044287)
dhl,POINT (21.0143611 52.19577279999999)
dhl,POINT (14.463035 53.457491)
dhl,POINT (19.07031 52.655336)
dhl,POINT (14.55173 53.42909599999999)
dhl,POINT (19.460289 51.77735999999999)
dhl,POINT (18.971874 50.176693)
dhl,POINT (22.558291 51.247464)
dhl,POINT (14.442106 52.95972099999999)
dhl,POINT (23.189977 53.131037)
dhl,POINT (17.067649 50.781177)
dhl,POINT (18.597539 54.387927)
dhl,POINT (19.452486 51.778611)
dhl,POINT (21.081144 52.253869)
dhl,POINT (20.363296 52.623555)
dhl,POINT (21.064617 52.18644099999999)
dhl,POINT (16.735685 53.14963)
dhl,POINT (22.274702 52.162214)
dhl,POINT (15.5716006 54.1713804)
dhl,POINT (21.0435552 52.2547391)
dhl,POINT (20.9894194 52.18551470000001)
dhl,POINT (21.0169491 52.231248)
dhl,POINT (21.0488139 52.2119021)
dhl,POINT (21.0119307 52.2322046)
dhl,POINT (21.987951 50.045624)
dhl,POINT (23.5203819 50.3385109)
dhl,POINT (17.9591832 50.67264489999999)
dhl,POINT (21.0422255 52.24994520000001)
dhl,POINT (23.28615 53.298461)
dhl,POINT (14.633544 53.381813)
dhl,POINT (14.538854 53.430587)
dhl,POINT (17.598901 52.535171)
dhl,POINT (14.51171 53.43251600000001)
dhl,POINT (21.454214 52.59246)
dhl,POINT (16.642107 50.738488)
dhl,POINT (20.577748 50.884308)
dhl,POINT (20.945031 52.22441)
dhl,POINT (18.898018 53.154543)
dhl,POINT (18.606633 53.184758)
dhl,POINT (17.602832 52.536478)
dhl,POINT (19.669069 52.55691899999999)
dhl,POINT (17.029685 54.46963299999999)
dhl,POINT (21.024747 52.281319)
dhl,POINT (21.107433 52.286618)
dhl,POINT (20.719508 50.46942199999999)
dhl,POINT (21.021569 52.23407)
dhl,POINT (21.011678 52.184376)
dhl,POINT (18.647128 54.394188)
dhl,POINT (14.637526 53.383396)
dhl,POINT (21.685978 50.5737)
dhl,POINT (19.374918 51.800065)
dhl,POINT (20.930654 52.392544)
dhl,POINT (21.01857 53.560582)
dhl,POINT (21.1745719 51.38024650000001)
dhl,POINT (21.059535 52.32039)
dhl,POINT (16.5242819 52.013247)
dhl,POINT (20.016251 50.10242)
dhl,POINT (19.977571 50.089355)
dhl,POINT (17.920735 50.669407)
dhl,POINT (16.191082 51.209312)
dhl,POINT (19.039788 52.667014)
dhl,POINT (23.141454 53.119767)
dhl,POINT (19.20832 50.035244)
dhl,POINT (18.41277 54.565822)
dhl,POINT (18.560357 54.443122)
dhl,POINT (18.749773 53.492721)
dhl,POINT (21.031063 52.284894)
dhl,POINT (21.303933 53.87188399999999)
dhl,POINT (17.157011 51.026603)
dhl,POINT (20.018906 50.090758)
dhl,POINT (16.995585 51.122433)
dhl,POINT (21.684586 50.568924)
dhl,POINT (15.120983 53.67117)
dhl,POINT (19.928422 50.067219)
dhl,POINT (19.17581 52.84938100000001)
dhl,POINT (20.419852 50.941794)
dhl,POINT (18.0978399 52.2432779)
dhl,POINT (21.0964288 52.24487360000001)
dhl,POINT (20.92296 50.01483)
dhl,POINT (19.470808 51.770802)
dhl,POINT (20.794493 52.15518400000001)
dhl,POINT (22.52678 51.26727899999999)
dhl,POINT (17.205568 52.814064)
dhl,POINT (21.161867 52.203378)
dhl,POINT (21.612947 50.053172)
dhl,POINT (14.553394 53.428398)
dhl,POINT (19.11201 50.24353)
dhl,POINT (17.809334 51.645407)
dhl,POINT (21.04546 52.251884)
dhl,POINT (20.969494 52.233184)
dhl,POINT (20.9498 52.32345)
dhl,POINT (18.770369 54.091149)
dhl,POINT (19.489441 51.718283)
dhl,POINT (19.931018 50.064882)
dhl,POINT (19.444352 51.850363)
dhl,POINT (17.000917 51.118673)
dhl,POINT (15.254233 52.741282)
dhl,POINT (20.916691 52.222157)
dhl,POINT (20.419723 49.699977)
dhl,POINT (19.701607 52.54813000000001)
dhl,POINT (15.233046 52.75338000000001)
dhl,POINT (21.048443 52.18781)
dhl,POINT (16.921592 52.38417)
dhl,POINT (16.929787 52.442476)
dhl,POINT (16.922297 52.438157)
dhl,POINT (16.948408 52.439104)
dhl,POINT (22.5499326 51.2136149)
dhl,POINT (19.352119 52.242059)
dhl,POINT (18.225396 54.60520500000001)
dhl,POINT (20.996467 52.18016)
dhl,POINT (21.979088 51.419493)
dhl,POINT (15.664633 54.19084)
dhl,POINT (22.287693 52.168205)
dhl,POINT (19.30952 51.814489)
dhl,POINT (23.097294 53.12801999999999)
dhl,POINT (15.570824 51.89876599999999)
dhl,POINT (17.173288 50.464939)
dhl,POINT (21.186543 51.786876)
dhl,POINT (19.370974 51.795209)
dhl,POINT (17.812076 51.640029)
dhl,POINT (21.002658 52.23429)
dhl,POINT (20.989824 52.23118)
dhl,POINT (20.797379 54.258024)
dhl,POINT (19.309601 50.571413)
dhl,POINT (19.493985 51.732569)
dhl,POINT (19.938999 50.088557)
dhl,POINT (19.701415 52.55474)
dhl,POINT (19.943927 50.05513)
dhl,POINT (20.995931 52.161328)
dhl,POINT (18.587824 54.351088)
dhl,POINT (18.955451 50.296863)
dhl,POINT (20.979498 52.232712)
dhl,POINT (19.0542294 53.1062449)
dhl,POINT (19.0294212 50.3034674)
dhl,POINT (16.985395 54.62389599999999)
dhl,POINT (18.657374 54.353364)
dhl,POINT (18.30569 54.83259200000001)
dhl,POINT (17.472292 50.858849)
dhl,POINT (19.808969 50.015551)
dhl,POINT (14.873867 54.04439)
dhl,POINT (19.825448 50.106686)
dhl,POINT (14.756594 54.026836)
dhl,POINT (19.964468 50.037734)
dhl,POINT (19.906888 49.290546)
dhl,POINT (19.071973 50.219085)
dhl,POINT (20.915856 52.410446)
dhl,POINT (17.557869 54.759025)
dhl,POINT (16.543365 54.540147)
dhl,POINT (18.324062 50.071718)
dhl,POINT (14.504979 53.43166899999999)
dhl,POINT (19.720539 51.724824)
dhl,POINT (17.513052 53.741176)
dhl,POINT (21.053265 52.133705)
dhl,POINT (18.918546 50.254721)
dhl,POINT (20.9849009 52.2599236)
dhl,POINT (18.958022 50.2869166)
dhl,POINT (18.9763538 50.2258018)
dhl,POINT (18.9685003 50.2859562)
dhl,POINT (20.691972 49.625274)
dhl,POINT (19.0556327 49.8867914)
dhl,POINT (16.677428 54.35886800000001)
dhl,POINT (21.018246 52.236495)
dhl,POINT (21.081153 52.241486)
dhl,POINT (19.927696 50.064789)
dhl,POINT (16.823622 52.410023)
dhl,POINT (15.709493 51.799739)
dhl,POINT (15.564823 52.440487)
dhl,POINT (19.562402 51.741415)
dhl,POINT (22.2428322 52.4012468)
dhl,POINT (22.5754538 51.2123534)
dhl,POINT (18.589061 54.38238199999999)
dhl,POINT (21.0576196 52.27046470000001)
dhl,POINT (15.096029 54.09625699999999)
dhl,POINT (21.04069 52.168867)
dhl,POINT (20.908234 52.228731)
dhl,POINT (19.948051 50.052033)
dhl,POINT (20.898863 52.235322)
dhl,POINT (18.069687 51.749126)
dhl,POINT (15.759054 54.21693399999999)
dhl,POINT (16.084724 54.26716500000001)
dhl,POINT (16.05503 54.259415)
dhl,POINT (16.609018 50.682464)
dhl,POINT (22.351911 53.822503)
dhl,POINT (16.11677 51.64751)
dhl,POINT (18.393561 54.800048)
dhl,POINT (19.960365 50.131131)
dhl,POINT (17.555285 54.761258)
dhl,POINT (20.477763 53.836474)
dhl,POINT (15.297055 52.697903)
dhl,POINT (23.605451 52.072292)
dhl,POINT (21.035327 52.254025)
dhl,POINT (20.966843 52.218995)
dhl,POINT (18.917891 50.348265)
dhl,POINT (18.676528 50.285433)
dhl,POINT (19.466103 51.775362)
dhl,POINT (21.065139 52.159833)
dhl,POINT (15.90485 53.29755)
dhl,POINT (19.403488 54.169746)
dhl,POINT (20.967909 52.238427)
dhl,POINT (18.67205 50.27696599999999)
dhl,POINT (19.418651 51.792426)
dhl,POINT (20.032573 50.075976)
dhl,POINT (21.975498 50.014071)
dhl,POINT (16.164261 51.208821)
dhl,POINT (19.39951 53.252712)
dhl,POINT (18.187191 54.613939)
dhl,POINT (18.507654 54.599297)
dhl,POINT (19.487 51.7614)
dhl,POINT (17.04837 51.0994)
dhl,POINT (21.04572 52.2078)
dhl,POINT (21.722948 49.703075)
dhl,POINT (18.97355 50.3027)
dhl,POINT (19.99127 50.0041)
dhl,POINT (16.24755 50.8102)
dhl,POINT (18.64576 50.3165)
dhl,POINT (22.27714 52.1696)
dhl,POINT (18.9329 53.7335)
dhl,POINT (18.63367 52.194)
dhl,POINT (15.2237 52.7395)
dhl,POINT (22.55491 51.2419)
dhl,POINT (20.71847 50.4763)
dhl,POINT (17.58038 53.1406)
dhl,POINT (19.11793 50.809)
dhl,POINT (20.98706 52.2488)
dhl,POINT (20.8761 51.1208)
dhl,POINT (19.8847 50.085)
dhl,POINT (19.18941 49.6821)
dhl,POINT (16.84879 52.2456)
dhl,POINT (17.09604 52.2318)
dhl,POINT (21.133691 52.282508)
dhl,POINT (21.10072 52.8642)
dhl,POINT (17.007063 50.46488)
dhl,POINT (16.8727786 50.44327620000001)
dhl,POINT (16.811947 50.591174)
dhl,POINT (16.8734662 50.52251320000001)
dhl,POINT (21.1621839 52.2600086)
dhl,POINT (23.1244631 53.1514586)
dhl,POINT (15.060158 51.639914)
dhl,POINT (20.628335 50.863739)
dhl,POINT (21.124213 51.38629)
dhl,POINT (19.921758 50.080468)
dhl,POINT (17.50186 51.972709)
dhl,POINT (21.053972 52.345077)
dhl,POINT (18.248072 52.22665)
dhl,POINT (18.561388 54.321872)
dhl,POINT (16.97741 52.75054)
dhl,POINT (19.97221 49.70994)
dhl,POINT (18.46565 54.541554)
dhl,POINT (19.132702 50.293978)
dhl,POINT (21.745296 50.29418)
dhl,POINT (16.892355 52.399817)
dhl,POINT (16.665462 52.46788100000001)
dhl,POINT (14.64099 52.313732)
dhl,POINT (16.142505 52.3149189)
dhl,POINT (20.6973341 51.777292)
dhl,POINT (18.0898607 50.0846888)
dhl,POINT (19.9437273 49.9940409)
dhl,POINT (15.3072174 52.67206070000001)
dhl,POINT (21.2606676 52.44629449999999)
dhl,POINT (21.163624 51.42832689999999)
dhl,POINT (20.933854 52.289554)
dhl,POINT (19.6788965 52.55345629999999)
dhl,POINT (22.581459 51.276366)
dhl,POINT (20.974803 52.198627)
dhl,POINT (19.5730461 50.5618672)
dhl,POINT (21.4841939 49.7533964)
dhl,POINT (19.829449 49.974593)
dhl,POINT (19.220036 50.860997)
dhl,POINT (16.062759 51.503146)
dhl,POINT (21.016984 52.186451)
dhl,POINT (19.1444 50.78756)
dhl,POINT (19.468034 51.762151)
dhl,POINT (18.548931 54.508194)
dhl,POINT (19.24222 50.162855)
dhl,POINT (19.09693 50.795447)
dhl,POINT (21.042206 52.249405)
dhl,POINT (18.609376 53.011214)
dhl,POINT (20.947029 52.290106)
dhl,POINT (20.980119 52.231102)
dhl,POINT (17.300301 50.946797)
dhl,POINT (18.459066 50.012979)
dhl,POINT (22.553158 51.247549)
dhl,POINT (20.013997 50.09839)
dhl,POINT (17.039498 51.111248)
dhl,POINT (19.141491 50.782773)
dhl,POINT (14.558505 52.350019)
dhl,POINT (20.68388 49.851297)
dhl,POINT (15.265714 54.06189699999999)
dhl,POINT (17.194467 51.06468)
dhl,POINT (17.539177 53.45588000000001)
dhl,POINT (21.063087 52.17574)
dhl,POINT (20.301674 50.640914)
dhl,POINT (16.297853 50.772955)
dhl,POINT (19.406766 53.24447900000001)
dhl,POINT (14.255146 53.910445)
dhl,POINT (18.592464 54.418511)
dhl,POINT (16.933858 51.094949)
dhl,POINT (18.944703 51.60763499999999)
dhl,POINT (17.504465 51.960087)
dhl,POINT (18.949675 50.303756)
dhl,POINT (21.527516 53.11618299999999)
dhl,POINT (19.917024 50.053065)
dhl,POINT (17.094921 51.103079)
dhl,POINT (21.473691 49.745373)
dhl,POINT (16.254149 50.792256)
dhl,POINT (19.409622 53.064638)
dhl,POINT (19.161601 50.082249)
dhl,POINT (16.563379 52.902849)
dhl,POINT (21.016947 52.232756)
dhl,POINT (20.931456 52.164242)
dhl,POINT (16.345211 50.959288)
dhl,POINT (19.553697 51.758945)
dhl,POINT (15.526751 50.821752)
dhl,POINT (21.40165 50.058242)
dhl,POINT (19.663338 52.855189)
dhl,POINT (18.24934 52.784159)
dhl,POINT (19.20617 49.688831)
dhl,POINT (22.265173 52.175678)
dhl,POINT (21.0204405 52.1559564)
dhl,POINT (20.9645491 52.2038682)
dhl,POINT (18.944808 53.73070300000001)
dhl,POINT (17.935266 51.42659099999999)
dhl,POINT (19.135617 50.839523)
dhl,POINT (22.701099 51.219133)
dhl,POINT (18.774205 50.306283)
dhl,POINT (19.67455 51.422079)
dhl,POINT (19.669498 51.409894)
dhl,POINT (19.383369 51.367507)
dhl,POINT (23.190342 52.767188)
dhl,POINT (23.186688 53.181775)
dhl,POINT (22.271823 52.17033)
dhl,POINT (19.507908 51.763095)
dhl,POINT (16.994872 51.089781)
dhl,POINT (16.999774 51.180438)
dhl,POINT (18.940295 50.268448)
dhl,POINT (20.481105 53.781211)
dhl,POINT (18.586928 54.380214)
dhl,POINT (19.91548 50.073743)
dhl,POINT (15.500462 51.950093)
dhl,POINT (19.010167 49.929798)
dhl,POINT (20.898722 52.24635900000001)
dhl,POINT (21.045754 52.268377)
dhl,POINT (19.9625 50.050009)
dhl,POINT (20.994366 52.233595)
dhl,POINT (23.25437 50.718449)
dhl,POINT (23.176995 53.12747299999999)
dhl,POINT (19.072869 49.808455)
dhl,POINT (19.136161 50.78105)
dhl,POINT (21.084698 52.287371)
dhl,POINT (17.024959 52.408791)
dhl,POINT (21.387277 50.937169)
dhl,POINT (21.5734943 53.07921039999999)
dhl,POINT (21.388476 50.93929)
dhl,POINT (22.04616 52.691684)
dhl,POINT (20.7586682 51.1070015)
dhl,POINT (20.382978 53.112351)
dhl,POINT (20.9862808 53.5629341)
dhl,POINT (21.3043473 53.87775999999999)
dhl,POINT (18.75782 53.48869000000001)
dhl,POINT (22.972214 53.838485)
dhl,POINT (19.4673584 52.4296833)
dhl,POINT (18.4744575 50.0049709)
dhl,POINT (19.17247 50.32060999999999)
dhl,POINT (16.66609 52.46759100000001)
dhl,POINT (18.6387606 49.7518239)
dhl,POINT (19.2163721 50.332049)
dhl,POINT (18.6992175 50.0312376)
dhl,POINT (21.8406613 51.5605235)
dhl,POINT (21.9728657 51.4150729)
dhl,POINT (18.9395 51.6087)
dhl,POINT (19.9113054 50.0298114)
dhl,POINT (22.20635 49.567017)
dhl,POINT (19.936244 50.08411)
dhl,POINT (21.7216157 50.69610720000001)
dhl,POINT (22.60911 51.460644)
dhl,POINT (20.260487 51.774145)
dhl,POINT (21.040692 52.176523)
dhl,POINT (16.485807 50.84236)
dhl,POINT (20.37574 52.622705)
dhl,POINT (18.719815 51.59560399999999)
dhl,POINT (18.24133 52.197184)
dhl,POINT (18.587673 50.318457)
dhl,POINT (16.498506 50.836105)
dhl,POINT (20.979719 52.199914)
dhl,POINT (23.13365 53.144365)
dhl,POINT (19.967423 50.048347)
dhl,POINT (18.53448 54.49315)
dhl,POINT (20.957277 52.189745)
dhl,POINT (19.244984 50.294717)
dhl,POINT (18.631151 54.265697)
dhl,POINT (19.843801 50.026455)
dhl,POINT (20.368745 53.110314)
dhl,POINT (20.622096 52.105809)
dhl,POINT (19.960757 50.024387)
dhl,POINT (19.696703 52.54190999999999)
dhl,POINT (18.726834 51.592943)
dhl,POINT (22.875643 52.416227)
dhl,POINT (14.661978 53.367904)
dhl,POINT (20.440124 49.5557)
dhl,POINT (17.913641 50.670015)
dhl,POINT (18.643941 54.405877)
dhl,POINT (19.5581910386 53.585503)
dhl,POINT (17.593898 52.53653199999999)
dhl,POINT (22.7831954 49.7902443)
dhl,POINT (16.21323 51.3884)
dhl,POINT (16.2138441 51.2083324)
dhl,POINT (16.6447125 52.082444)
dhl,POINT (15.1329663 51.6372197)
dhl,POINT (16.59924 51.8326)
dhl,POINT (17.5737566 53.6997586)
dhl,POINT (18.03856 53.10714151)
dhl,POINT (18.2583664 52.780499)
dhl,POINT (17.0179548 54.4715748)
dhl,POINT (16.7099678 53.700035)
dhl,POINT (14.658444 53.384436)
dhl,POINT (15.1978025 53.9097371)
dhl,POINT (19.9776975 53.69178520000001)
dhl,POINT (20.62823 52.87789)
dhl,POINT (18.939334 53.73956)
dhl,POINT (19.6798 52.55924)
dhl,POINT (19.5732893 53.5887662)
dhl,POINT (17.2831605 50.9449292)
dhl,POINT (19.011609 49.9146903)
dhl,POINT (18.4229196 50.0753776)
dhl,POINT (19.1312039 50.32056110000001)
dhl,POINT (18.9223151 50.3038)
dhl,POINT (17.4779376 50.8546499)
dhl,POINT (17.4044537 51.217156)
dhl,POINT (21.5631713 52.1728965)
dhl,POINT (21.6052683 51.9065739)
dhl,POINT (20.86562 51.87108)
dhl,POINT (18.8934975 50.399018)
dhl,POINT (22.70821 50.53014)
dhl,POINT (19.33444 49.8546752)
dhl,POINT (21.9883443 50.0493319)
dhl,POINT (16.6443322 50.73479589999999)
