grid_index,geometry,dhl,dpd,inpost,poczta,ruch,ups,tot,tot_0_14,tot_15_64,tot_65__,tot_male,tot_fem,male_0_14,male_15_64,male_65__,fem_0_14,fem_15_64,fem_65__,fem_ratio,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,city,buildings_binary,shops_binary,parks_binary,schools_binary,railways_binary,cycleways_binary,totlog,tot_0_14log,tot_15_64log,tot_65__log,tot_malelog,tot_femlog,male_0_14log,male_15_64log,male_65__log,fem_0_14log,fem_15_64log,fem_65__log
213909,"POLYGON ((21.04663810092717 52.19596551660054, 21.03215608461024 52.19732382089712, 21.03437234972824 52.2061917022649, 21.0488571626 52.20483308753182, 21.04663810092717 52.19596551660054))",7.0,3.0,2.0,9.0,3.0,0.0,11503,1202,7723,2578,5074,6429,610,3631,833,592,4092,1745,126.70476941,14,0.0,5.0,4.0,13.0,0.0,9.0,52.0,72.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,9.350450079960828,7.0925737159746784,8.952087643548404,7.8551570058813445,8.532081803909987,8.768729817231666,6.415096959171596,8.197538739721184,6.726233402358747,6.385194398997726,8.317033476492403,7.465082736399547
213940,"POLYGON ((21.07333860653048 52.3023718815011, 21.05882295825854 52.30373391784266, 21.06105227794249 52.31260098474361, 21.07557073637776 52.31123863663898, 21.07333860653048 52.3023718815011))",1.0,0.0,2.0,0.0,0.0,0.0,1598,450,1108,40,721,877,220,490,11,230,618,29,121.63661581,0,0.0,0.0,4.0,2.0,0.0,15.0,7.0,39.0,Warszawa,few_buildings,few_shops,few_parks,more_schools,few_railways,more_cycleways,7.377133712833954,6.111467339502679,7.011213987350367,3.713572066704308,6.582025138892826,6.777646593635117,5.3981627015177525,6.19644412779452,2.4849066497880004,5.442417710521793,6.428105272684596,3.4011973816621555
213948,"POLYGON ((21.08451020871224 52.34670497694736, 21.06998049292368 52.34806857496008, 21.07221528546112 52.35693530290995, 21.08674781832147 52.35557139218077, 21.08451020871224 52.34670497694736))",0.0,0.0,0.0,0.0,0.0,0.0,78,15,58,5,39,39,7,29,3,8,29,0,100.0,0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,Warszawa,few_buildings,few_shops,few_parks,few_schools,few_railways,few_cycleways,4.3694478524670215,2.772588722239781,4.07753744390572,1.791759469228055,3.6888794541139363,3.6888794541139363,2.0794415416798357,3.4011973816621555,1.3862943611198906,2.1972245773362196,3.4011973816621555,0.0
213981,"POLYGON ((21.05107730822346 52.21370059135938, 21.03658969884818 52.21505951579394, 21.03880813275986 52.22392726143589, 21.05329853996797 52.22256802621185, 21.05107730822346 52.21370059135938))",0.0,0.0,2.0,0.0,0.0,0.0,2268,240,1542,486,1046,1222,111,756,179,129,786,307,116.82600382,0,0.0,2.0,8.0,7.0,0.0,5.0,39.0,28.0,Warszawa,few_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,7.727094484779841,5.484796933490655,7.341483852363161,6.18826412308259,6.953684210870537,7.109062135687172,4.718498871295094,6.6293632534374485,5.19295685089021,4.867534450455582,6.668228248417403,5.730099782973574
213988,"POLYGON ((21.05329853996797 52.22256802621185, 21.03880813275986 52.22392726143589, 21.04102765079008 52.23279493916766, 21.05552085724412 52.23143539386376, 21.05329853996797 52.22256802621185))",0.0,1.0,1.0,0.0,0.0,0.0,3315,328,2069,918,1435,1880,161,943,331,167,1126,587,131.01045296,52,0.0,1.0,12.0,5.0,0.0,34.0,17.0,26.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,8.106514516255185,5.796057750765372,7.635303886259415,6.823286122355687,7.269616749608169,7.53955882930103,5.087596335232384,6.8501261661455,5.805134968916488,5.123963979403259,7.027314514039777,6.376726947898627
214002,"POLYGON ((21.05996875578402 52.24916992370014, 21.0454699468028 52.25053009152985, 21.04769272632872 52.25939756516451, 21.06219433721118 52.25803708671172, 21.05996875578402 52.24916992370014))",4.0,1.0,2.0,5.0,0.0,1.0,10565,1298,7148,2119,4815,5750,685,3378,752,613,3770,1367,119.41848390000001,88,0.0,11.0,1.0,8.0,128.0,11.0,55.0,120.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,more_railways,more_cycleways,9.26539657772426,7.1693500166706,8.874727765766853,7.659171367666058,8.479698986988657,8.657129031713755,6.530877627725885,8.12533508671429,6.6240652277998935,6.419994928147142,8.235095497258357,7.221105098182496
214003,"POLYGON ((21.07557073637776 52.31123863663898, 21.06105227794249 52.31260098474361, 21.06328269119405 52.32146798412162, 21.07780396113042 52.32010532316468, 21.07557073637776 52.31123863663898))",5.0,0.0,3.0,5.0,0.0,0.0,1588,344,1177,67,782,806,182,573,27,162,604,40,103.0690537,2,1.0,0.0,1.0,9.0,0.0,29.0,10.0,81.0,Warszawa,more_buildings,more_shops,few_parks,more_schools,few_railways,more_cycleways,7.370860166536716,5.84354441703136,7.071573364211532,4.219507705176107,6.663132695990803,6.693323668269949,5.209486152841421,6.352629396319567,3.332204510175204,5.093750200806762,6.405228458030842,3.713572066704308
214033,"POLYGON ((21.06442100876395 52.26690418140406, 21.04991659318229 52.26826497159387, 21.05214154958071 52.27713230984521, 21.06664877127916 52.27577120862718, 21.06442100876395 52.26690418140406))",13.0,3.0,4.0,13.0,0.0,1.0,15082,1789,10768,2525,7149,7933,932,5124,1093,857,5644,1432,110.96656875,5,0.0,1.0,1.0,14.0,19.0,21.0,68.0,168.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,more_railways,more_cycleways,9.621323560768252,7.489970898834801,9.284426915328881,7.8343923029104365,8.874867635688053,8.978912601074276,6.838405200847344,8.54188580400661,6.9975959829819265,6.754604099487962,8.638525476583762,7.267525427828172
214088,"POLYGON ((21.02450699935176 52.10728605311741, 21.010052866188 52.10864126534774, 21.01225833622565 52.1175098269225, 21.02671525233049 52.11615430703916, 21.02450699935176 52.10728605311741))",0.0,0.0,1.0,0.0,0.0,0.0,908,150,666,92,432,476,68,329,35,82,337,57,110.18518518,0,1.0,2.0,38.0,1.0,0.0,20.0,20.0,21.0,Warszawa,few_buildings,more_shops,more_parks,more_schools,few_railways,more_cycleways,6.812345094177479,5.017279836814924,6.502790045915623,4.532599493153256,6.07073772800249,6.1675164908883415,4.23410650459726,5.799092654460526,3.58351893845611,4.418840607796598,5.823045895483019,4.060443010546419
214115,"POLYGON ((21.06219433721118 52.25803708671172, 21.04769272632872 52.25939756516451, 21.04991659318229 52.26826497159387, 21.06442100876395 52.26690418140406, 21.06219433721118 52.25803708671172))",5.0,1.0,5.0,1.0,0.0,0.0,7738,1112,5580,1046,3628,4110,576,2670,382,536,2910,664,113.28555678,111,0.0,3.0,5.0,6.0,34.0,9.0,21.0,61.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,more_railways,more_cycleways,8.95402775927046,7.014814351275545,8.627123250788433,6.953684210870537,8.19671240721307,8.321421586897879,6.3578422665081,7.890208213109961,5.948034989180646,6.285998094508865,7.976251943745623,6.499787040655854
214116,"POLYGON ((21.07780396113042 52.32010532316468, 21.06328269119405 52.32146798412162, 21.06551419734498 52.33033491595346, 21.08003828167223 52.32897194282668, 21.07780396113042 52.32010532316468))",0.0,1.0,5.0,1.0,1.0,0.0,643,133,440,70,306,337,70,208,28,63,232,42,110.13071895,0,0.0,0.0,0.0,3.0,0.0,14.0,8.0,37.0,Warszawa,few_buildings,few_shops,few_parks,more_schools,few_railways,more_cycleways,6.467698726104354,4.897839799950911,6.089044875446846,4.2626798770413155,5.726847747587197,5.823045895483019,4.2626798770413155,5.342334251964811,3.367295829986474,4.1588830833596715,5.4510384535657,3.7612001156935624
214146,"POLYGON ((21.04442012525776 52.18709787676568, 21.02994090270511 52.18845587173887, 21.03215608461024 52.19732382089712, 21.04663810092717 52.19596551660054, 21.04442012525776 52.18709787676568))",1.0,0.0,2.0,1.0,0.0,0.0,371,39,265,67,179,192,16,131,32,23,134,35,107.26256983,2,0.0,1.0,15.0,0.0,0.0,13.0,8.0,43.0,Warszawa,more_buildings,few_shops,more_parks,few_schools,few_railways,more_cycleways,5.918893854273146,3.6888794541139363,5.583496308781699,4.219507705176107,5.19295685089021,5.262690188904886,2.833213344056216,4.882801922586371,3.4965075614664802,3.1780538303479458,4.90527477843843,3.58351893845611
214159,"POLYGON ((21.0422032319191 52.17823016902508, 21.02772680172154 52.17958785396483, 21.02994090270511 52.18845587173887, 21.04442012525776 52.18709787676568, 21.0422032319191 52.17823016902508))",1.0,0.0,0.0,1.0,0.0,0.0,1365,203,944,218,661,704,110,454,97,93,490,121,106.50529499999999,51,0.0,3.0,9.0,5.0,0.0,4.0,8.0,19.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,7.2196420401307355,5.318119993844216,6.851184927493743,5.389071729816501,6.495265555937008,6.558197802812269,4.709530201312334,6.12029741895095,4.584967478670572,4.543294782270004,6.19644412779452,4.804021044733257
214160,"POLYGON ((21.05774426222414 52.24030269244354, 21.04324825523458 52.24166254981434, 21.0454699468028 52.25053009152985, 21.05996875578402 52.24916992370014, 21.05774426222414 52.24030269244354))",4.0,3.0,1.0,3.0,2.0,1.0,4506,682,3268,556,2101,2405,367,1521,213,315,1747,343,114.46930033,24,0.0,62.0,53.0,5.0,53.0,4.0,30.0,77.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,more_railways,more_cycleways,8.413387022690648,6.52649485957079,8.092239406724211,6.322565239927284,7.650644551436897,7.785720896534624,5.908082938168931,7.3277805384216315,5.365976015021851,5.755742213586912,7.466227556215481,5.840641657373398
214282,"POLYGON ((21.05889853529467 52.18573811657175, 21.04442012525776 52.18709787676568, 21.04663810092717 52.19596551660054, 21.06111930546649 52.19460544562205, 21.05889853529467 52.18573811657175))",3.0,1.0,1.0,4.0,1.0,1.0,8743,844,5944,1955,3906,4837,434,2702,770,410,3242,1185,123.83512544,10,0.0,2.0,4.0,9.0,0.0,96.0,27.0,103.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,9.076123029856374,6.739336627357174,8.690305809124883,7.578656850594762,8.27052509505507,8.484256691169973,6.075346031088684,7.902117546276448,6.647688373563329,6.018593214496234,8.084254106307318,7.078341579557671
214296,"POLYGON ((21.06334116158914 52.20347270650372, 21.0488571626 52.20483308753182, 21.05107730822346 52.21370059135938, 21.06556410299036 52.21233989919379, 21.06334116158914 52.20347270650372))",6.0,0.0,3.0,7.0,1.0,1.0,4423,620,3120,683,2063,2360,309,1458,296,311,1662,387,114.39650993,0,0.0,1.0,1.0,10.0,0.0,68.0,57.0,136.0,Warszawa,few_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,8.39479954320217,6.431331081933479,8.045908742270779,6.52795791762255,7.6324011266014535,7.766840537085513,5.736572297479192,7.285506548522785,5.6937321388027,5.7430031878094825,7.416378479192928,5.961005339623274
214310,"POLYGON ((21.07892460863044 52.2655416220021, 21.06442100876395 52.26690418140406, 21.06664877127916 52.27577120862718, 21.0811551751094 52.27440833768423, 21.07892460863044 52.2655416220021))",0.0,0.0,1.0,0.0,0.0,0.0,324,56,234,34,157,167,29,116,12,27,118,22,106.36942675,3,0.0,0.0,13.0,5.0,12.0,6.0,11.0,22.0,Warszawa,more_buildings,few_shops,few_parks,more_schools,more_railways,more_cycleways,5.783825182329737,4.04305126783455,5.459585514144159,3.5553480614894135,5.062595033026967,5.123963979403259,3.4011973816621555,4.762173934797756,2.5649493574615367,3.332204510175204,4.77912349311153,3.1354942159291497
214322,"POLYGON ((21.0811551751094 52.27440833768423, 21.06664877127916 52.27577120862718, 21.06887762404545 52.28463816745924, 21.0833868346804 52.28327498475939, 21.0811551751094 52.27440833768423))",0.0,2.0,3.0,0.0,0.0,0.0,2061,304,1429,328,968,1093,151,685,132,153,744,196,112.91322314,98,0.0,0.0,2.0,2.0,4.0,7.0,21.0,81.0,Warszawa,more_buildings,few_shops,few_parks,more_schools,more_railways,more_cycleways,7.631431664576906,5.720311776607412,7.265429723253953,5.796057750765372,6.876264611890766,6.9975959829819265,5.0238805208462765,6.530877627725885,4.890349128221754,5.0369526024136295,6.61338421837956,5.2832037287379885
214323,"POLYGON ((21.09008837418482 52.30987451665347, 21.07557073637776 52.31123863663898, 21.07780396113042 52.32010532316468, 21.09232441129796 52.31874089155914, 21.09008837418482 52.30987451665347))",0.0,0.0,0.0,0.0,0.0,0.0,944,225,692,27,461,483,129,318,14,96,374,13,104.77223427,72,0.0,0.0,9.0,4.0,0.0,3.0,4.0,18.0,Warszawa,more_buildings,few_shops,few_parks,more_schools,few_railways,more_cycleways,6.851184927493743,5.420534999272286,6.541029999189903,3.332204510175204,6.135564891081739,6.182084906716632,4.867534450455582,5.765191102784844,2.70805020110221,4.574710978503383,5.926926025970411,2.6390573296152584
214335,"POLYGON ((21.04338347526885 52.12366489973012, 21.02892458273427 52.12502249161769, 21.031134991428 52.13389060860252, 21.04559666890827 52.1325327072512, 21.04338347526885 52.12366489973012))",0.0,0.0,0.0,0.0,0.0,0.0,4,0,3,1,0,0,0,0,0,0,3,0,100.0,0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,0.0,Warszawa,few_buildings,few_shops,few_parks,few_schools,more_railways,more_cycleways,1.6094379124341003,0.0,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0
214350,"POLYGON ((21.06111930546649 52.19460544562205, 21.04663810092717 52.19596551660054, 21.0488571626 52.20483308753182, 21.06334116158914 52.20347270650372, 21.06111930546649 52.19460544562205))",0.0,3.0,1.0,0.0,0.0,1.0,2556,220,1697,639,1126,1430,107,765,254,113,932,385,126.99822379999999,1,0.0,0.0,2.0,1.0,0.0,47.0,34.0,67.0,Warszawa,more_buildings,few_shops,few_parks,more_schools,few_railways,more_cycleways,7.846589975291186,5.3981627015177525,7.437206366871292,6.461468176353717,7.027314514039777,7.266128779556451,4.68213122712422,6.641182169740591,5.541263545158426,4.736198448394496,6.838405200847344,5.955837369464831
214351,"POLYGON ((21.09232441129796 52.31874089155914, 21.07780396113042 52.32010532316468, 21.08003828167223 52.32897194282668, 21.09456154402959 52.32760719763883, 21.09232441129796 52.31874089155914))",1.0,0.0,1.0,1.0,1.0,0.0,1608,446,1108,54,770,838,244,507,19,202,601,35,108.83116883,173,0.0,0.0,2.0,0.0,0.0,3.0,7.0,9.0,Warszawa,more_buildings,few_shops,few_parks,few_schools,few_railways,more_cycleways,7.3833681469923835,6.102558594613569,7.011213987350367,4.007333185232471,6.647688373563329,6.732210706467206,5.501258210544727,6.230481447578482,2.995732273553991,5.313205979041787,6.400257445308821,3.58351893845611
214391,"POLYGON ((21.03675037042212 52.09706106704726, 21.02229982309705 52.09841773169798, 21.02450699935176 52.10728605311741, 21.03896032753955 52.1059290795674, 21.03675037042212 52.09706106704726))",0.0,0.0,1.0,0.0,0.0,1.0,2005,509,1394,102,968,1037,275,650,43,234,744,59,107.12809917,48,0.0,1.0,28.0,2.0,0.0,4.0,7.0,14.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,7.603897968521881,6.234410725718371,7.240649694255466,4.634728988229636,6.876264611890766,6.945051063725834,5.62040086571715,6.478509642208569,3.784189633918261,5.459585514144159,6.61338421837956,4.0943445622221
214404,"POLYGON ((21.04117136124045 52.1147970235283, 21.02671525233049 52.11615430703916, 21.02892458273427 52.12502249161769, 21.04338347526885 52.12366489973012, 21.04117136124045 52.1147970235283))",0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,Warszawa,few_buildings,few_shops,few_parks,few_schools,few_railways,more_cycleways,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214419,"POLYGON ((21.09903910114483 52.34533960579388, 21.08451020871224 52.34670497694736, 21.08674781832147 52.35557139218077, 21.10127952717453 52.35420570866961, 21.09903910114483 52.34533960579388))",0.0,0.0,0.0,0.0,0.0,0.0,16,8,8,0,10,6,6,4,0,3,4,0,60.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Warszawa,more_buildings,few_shops,few_parks,few_schools,few_railways,few_cycleways,2.833213344056216,2.1972245773362196,2.1972245773362196,0.0,2.3978952727983707,1.9459101490553132,1.9459101490553132,1.6094379124341003,0.0,1.3862943611198906,1.6094379124341003,0.0
214430,"POLYGON ((21.0766951330244 52.25667483868646, 21.06219433721118 52.25803708671172, 21.06442100876395 52.26690418140406, 21.07892460863044 52.2655416220021, 21.0766951330244 52.25667483868646))",1.0,0.0,0.0,0.0,0.0,0.0,557,81,422,54,260,297,42,198,20,39,224,34,114.23076923,1,0.0,2.0,12.0,2.0,58.0,8.0,5.0,31.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,more_railways,more_cycleways,6.324358962381311,4.406719247264253,6.0473721790462776,4.007333185232471,5.564520407322694,5.697093486505405,3.7612001156935624,5.293304824724492,3.044522437723423,3.6888794541139363,5.41610040220442,3.5553480614894135
214458,"POLYGON ((21.0544602496026 52.16800325326034, 21.03998742158527 52.16936239340175, 21.0422032319191 52.17823016902508, 21.05667885028362 52.17687071940127, 21.0544602496026 52.16800325326034))",2.0,1.0,6.0,2.0,0.0,1.0,6974,812,4844,1318,3136,3838,396,2202,538,416,2642,780,122.38520408,13,0.0,2.0,20.0,9.0,0.0,20.0,19.0,57.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,8.850087606689566,6.70073110954781,8.485702524324866,7.1846291527173145,8.051022208190679,8.252967195000798,5.983936280687191,7.697575346802343,6.289715570908998,6.0330862217988015,7.879669914604289,6.660575149839686
214459,"POLYGON ((21.07446674896028 52.2478079877603, 21.05996875578402 52.24916992370014, 21.06219433721118 52.25803708671172, 21.0766951330244 52.25667483868646, 21.07446674896028 52.2478079877603))",4.0,1.0,1.0,4.0,0.0,0.0,2219,329,1659,231,1000,1219,171,757,72,158,902,159,121.9,44,0.0,2.0,4.0,4.0,60.0,8.0,39.0,54.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,more_railways,more_cycleways,7.705262474866325,5.799092654460526,7.414572881350589,5.44673737166631,6.90875477931522,7.106606137727303,5.147494476813453,6.630683385642372,4.290459441148391,5.0689042022202315,6.805722553416985,5.075173815233827
214475,"POLYGON ((21.0833868346804 52.28327498475939, 21.06887762404545 52.28463816745924, 21.07110756790035 52.29350505875022, 21.08561958667512 52.29214156320455, 21.0833868346804 52.28327498475939))",1.0,1.0,4.0,2.0,2.0,0.0,4476,811,3218,447,2145,2331,402,1551,192,409,1667,255,108.67132867,28,0.0,0.0,2.0,4.0,0.0,25.0,28.0,148.0,Warszawa,more_buildings,few_shops,few_parks,more_schools,few_railways,more_cycleways,8.406708458240965,6.699500340161678,8.076826031298808,6.104793232414985,7.671360923190644,7.754481547470383,5.998936561946683,7.347299700743164,5.262690188904886,6.016157159698354,7.419380582918692,5.545177444479562
214486,"POLYGON ((21.06778813192412 52.22120702361812, 21.05329853996797 52.22256802621185, 21.05552085724412 52.23143539386376, 21.07001324918269 52.23007407972807, 21.06778813192412 52.22120702361812))",3.0,1.0,2.0,6.0,1.0,0.0,10718,1156,6893,2669,4764,5954,625,3191,948,531,3702,1721,124.97900923,48,0.0,1.0,16.0,9.0,0.0,28.0,35.0,89.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,9.27977314669152,7.053585727193677,8.83840674707681,7.8898337513942955,8.469052816088302,8.691986481789401,6.439350371100098,8.068402958569699,6.855408798609928,6.2766434893416445,8.216898580913613,7.451241684987676
214496,"POLYGON ((21.05667885028362 52.17687071940127, 21.0422032319191 52.17823016902508, 21.04442012525776 52.18709787676568, 21.05889853529467 52.18573811657175, 21.05667885028362 52.17687071940127))",2.0,0.0,9.0,3.0,3.0,1.0,14751,1642,9197,3912,6611,8140,846,4234,1531,796,4963,2381,123.12811979999998,14,0.0,2.0,5.0,13.0,0.0,9.0,33.0,73.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,9.599133945796375,7.404279118037268,9.12674134809987,8.272059622210412,8.796641458940915,9.004668301573977,6.741700694652055,8.351138607086154,7.3343293503005365,6.680854678790215,8.509967146324497,7.775695749915245
214497,"POLYGON ((21.07223945409507 52.23894106750067, 21.05774426222414 52.24030269244354, 21.05996875578402 52.24916992370014, 21.07446674896028 52.2478079877603, 21.07223945409507 52.23894106750067))",3.0,1.0,3.0,4.0,3.0,1.0,6741,806,4523,1412,3085,3656,418,2151,516,388,2372,896,118.50891409999998,102,0.0,60.0,56.0,13.0,10.0,3.0,24.0,73.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,more_railways,more_cycleways,8.816111895794005,6.693323668269949,8.41715183723601,7.253470382684528,8.034631032923107,8.204398418149381,6.037870919922137,7.674152921281675,6.248042874508429,5.963579343618446,7.771910256435763,6.799055862058796
214509,"POLYGON ((21.04781094148275 52.14140044606871, 21.03334647915489 52.14275865704679, 21.03555904523855 52.1516266369276, 21.05002629527936 52.15026811700785, 21.04781094148275 52.14140044606871))",11.0,1.0,5.0,9.0,1.0,0.0,14005,1831,10656,1518,6514,7491,945,4911,658,886,5745,860,114.99846484,0,2.0,1.0,1.0,20.0,2.0,40.0,92.0,143.0,Warszawa,few_buildings,more_shops,more_parks,more_schools,more_railways,more_cycleways,9.547241088215463,7.513163545234075,9.273972232220956,7.325807502595773,8.781862489558945,8.921591063563978,6.852242569051878,8.499436469826978,6.490723534502507,6.787844982309579,8.656259239539235,6.7580945044277305
214510,"POLYGON ((21.05224273104316 52.15913571912159, 21.03777269346846 52.16049454994394, 21.03998742158527 52.16936239340175, 21.0544602496026 52.16800325326034, 21.05224273104316 52.15913571912159))",1.0,0.0,0.0,1.0,0.0,0.0,593,91,398,104,293,300,51,190,52,40,208,52,102.38907849,2,0.0,5.0,6.0,1.0,0.0,12.0,36.0,61.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,few_railways,more_cycleways,6.386879319362645,4.5217885770490405,5.988961416889864,4.653960350157523,5.683579767338681,5.707110264748875,3.9512437185814275,5.25227342804663,3.970291913552122,3.713572066704308,5.342334251964811,3.970291913552122
214511,"POLYGON ((21.08561958667512 52.29214156320455, 21.07110756790035 52.29350505875022, 21.07333860653048 52.3023718815011, 21.08785343339901 52.30100807384359, 21.08561958667512 52.29214156320455))",0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,8.0,0.0,0.0,7.0,5.0,7.0,Warszawa,few_buildings,few_shops,few_parks,few_schools,few_railways,more_cycleways,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214528,"POLYGON ((21.07001324918269 52.23007407972807, 21.05552085724412 52.23143539386376, 21.05774426222414 52.24030269244354, 21.07223945409507 52.23894106750067, 21.07001324918269 52.23007407972807))",1.0,0.0,5.0,3.0,0.0,0.0,13674,1402,8516,3756,5919,7755,673,3975,1271,729,4541,2485,131.01875316,161,0.0,4.0,3.0,14.0,2.0,5.0,24.0,47.0,Warszawa,more_buildings,few_shops,more_parks,more_schools,more_railways,more_cycleways,9.523324627290181,7.246368080102461,9.04981944514108,8.231376045573969,8.68609172787805,8.956222016362542,6.513230110912307,8.288031567776464,7.148345743900068,6.593044534142437,8.421122722665503,7.818430272070656
214552,"POLYGON ((21.09679977322237 52.33647343574214, 21.08227369725206 52.33783849380434, 21.08451020871224 52.34670497694736, 21.09903910114483 52.34533960579388, 21.09679977322237 52.33647343574214))",0.0,0.0,0.0,0.0,0.0,0.0,41,9,28,4,18,23,4,12,3,5,16,3,127.77777777,4,0.0,0.0,13.0,0.0,0.0,3.0,3.0,1.0,Warszawa,more_buildings,few_shops,few_parks,few_schools,few_railways,more_cycleways,3.7376696182833684,2.302585092994046,3.367295829986474,1.6094379124341003,2.9444389791664403,3.1780538303479458,1.6094379124341003,2.5649493574615367,1.3862943611198906,1.791759469228055,2.833213344056216,1.3862943611198906
214634,"POLYGON ((21.04559666890827 52.1325327072512, 21.031134991428 52.13389060860252, 21.03334647915489 52.14275865704679, 21.04781094148275 52.14140044606871, 21.04559666890827 52.1325327072512))",0.0,0.0,0.0,0.0,1.0,0.0,5928,779,4745,404,2747,3181,423,2155,169,356,2590,235,115.79905351,0,0.0,2.0,12.0,7.0,1.0,11.0,44.0,31.0,Warszawa,few_buildings,few_shops,more_parks,more_schools,more_railways,more_cycleways,8.687610843707368,6.659293919683638,8.465057436995709,6.003887067106539,7.91862865334224,8.065265208897733,6.049733455231958,7.6760099320288875,5.135798437050262,5.877735781779639,7.85979918056211,5.4638318050256105
214635,"POLYGON ((21.05002629527936 52.15026811700785, 21.03555904523855 52.1516266369276, 21.03777269346846 52.16049454994394, 21.05224273104316 52.15913571912159, 21.05002629527936 52.15026811700785))",3.0,4.0,6.0,2.0,2.0,0.0,12819,1444,9662,1713,5950,6869,706,4467,777,738,5195,936,115.44537815,0,5.0,3.0,2.0,15.0,3.0,14.0,70.0,97.0,Warszawa,few_buildings,more_shops,more_parks,more_schools,more_railways,more_cycleways,9.458761730474661,7.275864600546533,9.176059437999308,7.446585099157725,8.691314551644853,8.834919385216395,6.561030665896573,8.404696160189092,6.656726524178391,6.6052979209482015,8.55564437779049,6.842683282238422
214636,"POLYGON ((21.08785343339901 52.30100807384359, 21.07333860653048 52.3023718815011, 21.07557073637776 52.31123863663898, 21.09008837418482 52.30987451665347, 21.08785343339901 52.30100807384359))",1.0,0.0,4.0,0.0,0.0,0.0,142,25,105,12,73,69,14,54,5,11,51,7,94.52054794,4,0.0,0.0,5.0,0.0,0.0,5.0,17.0,101.0,Warszawa,more_buildings,few_shops,few_parks,few_schools,few_railways,more_cycleways,4.962844630259907,3.258096538021482,4.663439094112067,2.5649493574615367,4.30406509320417,4.248495242049359,2.70805020110221,4.007333185232471,1.791759469228055,2.4849066497880004,3.9512437185814275,2.0794415416798357
214678,"POLYGON ((21.06556410299036 52.21233989919379, 21.05107730822346 52.21370059135938, 21.05329853996797 52.22256802621185, 21.06778813192412 52.22120702361812, 21.06556410299036 52.21233989919379))",1.0,0.0,2.0,2.0,0.0,0.0,528,63,398,67,265,263,38,192,35,25,206,32,99.24528301,0,0.0,0.0,9.0,1.0,0.0,1.0,10.0,3.0,Warszawa,few_buildings,few_shops,few_parks,more_schools,few_railways,more_cycleways,6.270988431858299,4.1588830833596715,5.988961416889864,4.219507705176107,5.583496308781699,5.575949103146316,3.6635616461296463,5.262690188904886,3.58351893845611,3.258096538021482,5.332718793265369,3.4965075614664802
214721,"POLYGON ((21.03896032753955 52.1059290795674, 21.02450699935176 52.10728605311741, 21.02671525233049 52.11615430703916, 21.04117136124045 52.1147970235283, 21.03896032753955 52.1059290795674))",0.0,0.0,0.0,1.0,0.0,0.0,409,71,293,45,215,194,43,148,24,28,145,21,90.23255813,2,0.0,0.0,23.0,2.0,0.0,1.0,3.0,0.0,Warszawa,more_buildings,few_shops,few_parks,more_schools,few_railways,more_cycleways,6.016157159698354,4.276666119016055,5.683579767338681,3.828641396489095,5.375278407684165,5.272999558563747,3.784189633918261,5.003946305945459,3.2188758248682006,3.367295829986474,4.983606621708336,3.091042453358316
