grid_index,geometry,dhl,dpd,fedex,inpost,poczta,ruch,ups,tot,tot_0_14,tot_15_64,tot_65__,tot_male,tot_fem,male_0_14,male_15_64,male_65__,fem_0_14,fem_15_64,fem_65__,fem_ratio,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,bus_stops
186074,"POLYGON ((19.87279415602094 50.09898178018362, 19.85892323279607 50.10018831785439, 19.86077634925784 50.10908602331383, 19.87464979951346 50.10787922655403, 19.87279415602094 50.09898178018362))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,69,223,12,139,165,37,97,5,32,126,7,118.70503597,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0
186089,"POLYGON ((19.85243903656276 50.00110548628115, 19.83859582994657 50.00230918249348, 19.84043947729413 50.01120761833626, 19.85428519772212 50.01000366385195, 19.85243903656276 50.00110548628115))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,21,117,15,75,78,10,61,4,11,56,11,104.0,9.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
186128,"POLYGON ((19.85613221701249 50.01890177488518, 19.84228398156035 50.02010598689737, 19.84412934475581 50.02900428903171, 19.8579800964295 50.02779981933588, 19.85613221701249 50.01890177488518))",2.0,1.0,0.0,0.0,1.0,0.0,0.0,591,93,432,66,299,292,52,223,24,41,209,42,97.65886287,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
186142,"POLYGON ((19.86167843804583 50.04559570835055, 19.84782265033411 50.04680069388128, 19.84967059253674 50.05569879743688, 19.86352890005054 50.05449355285531, 19.86167843804583 50.04559570835055))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,10,44,8,32,30,6,24,0,4,20,6,93.75,2.0,0.0,0.0,4.0,1.0,0.0,11.0,3.0,0.0,0.0
186150,"POLYGON ((19.86723241227242 50.07228904256434, 19.85336906152104 50.07349480391691, 19.85521958953893 50.08239270857086, 19.86908546231367 50.08118668860883, 19.86723241227242 50.07228904256434))",1.0,0.0,0.0,0.0,0.0,0.0,0.0,367,44,279,44,178,189,19,143,16,25,136,28,106.17977528,8.0,1.0,2.0,19.0,0.0,6.0,0.0,13.0,7.0,0.0
186170,"POLYGON ((19.86538022458647 50.06339133063835, 19.85151939605449 50.06459683352732, 19.85336906152104 50.07349480391691, 19.86723241227242 50.07228904256434, 19.86538022458647 50.06339133063835))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1608,236,1091,281,733,875,102,508,123,134,583,158,119.37244201,10.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,7.0,0.0
186185,"POLYGON ((19.8579800964295 50.02779981933588, 19.84412934475581 50.02900428903171, 19.8459755674803 50.03790252470457, 19.85982883657359 50.03669779716925, 19.8579800964295 50.02779981933588))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,508,89,340,79,250,258,53,166,31,36,174,48,103.2,1.0,0.0,0.0,47.0,1.0,0.0,0.0,3.0,2.0,0.0
186234,"POLYGON ((19.87093937667881 50.09008426692738, 19.85707097929686 50.09129054656507, 19.85892323279607 50.10018831785439, 19.87279415602094 50.09898178018362, 19.87093937667881 50.09008426692738))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,26,123,26,89,86,18,58,13,8,65,13,96.62921348,1.0,0.0,0.0,25.0,0.0,0.0,1.0,1.0,7.0,0.0
186235,"POLYGON ((19.87464979951346 50.10787922655403, 19.86077634925784 50.10908602331383, 19.86263033068505 50.11798366289812, 19.87650630915983 50.11677660599307, 19.87464979951346 50.10787922655403))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,17,88,19,61,63,7,46,8,10,42,11,103.27868852,0.0,0.0,0.0,22.0,0.0,0.0,11.0,2.0,6.0,0.0
186261,"POLYGON ((19.85428519772212 50.01000366385195, 19.84043947729413 50.01120761833626, 19.84228398156035 50.02010598689737, 19.85613221701249 50.01890177488518, 19.85428519772212 50.01000366385195))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,3,14,6,11,11,0,8,3,0,6,3,100.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
186277,"POLYGON ((19.85059373434697 49.99220724309675, 19.8367530417419 49.99341068118262, 19.83859582994657 50.00230918249348, 19.85243903656276 50.00110548628115, 19.85059373434697 49.99220724309675))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,8,59,8,39,36,4,31,4,4,28,4,92.3076923,2.0,0.0,0.0,44.0,0.0,0.0,0.0,5.0,2.0,0.0
186308,"POLYGON ((19.86908546231367 50.08118668860883, 19.85521958953893 50.08239270857086, 19.85707097929686 50.09129054656507, 19.87093937667881 50.09008426692738, 19.86908546231367 50.08118668860883))",0.0,1.0,0.0,0.0,0.0,0.0,0.0,167,21,122,24,77,90,8,58,11,13,64,13,116.88311688,0.0,1.0,0.0,32.0,0.0,18.0,0.0,0.0,0.0,0.0
186334,"POLYGON ((19.84874929042825 49.98330893163475, 19.83491110927512 49.98451211355885, 19.8367530417419 49.99341068118262, 19.85059373434697 49.99220724309675, 19.84874929042825 49.98330893163475))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,419,71,285,63,206,213,39,146,21,32,139,42,103.39805825,24.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,1.0,0.0
186388,"POLYGON ((19.86352890005054 50.05449355285531, 19.84967059253674 50.05569879743688, 19.85151939605449 50.06459683352732, 19.86538022458647 50.06339133063835, 19.86352890005054 50.05449355285531))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,16,40,6,33,29,7,25,0,9,15,5,87.87878787,3.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0
186624,"POLYGON ((19.8773865685641 50.0532866249814, 19.86352890005054 50.05449355285531, 19.86538022458647 50.06339133063835, 19.87924041360818 50.06218414485399, 19.8773865685641 50.0532866249814))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,53,246,64,160,203,27,113,20,26,133,44,126.875,7.0,0.0,1.0,24.0,1.0,0.0,0.0,2.0,0.0,0.0
186637,"POLYGON ((19.87368146770235 50.03549138644675, 19.85982883657359 50.03669779716925, 19.86167843804583 50.04559570835055, 19.87553358587056 50.0443890391409, 19.87368146770235 50.03549138644675))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,51,233,37,156,165,29,110,17,22,123,20,105.76923076,0.0,0.0,0.0,36.0,0.0,0.0,4.0,0.0,0.0,0.0
186638,"POLYGON ((19.87553358587056 50.0443890391409, 19.86167843804583 50.04559570835055, 19.86352890005054 50.05449355285531, 19.8773865685641 50.0532866249814, 19.87553358587056 50.0443890391409))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,604,77,443,84,280,324,43,200,37,34,243,47,115.71428571,4.0,0.0,0.0,18.0,1.0,0.0,4.0,1.0,9.0,0.0
186652,"POLYGON ((19.88480713298449 50.08887630378531, 19.87093937667881 50.09008426692738, 19.87279415602094 50.09898178018362, 19.88666443760856 50.09777355670614, 19.88480713298449 50.08887630378531))",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1474,258,1037,179,696,778,133,484,79,125,553,100,111.78160919,29.0,0.0,1.0,14.0,1.0,0.0,9.0,4.0,18.0,0.0
186702,"POLYGON ((19.88109512157248 50.07108159692465, 19.86723241227242 50.07228904256434, 19.86908546231367 50.08118668860883, 19.88295069590534 50.07997898383584, 19.88109512157248 50.07108159692465))",1.0,0.0,0.0,1.0,1.0,0.0,1.0,2196,250,1408,538,1023,1173,126,661,236,124,747,302,114.66275659,142.0,1.0,2.0,20.0,3.0,0.0,5.0,45.0,18.0,0.0
186739,"POLYGON ((19.86443379019792 49.99100212344373, 19.85059373434697 49.99220724309675, 19.85243903656276 50.00110548628115, 19.86628160453744 49.99990010980945, 19.86443379019792 49.99100212344373))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,70,285,65,203,217,32,148,23,38,137,42,106.89655172,9.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,10.0,0.0
