buffer_index,operator,point_id,center,buffer,inpost_points,poczta_points,dhl_points,ruch_points,dpd_points,ups_points,fedex_points,TOT,TOT_0_14,TOT_15_64,TOT_65__,TOT_MALE,TOT_FEM,MALE_0_14,MALE_15_64,MALE_65__,FEM_0_14,FEM_15_64,FEM_65__,FEM_RATIO,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,bus_stops
293,inpost,33461,POINT (19.93543 50.08436),"POLYGON ((19.94243778431188 50.08435978908724, 19.94238033387715 50.08493480600517, 19.94220875507061 50.08550038789046, 19.9419258613934 50.08604724740861, 19.94153629465035 50.08656640435132, 19.94104644894763 50.08704933314298, 19.94046436586989 50.08748810289791, 19.93979960254685 50.08787550772431, 19.93906307476864 50.0882051851302, 19.93826687772307 50.08847172058139, 19.9374240873 50.08867073648914, 19.93654854523141 50.08879896416095, 19.9356546316054 50.08885429752853, 19.9347570285026 50.08883582776685, 19.93387047865231 50.08874385823354, 19.93300954308826 50.08857989948233, 19.93218836180098 50.08834664443241, 19.9314204213337 50.08804792410369, 19.93071833315253 50.08768864464747, 19.9300936264419 50.08727470671096, 19.92955655873584 50.08681290846449, 19.92911594749831 50.08631083388927, 19.92877902541749 50.08577672816587, 19.92855132178506 50.08521936221459, 19.92843657189906 50.0846478886171, 19.92843665596529 50.08407169128897, 19.92855156848492 50.08350023137408, 19.9287794186143 50.082942891893, 19.92911646147295 50.08240882369601, 19.92955715986909 50.08190679524877, 19.93009427541347 50.08144504871461, 19.93071898751301 50.08103116469225, 19.9314210382812 50.08067193782544, 19.93218890098078 50.08037326532152, 19.93300996923247 50.08014005020357, 19.93387076388673 50.07997612087951, 19.93475715416995 50.07988416834373, 19.93565458948574 50.07986570203811, 19.93654833807982 50.07992102509424, 19.93742372866631 50.08004922936157, 19.93826639106561 50.08024821030267, 19.93906249191981 50.08051470151226, 19.93979896163095 50.08084432829543, 19.94046370880941 50.08123167942924, 19.94104581872107 50.08167039593375, 19.941535732481 50.0821532754003, 19.94192540405292 50.08267239016958, 19.94220843247375 50.08321921742454, 19.94238016712508 50.08378477906724, 19.94243778431188 50.08435978908724))",4,5.0,5.0,2.0,0.0,1.0,0.0,7308.0,854.25,5238.75,1215.0,3358.0,3950.0,437.25,2475.5,445.25,417.0,2763.25,769.75,118.47707071,5.0,0.0,4.0,10.0,3.0,51.0,40.0,27.0,47.0,4.0
294,inpost,34797,POINT (19.98387 50.08449),"POLYGON ((19.99087780331778 50.08448978908628, 19.99082035272763 50.08506480600422, 19.9906487734561 50.08563038788957, 19.99036587901196 50.08617724740778, 19.9899763112126 50.0866964043506, 19.98948646418153 50.08717933314237, 19.98890437952518 50.08761810289742, 19.98823961439919 50.08800550772394, 19.9875030846233 50.08833518512995, 19.98670688541813 50.08860172058125, 19.98586409270901 50.08880073648908, 19.98498854826552 50.08892896416095, 19.98409463221472 50.08898429752854, 19.98319702667714 50.08896582776685, 19.98231047442206 50.08887385823351, 19.98144953652273 50.08870989948223, 19.98062835300805 50.08847664443221, 19.97986041045785 50.08817792410338, 19.97915832037245 50.08781864464705, 19.97853361196756 50.08740470671042, 19.97799654280502 50.08694290846381, 19.97755593037271 50.0864408338885, 19.97721900737839 50.085906728165, 19.97699130312874 50.08534936221366, 19.97687655293191 50.08477788861614, 19.97687663699875 50.08420169128801, 19.97699154983042 50.08363023137316, 19.97721940057808 50.08307289189215, 19.97755644435112 50.08253882369523, 19.97799714394268 50.08203679524811, 19.97853426094388 50.08157504871406, 19.97915897473773 50.08116116469181, 19.97986102740986 50.08080193782514, 19.9806288921918 50.08050326532133, 19.98144996267006 50.08027005020347, 19.98231075965856 50.08010612087948, 19.9831971523454 50.08001416834374, 19.98409459009476 50.07999570203813, 19.98498834111241 50.08005102509423, 19.9858637340727 50.0801792293615, 19.9867063987571 50.08037821030253, 19.98750250177019 50.08064470151201, 19.98823897347859 50.08097432829506, 19.98890372245988 50.08136167942876, 19.98948583395035 50.08180039593314, 19.98997574903914 50.08228327539958, 19.99036542166813 50.08280239016877, 19.99064845085688 50.08334921742365, 19.99082018597433 50.0839147790663, 19.99087780331778 50.08448978908628))",3,3.0,2.0,0.0,0.0,0.0,1.0,5962.5,723.0,4013.75,1225.75,2715.25,3247.25,379.25,1887.0,449.0,343.75,2126.75,776.75,117.3880741825,9.0,0.0,1.0,1.0,2.0,0.0,25.0,16.0,31.0,2.0
295,inpost,26472,POINT (19.95536 50.08452),"POLYGON ((19.96236780770377 50.08451978908604, 19.96231035707775 50.08509480600399, 19.96213877769892 50.08566038788935, 19.9618558830778 50.08620724740759, 19.96146631503468 50.08672640435042, 19.96097646769705 50.08720933314221, 19.96039438267641 50.08764810289729, 19.95972961713435 50.08803550772384, 19.95899308689745 50.08836518512988, 19.95819688719392 50.0886317205812, 19.95735409395725 50.08883073648904, 19.95647854896569 50.08895896416092, 19.95558463235533 50.08901429752854, 19.95468702625587 50.08899582776684, 19.95380047344584 50.08890385823349, 19.95293953500759 50.08873989948219, 19.9521183509789 50.08850664443216, 19.95135040794802 50.08820792410329, 19.95064831742318 50.08784864464694, 19.95002360862731 50.08743470671028, 19.94948653912866 50.08697290846364, 19.94904592642062 50.08647083388831, 19.9487090032155 50.08593672816479, 19.94848129882341 50.08537936221344, 19.94836654855485 50.08480788861591, 19.94836663262183 50.08423169128778, 19.9484815455255 50.08366023137292, 19.94870939641586 50.08310289189193, 19.9490464403999 50.08256882369503, 19.94948714026733 50.08206679524793, 19.95002425760472 50.08160504871392, 19.95064897178956 50.0811911646917, 19.95135102490108 50.08083193782506, 19.95211889016356 50.08053326532126, 19.95293996115565 50.08030005020343, 19.95380075868282 50.08013612087946, 19.95468715192435 50.08004416834373, 19.9555845902353 50.08002570203811, 19.95647834181223 50.08008102509422, 19.95735373532033 50.08020922936147, 19.95819640053207 50.08040821030248, 19.95899250404337 50.08067470151193, 19.95972897621267 50.08100432829497, 19.96039372561 50.08139167942862, 19.96097583746482 50.08183039593298, 19.96146575286026 50.08231327539939, 19.96185542573319 50.08283239016855, 19.96213845509916 50.08337921742342, 19.96231019032417 50.08394477906606, 19.96236780770377 50.08451978908604))",7,4.0,3.0,0.0,0.0,0.0,0.0,7065.5,820.75,5024.0,1220.75,3222.25,3843.25,413.75,2369.0,439.5,407.0,2655.0,781.25,119.38113349000001,177.0,0.0,0.0,5.0,2.0,15.0,37.0,69.0,29.0,9.0
296,inpost,10548,POINT (19.9364 50.08452),"POLYGON ((19.94340780770377 50.08451978908604, 19.94335035707775 50.08509480600399, 19.94317877769892 50.08566038788935, 19.9428958830778 50.08620724740759, 19.94250631503468 50.08672640435042, 19.94201646769706 50.08720933314221, 19.94143438267641 50.08764810289729, 19.94076961713435 50.08803550772384, 19.94003308689745 50.08836518512988, 19.93923688719392 50.0886317205812, 19.93839409395725 50.08883073648904, 19.93751854896569 50.08895896416092, 19.93662463235533 50.08901429752854, 19.93572702625587 50.08899582776684, 19.93484047344584 50.08890385823349, 19.93397953500759 50.08873989948219, 19.9331583509789 50.08850664443216, 19.93239040794802 50.08820792410329, 19.93168831742318 50.08784864464694, 19.93106360862731 50.08743470671028, 19.93052653912866 50.08697290846364, 19.93008592642062 50.08647083388831, 19.9297490032155 50.08593672816479, 19.92952129882341 50.08537936221344, 19.92940654855485 50.08480788861591, 19.92940663262183 50.08423169128778, 19.9295215455255 50.08366023137292, 19.92974939641586 50.08310289189193, 19.9300864403999 50.08256882369503, 19.93052714026733 50.08206679524793, 19.93106425760473 50.08160504871392, 19.93168897178957 50.0811911646917, 19.93239102490108 50.08083193782506, 19.93315889016356 50.08053326532126, 19.93397996115565 50.08030005020343, 19.93484075868282 50.08013612087946, 19.93572715192435 50.08004416834373, 19.9366245902353 50.08002570203811, 19.93751834181223 50.08008102509422, 19.93839373532033 50.08020922936147, 19.93923640053207 50.08040821030248, 19.94003250404337 50.08067470151193, 19.94076897621267 50.08100432829497, 19.94143372561 50.08139167942862, 19.94201583746482 50.08183039593298, 19.94250575286026 50.08231327539939, 19.94289542573319 50.08283239016855, 19.94317845509916 50.08337921742342, 19.94335019032417 50.08394477906606, 19.94340780770377 50.08451978908604))",4,7.0,8.0,2.0,0.0,1.0,0.0,7308.0,854.25,5238.75,1215.0,3358.0,3950.0,437.25,2475.5,445.25,417.0,2763.25,769.75,118.47707071,7.0,1.0,4.0,9.0,2.0,44.0,37.0,32.0,42.0,4.0
298,inpost,34768,POINT (19.96231 50.08457),"POLYGON ((19.96931781501379 50.08456978908568, 19.96926036432799 50.08514480600363, 19.96908878477031 50.085710387889, 19.96880588985422 50.08625724740727, 19.96841632140482 50.08677640435015, 19.96792647355629 50.08725933314199, 19.96734438792848 50.0876981028971, 19.96667962169297 50.08808550772371, 19.96594309068773 50.08841518512979, 19.96514689015358 50.08868172058115, 19.96430409603766 50.08888073648902, 19.96342855013266 50.08900896416093, 19.96253463258969 50.08906429752854, 19.96163702555377 50.08904582776684, 19.96075047181881 50.08895385823348, 19.95988953248238 50.08878989948216, 19.95906834759698 50.08855664443208, 19.95830040376498 50.08825792410317, 19.95759831250774 50.08789864464677, 19.95697360306022 50.08748470671007, 19.95643653300139 50.0870229084634, 19.95599591983381 50.08652083388801, 19.95565899627735 50.08598672816447, 19.95543129164786 50.08542936221308, 19.95531654125974 50.08485788861555, 19.95531662532696 50.08428169128742, 19.95543153835064 50.08371023137259, 19.95565938947881 50.0831528918916, 19.95599643381453 50.08261882369474, 19.95643713414174 50.08211679524768, 19.95697425203947 50.08165504871371, 19.95759896687596 50.08124116469154, 19.95830102071977 50.08088193782494, 19.95906888678316 50.08058326532121, 19.95988995863163 50.08035005020339, 19.9607507570566 50.08018612087945, 19.9616371512226 50.08009416834373, 19.96253459046955 50.08007570203812, 19.96342834297862 50.08013102509422, 19.96430373739973 50.08025922936145, 19.96514640349036 50.08045821030243, 19.965942507832 50.08072470151185, 19.96667898076949 50.08105432829483, 19.96734373086022 50.08144167942844, 19.96792584332227 50.08188039593275, 19.96841575922883 50.08236327539912, 19.96880543250833 50.08288239016824, 19.96908846216964 50.08342921742309, 19.96926019757394 50.0839947790657, 19.96931781501379 50.08456978908568))",3,6.0,4.0,2.0,2.0,1.0,0.0,8587.333333333334,979.3333333333334,5908.666666666667,1699.3333333333333,3909.6666666666665,4677.666666666667,502.6666666666667,2784.3333333333335,622.6666666666666,476.6666666666667,3124.3333333333335,1076.6666666666667,119.27043318,342.0,1.0,1.0,1.0,6.0,0.0,18.0,74.0,19.0,10.0
299,inpost,3457,POINT (19.9741 50.08468),"POLYGON ((19.98110783109589 50.08467978908485, 19.98105038027857 50.08525480600282, 19.98087880032744 50.08582038788822, 19.9805959047624 50.08636724740656, 19.9802063354192 50.08688640434952, 19.97971648644666 50.08736933314145, 19.97913439948308 50.08780810289667, 19.97846963172198 50.08819550772338, 19.97773309902638 50.08852518512956, 19.97693689666485 50.08879172058101, 19.97609410061457 50.08899073648895, 19.97521855270001 50.0891189641609, 19.97432463310528 50.08917429752854, 19.97342702400913 50.08915582776683, 19.97254046823933 50.08906385823344, 19.97167952692686 50.08889989948205, 19.97085834015673 50.0886666444319, 19.97009039456223 50.0883679241029, 19.9693883016937 50.08800864464639, 19.96876359081256 50.0875947067096, 19.96822651952131 50.08713290846281, 19.96778590534275 50.08663083388733, 19.96744898101332 50.08609672816372, 19.96722127586157 50.08553936221229, 19.96710652521043 50.08496788861473, 19.96710660927817 50.08439169128659, 19.96722152256588 50.08382023137178, 19.96744937421722 50.08326289189085, 19.96778641932666 50.08272882369408, 19.9682271206654 50.0822267952471, 19.96876423979583 50.08176504871322, 19.96938895606598 50.08135116469117, 19.97009101152085 50.08099193782466, 19.97085887934625 50.08069326532102, 19.97167995307876 50.08046005020329, 19.97254075347888 50.0802961208794, 19.97342714967874 50.08020416834372, 19.97432459098487 50.08018570203811, 19.97521834554468 50.08024102509419, 19.97609374197442 50.08036922936138, 19.97693640999861 50.08056821030229, 19.97773251616704 50.08083470151163, 19.97846899079453 50.0811643282945, 19.97913374241075 50.08155167942802, 19.97971585620873 50.08199039593222, 19.98020577323971 50.08247327539849, 19.98059544741367 50.08299239016753, 19.98087847772477 50.08353921742231, 19.98105021352348 50.08410477906489, 19.98110783109589 50.08467978908485))",2,4.0,3.0,1.0,2.0,0.0,0.0,9554.0,1141.0,6572.333333333333,1840.6666666666667,4349.666666666667,5204.333333333333,592.0,3080.6666666666665,677.0,549.0,3491.6666666666665,1163.6666666666667,119.35375964999999,26.0,6.0,1.0,0.0,9.0,0.0,67.0,71.0,77.0,13.0
300,inpost,35150,POINT (20.01319 50.08473),"POLYGON ((20.02019783840596 50.08472978908448, 20.02014038752886 50.08530480600246, 20.01996880739889 50.08587038788789, 20.01968591153888 50.08641724740625, 20.01929634178939 50.08693640434923, 20.01880649230593 50.08741933314123, 20.01822440473519 50.08785810289649, 20.01755963628064 50.08824550772324, 20.01682310281668 50.08857518512946, 20.01602689962452 50.08884172058095, 20.015184102695 50.08904073648893, 20.01430855386698 50.0891689641609, 20.01341463333963 50.08922429752855, 20.01251702330701 50.08920582776683, 20.01163046661227 50.08911385823342, 20.01076952440161 50.08894989948202, 20.00994833677477 50.08871664443183, 20.00918039037914 50.08841792410279, 20.00847829677821 50.08805864464623, 20.00785358524541 50.08764470670938, 20.00731651339397 50.08718290846256, 20.00687589875587 50.08668083388704, 20.00653897407509 50.08614672816338, 20.00631126868594 50.08558936221194, 20.00619651791525 50.08501788861437, 20.00619660198322 50.08444169128622, 20.00631151539095 50.08387023137142, 20.00653936728009 50.08331289189053, 20.00687641274123 50.08277882369377, 20.00731711453975 50.08227679524684, 20.00785423423051 50.08181504871302, 20.00847895115233 50.081401164691, 20.0091810073395 50.08104193782455, 20.00994887596582 50.08074326532095, 20.01076995055471 50.08051005020325, 20.01163075185263 50.08034612087939, 20.01251714897698 50.08025416834373, 20.01341459121911 50.08023570203812, 20.01430834671108 50.08029102509418, 20.01518374405383 50.08041922936135, 20.01602641295693 50.08061821030223, 20.01682251995571 50.08088470151153, 20.01755899535138 50.08121432829437, 20.01822374766101 50.08160167942782, 20.01880586206624 50.08204039593198, 20.01929577960832 50.08252327539822, 20.01968545418886 50.08304239016721, 20.01996848479531 50.08358921742196, 20.02014022077331 50.08415477906453, 20.02019783840596 50.08472978908448))",4,6.0,3.0,3.0,1.0,1.0,0.0,14944.75,1763.75,10132.0,3049.0,7056.25,7888.5,902.25,4851.5,1302.5,861.5,5280.5,1746.5,111.1936791375,26.0,2.0,3.0,0.0,15.0,2.0,58.0,51.0,56.0,8.0
308,inpost,11227,POINT (19.93421 50.08528),"POLYGON ((19.94121791881816 50.08527978908036, 19.94116046728346 50.08585480599839, 19.9409888851862 50.08642038788403, 19.94070598608138 50.0869672474027, 19.94031641186276 50.08748640434611, 19.93982655675913 50.08796933313857, 19.93924446250943 50.08840810289435, 19.93857968642676 50.08879550772164, 19.93784314451081 50.08912518512835, 19.93704693218159 50.08939172058027, 19.93620412558004 50.08959073648857, 19.93532856670398 50.08971896416078, 19.93443463591763 50.08977429752854, 19.93353701558364 50.08975582776679, 19.93265044871446 50.08966385823321, 19.93178949662344 50.08949989948151, 19.9309682995727 50.08926664443094, 19.93020034436443 50.08896792410144, 19.92949824270687 50.08860864464437, 19.92887352400581 50.08819470670699, 19.92833644599215 50.08773290845966, 19.92789582629902 50.08723083388368, 19.92755889775334 50.08669672815968, 19.92733118975279 50.08613936220795, 19.92721643766696 50.08556788861026, 19.92721652173753 50.08499169128211, 19.92733143646544 50.08442023136746, 19.92755929097052 50.08386289188681, 19.92789634030029 50.08332882369043, 19.92833704715655 50.08282679524394, 19.92887417301101 50.08236504871061, 19.92949889710127 50.08195116468913, 19.93020096134389 50.08159193782319, 19.93096883878044 50.08129326532006, 19.93178992278974 50.08106005020275, 19.93265073396365 50.08089612087917, 19.9335371412575 50.08080416834368, 19.93443459379579 50.08078570203811, 19.93532835954165 50.08084102509407, 19.93620376692776 50.08096922936102, 19.93704644549891 50.08116821030155, 19.93784256163177 50.08143470151041, 19.93857904547765 50.08176432829276, 19.93924380541489 50.0821516794257, 19.93982592649991 50.08259039592934, 19.94031584966428 50.08307327539508, 19.9407055287172 50.08359239016367, 19.94098856257263 50.08413921741811, 19.94116030052275 50.08470477906048, 19.94121791881816 50.08527978908036))",4,6.0,6.0,2.0,0.0,1.0,0.0,7308.0,854.25,5238.75,1215.0,3358.0,3950.0,437.25,2475.5,445.25,417.0,2763.25,769.75,118.47707071,7.0,1.0,1.0,8.0,4.0,40.0,39.0,24.0,55.0,7.0
312,inpost,11800,POINT (19.953147 50.08565),"POLYGON ((19.96015497291505 50.0856497890776, 19.96009752093795 50.08622480599568, 19.95992593751721 50.08679038788144, 19.95964303622946 50.08733724740033, 19.95925345900424 50.08785640434402, 19.95876360011968 50.0883393331368, 19.95818150137674 50.08877810289294, 19.9575167201623 50.08916550772057, 19.95678017256031 50.08949518512762, 19.95598395408418 50.08976172057982, 19.95514114097584 50.08996073648837, 19.95426557533999 50.09008896416072, 19.95337163765195 50.09014429752854, 19.95247401038779 50.09012582776676, 19.9515874366738 50.09003385823307, 19.95072647793583 50.08986989948119, 19.94990527454519 50.08963664443036, 19.94913731340827 50.08933792410053, 19.94843520633067 50.08897864464312, 19.9478104828072 50.08856470670538, 19.94727340064793 50.08810290845771, 19.94683277755405 50.08760083388145, 19.94649584640828 50.08706672815719, 19.94626813665093 50.0865093622053, 19.94615338368035 50.08593788860749, 19.94615346775267 50.08536169127937, 19.94626838336872 50.08479023136479, 19.94649623963366 50.08423289188433, 19.94683329156604 50.08369882368819, 19.94727400182486 50.083196795242, 19.94781113182592 50.08273504870903, 19.9484358607387 50.08232116468789, 19.94913793040059 50.0819619378223, 19.94990581376418 50.08166326531947, 19.95072690411101 50.08143005020243, 19.95158772192893 50.08126612087905, 19.95247413606426 50.08117416834366, 19.95337159552924 50.0811557020381, 19.95426536817335 50.08121102509401, 19.95514078231609 50.08133922936079, 19.95598346739136 50.0815382103011, 19.95677958966912 50.08180470150967, 19.95751607919983 50.08213432829168, 19.95818084426851 50.08252167942427, 19.95876296984733 50.08296039592756, 19.95925289679405 50.08344327539298, 19.95964257885574 50.0839623901613, 19.95992561489691 50.08450921741552, 19.96009735417376 50.08507477905776, 19.96015497291505 50.0856497890776))",6,3.0,2.0,1.0,0.0,0.0,0.0,7065.5,820.75,5024.0,1220.75,3222.25,3843.25,413.75,2369.0,439.5,407.0,2655.0,781.25,119.38113349000001,88.0,1.0,1.0,6.0,2.0,19.0,41.0,48.0,35.0,11.0
317,inpost,10309,POINT (20.01917 50.08581),"POLYGON ((20.02617799630865 50.08580978907639, 20.02612054414024 50.0863848059945, 20.02594896014717 50.08695038788031, 20.02566605791544 50.08749724739928, 20.02527647939006 50.08801640434309, 20.02478661887047 50.08849933313602, 20.02420451818448 50.08893810289231, 20.02353973475086 50.08932550772009, 20.02280318469 50.08965518512728, 20.02200696355571 50.0899217205796, 20.02116414763358 50.09012073648825, 20.02028857907454 50.09024896416068, 20.01939463840195 50.09030429752853, 20.0184970081409 50.09028582776673, 20.01761043146695 50.09019385823301, 20.01674946985458 50.09002989948103, 20.01592826372233 50.08979664443008, 20.01516030002162 50.08949792410013, 20.01445819060019 50.08913864464257, 20.01383346499131 50.08872470670467, 20.01329638103932 50.08826290845686, 20.01285575647483 50.08776083388047, 20.01251882420468 50.0872267281561, 20.01229111368762 50.08666936220413, 20.01217636033444 50.0860978886063, 20.01217644440753 50.08552169127817, 20.01229136040763 50.08495023136363, 20.01251921743361 50.08439289188323, 20.01285627049146 50.0838588236872, 20.01329698222168 50.08335679524116, 20.01383411401589 50.08289504870832, 20.01445884501411 50.08248116468733, 20.01516091701951 50.0821219378219, 20.01592880294617 50.08182326531921, 20.0167498960336 50.08159005020228, 20.01761071672465 50.08142612087897, 20.01849713381851 50.08133416834364, 20.01939459627886 50.0813157020381, 20.02028837190603 50.08137102509397, 20.0211637889706 50.08149922936069, 20.02200647685851 50.0816982103009, 20.02280260179356 50.08196470150934, 20.02353909378261 50.0822943282912, 20.02420386107032 50.08268167942364, 20.02478598859244 50.08312039592678, 20.0252759171748 50.08360327539206, 20.0256656005376 50.08412239016026, 20.02594863752396 50.08466921741439, 20.02612037737455 50.08523477905657, 20.02617799630865 50.08580978907639))",5,6.0,3.0,4.0,1.0,0.0,0.0,13740.25,1638.75,9239.75,2861.75,6453.25,7287.0,835.75,4456.5,1161.0,803.0,4783.25,1700.75,112.066294965,10.0,1.0,3.0,0.0,16.0,2.0,62.0,33.0,46.0,9.0
330,inpost,26798,POINT (19.89342 50.0733),"POLYGON ((19.90042616785781 50.07329978916996, 19.90036873064222 50.07387480608653, 19.90019719138244 50.07444038796787, 19.89991436293263 50.07498724747968, 19.89952488602863 50.07550640441413, 19.89903515330307 50.07598933319612, 19.89845320448655 50.0764281029406, 19.89778859450464 50.07681550775647, 19.89705223662936 50.07714518515244, 19.89625622325784 50.07741172059496, 19.89541362726254 50.07761073649585, 19.89453828718101 50.07773896416307, 19.89364457978238 50.07779429752863, 19.89274718375855 50.07777582776762, 19.89186083843602 50.07768385823765, 19.89100010148772 50.07751989949221, 19.89017910964079 50.07728664445012, 19.88941134632613 50.07698792413077, 19.88870942009981 50.07662864468487, 19.88808485748641 50.07621470675894, 19.88754791365397 50.0757529085226, 19.88710740403316 50.07525083395642, 19.88677055964495 50.07471672824038, 19.88654290850717 50.07415936229427, 19.88642818505814 50.07358788869949, 19.88642826907201 50.07301169137134, 19.88654315505342 50.07244023145378, 19.88677095259692 50.07188289196751, 19.88710791768774 50.07134882376315, 19.88754851441288 50.07084679530687, 19.88808550605386 50.07038504876257, 19.88871007405282 50.06997116472963, 19.88941196288945 50.06961193785252, 19.89017964848484 50.06931326533923, 19.89100052736657 50.06908005021344, 19.89186112349281 50.06891612088363, 19.89274730934764 50.06882416834451, 19.89364453768896 50.06880570203821, 19.89453808015841 50.06886102509636, 19.89541326885217 50.06898922936827, 19.89625573690343 50.06918821031623, 19.89705165414347 50.0694547015345, 19.89778795398784 50.06978432832759, 19.89845254783523 50.07017167947192, 19.89903452346896 50.07061039598688, 19.89952432420935 50.0710932754631, 19.89991390587694 50.07161239024065, 19.90019686898647 50.07215921750193, 19.90036856399399 50.07272477914861, 19.90042616785781 50.07329978916996))",2,2.0,2.0,0.0,0.0,0.0,0.0,4533.5,449.75,3077.75,1006.0,2094.5,2439.0,228.25,1476.75,389.5,221.5,1601.0,616.5,110.32275101750001,174.0,0.0,3.0,9.0,5.0,0.0,60.0,25.0,36.0,4.0
340,inpost,26107,POINT (19.89631 50.07804),"POLYGON ((19.90331686050055 50.07803978913451, 19.90325941762062 50.07861480605167, 19.90308786141524 50.07918038793469, 19.90280500501581 50.07972724744923, 19.90241548961621 50.08024640438722, 19.90192570848049 50.08072933317334, 19.90134370213368 50.08116810292231, 19.90067902644584 50.08155550774269, 19.89994259576798 50.08188518514291, 19.89914650369302 50.08215172058915, 19.89830382438636 50.08235073649297, 19.89742839775436 50.08247896416216, 19.89653460198829 50.08253429752858, 19.89563711723213 50.08251582776728, 19.89475068427045 50.08242385823588, 19.89388986221626 50.08225989948797, 19.89306878919506 50.08202664444253, 19.89230094997136 50.08172792411916, 19.89159895434817 50.08136864466885, 19.89097432998981 50.08095470673838, 19.89043733307812 50.0804929084977, 19.88999677991504 50.07999083392765, 19.88965990223592 50.07945672820845, 19.88943222860443 50.07889936226012, 19.88931749382729 50.07832788866418, 19.88931757786359 50.07775169133605, 19.8894324752165 50.07718023141963, 19.88966029529279 50.07662289193559, 19.88999729370676 50.07608882373438, 19.89043793399743 50.07558679528197, 19.89097497873041 50.07512504874202, 19.89159960847577 50.07471116471361, 19.89230156669929 50.07435193784092, 19.89306932818297 50.07405326533164, 19.89389028820881 50.07382005020921, 19.89475096940334 50.07365612088186, 19.89563724285475 50.07356416834418, 19.89653455988363 50.07354570203817, 19.89742819067649 50.07360102509545, 19.89830346588031 50.07372922936541, 19.89914601720876 50.07392821031043, 19.89994201312658 50.07419470152497, 19.90067838575804 50.07452432831381, 19.90134304530705 50.07491167945363, 19.90192507847822 50.07535039596411, 19.90241492764693 50.07583327543619, 19.90280454783809 50.07635239021019, 19.9030875389332 50.07689921746876, 19.9032592509279 50.07746477911374, 19.90331686050055 50.07803978913451))",2,7.0,6.0,0.0,1.0,0.0,0.0,7557.25,847.0,5221.5,1488.75,3454.5,4102.75,433.75,2467.0,553.75,413.25,2754.5,935.0,118.692343215,169.0,4.0,4.0,2.0,5.0,17.0,13.0,32.0,64.0,3.0
342,inpost,26180,POINT (19.87884 50.0782),"POLYGON ((19.88584688388412 50.07819978913331, 19.88578944081297 50.0787748060505, 19.8856178840355 50.07934038793358, 19.88533502669249 50.07988724744821, 19.88494550999328 50.08040640438631, 19.88445572722323 50.08088933317259, 19.88387371893422 50.0813281029217, 19.88320904102815 50.08171550774222, 19.88247260789247 50.08204518514259, 19.88167651316049 50.08231172058895, 19.88083383104124 50.08251073649289, 19.8799584014873 50.08263896416214, 19.87906460273796 50.08269429752859, 19.8781671149862 50.08267582776728, 19.87728067906582 50.08258385823584, 19.87641985413847 50.08241989948783, 19.87559877837683 50.08218664444227, 19.87483093659045 50.08188792411877, 19.87412893862443 50.0815286446683, 19.87350431218156 50.08111470673769, 19.87296731347791 50.08065290849686, 19.87252675884485 50.08015083392668, 19.87218988004184 50.07961672820738, 19.87196220565096 50.07905936225898, 19.87184747049139 50.07848788866299, 19.87184755452844 50.07791169133485, 19.87196245226525 50.07734023141848, 19.87219027310225 50.07678289193451, 19.8725272726412 50.07624882373341, 19.87296791440264 50.07574679528113, 19.87350496092801 50.07528504874133, 19.87412959275792 50.07487116471307, 19.87483155332393 50.07451193784053, 19.8755993173696 50.07421326533139, 19.87642028013486 50.07398005020907, 19.87728096420129 50.0738161208818, 19.87816724060995 50.07372416834418, 19.87906456063292 50.07370570203818, 19.87995819440757 50.07376102509542, 19.88083347253196 50.07388922936531, 19.88167602667184 50.07408821031023, 19.88247202524582 50.07435470152465, 19.88320840033457 50.07468432831335, 19.88387306210166 50.07507167945302, 19.88445509721529 50.07551039596334, 19.88494494801894 50.07599327543529, 19.88533456951065 50.07651239020917, 19.88561756155055 50.07705921746766, 19.88578927411874 50.07762477911256, 19.88584688388412 50.07819978913331))",2,3.0,1.0,2.0,1.0,1.0,0.0,4328.0,538.25,2951.75,838.0,2012.0,2316.0,277.25,1389.0,345.75,261.0,1562.75,492.25,113.758255025,156.0,3.0,1.0,24.0,9.0,4.0,5.0,76.0,52.0,2.0
